, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
37.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 54.240, 57.041, 55.108, 56.345, 56.345, 56.345, 56.961, 55.673, 57.011, 15.805, 19.886, 25.364, 27.022, 27.022, 27.022, 28.788, 34.134, 38.387, 19.013, 22.403, 26.312, 27.523, 27.523, 27.523, 28.795, 32.928, 36.710, 5.785, 6.773, 10.848, 7.082, 7.082, 7.082, 4.545, 7.488, 8.277, 58.930, 58.482, 57.905, 57.362, 57.362, 57.362, 56.514, 55.798, 55.466, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 53.869, 56.738, 54.909, 56.006, 56.006, 56.006, 56.796, 55.392, 56.784, 15.208, 19.263, 24.693, 26.431, 26.431, 26.431, 28.198, 33.471, 37.774, 18.518, 21.934, 25.815, 27.049, 27.049, 27.049, 28.318, 32.375, 36.132, 5.632, 6.588, 10.621, 6.919, 6.919, 6.919, 4.403, 7.290, 8.099, 58.735, 58.267, 57.659, 57.175, 57.175, 57.175, 56.326, 55.618, 55.258, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
38.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 53.622, 56.491, 54.696, 55.789, 55.789, 55.789, 56.602, 55.178, 56.529, 14.571, 18.679, 24.008, 25.903, 25.903, 25.903, 27.671, 32.833, 37.186, 18.044, 21.459, 25.328, 26.606, 26.606, 26.606, 27.908, 31.909, 35.656, 5.479, 6.416, 10.363, 6.753, 6.753, 6.753, 4.283, 7.076, 7.901, 58.539, 58.055, 57.402, 56.981, 56.981, 56.981, 56.134, 55.438, 55.047, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
38.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 53.485, 56.243, 54.417, 55.545, 55.545, 55.545, 56.395, 54.937, 56.369, 14.039, 18.057, 23.298, 25.160, 25.160, 25.160, 27.006, 32.382, 36.634, 17.620, 20.991, 24.795, 26.100, 26.100, 26.100, 27.383, 31.511, 35.189, 5.318, 6.312, 10.146, 6.603, 6.603, 6.603, 4.169, 6.886, 7.739, 58.342, 57.826, 57.147, 56.787, 56.787, 56.787, 55.935, 55.263, 54.824, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
39.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 53.211, 56.051, 54.165, 55.315, 55.315, 55.315, 56.146, 54.763, 56.181, 13.623, 17.384, 22.791, 24.494, 24.494, 24.494, 26.453, 31.756, 35.985, 17.232, 20.522, 24.350, 25.558, 25.558, 25.558, 26.895, 30.957, 34.647, 5.223, 6.108, 9.958, 6.437, 6.437, 6.437, 4.043, 6.753, 7.533, 58.142, 57.612, 56.880, 56.593, 56.593, 56.593, 55.729, 55.083, 54.606, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
39.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 53.005, 55.748, 53.886, 55.152, 55.152, 55.152, 55.884, 54.589, 55.981, 13.130, 16.787, 22.208, 23.890, 23.890, 23.890, 25.838, 31.293, 35.470, 16.850, 20.105, 23.926, 25.120, 25.120, 25.120, 26.433, 30.538, 34.160, 5.066, 5.977, 9.755, 6.262, 6.262, 6.262, 3.950, 6.616, 7.355, 57.943, 57.385, 56.616, 56.395, 56.395, 56.395, 55.532, 54.910, 54.398, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
40.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 52.772, 55.528, 53.620, 54.894, 54.894, 54.894, 55.622, 54.295, 55.740, 12.571, 16.216, 21.549, 23.412, 23.412, 23.412, 25.348, 30.780, 34.992, 16.431, 19.658, 23.444, 24.713, 24.713, 24.713, 26.018, 30.068, 33.739, 4.918, 5.869, 9.553, 6.087, 6.087, 6.087, 3.814, 6.446, 7.153, 57.736, 57.171, 56.343, 56.190, 56.190, 56.190, 55.334, 54.736, 54.185, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
40.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 52.497, 55.404, 53.235, 54.596, 54.596, 54.596, 55.456, 53.974, 55.499, 12.078, 15.632, 21.004, 22.858, 22.858, 22.858, 24.670, 30.091, 34.477, 16.028, 19.168, 23.004, 24.312, 24.312, 24.312, 25.592, 29.602, 33.212, 4.797, 5.701, 9.374, 5.933, 5.933, 5.933, 3.689, 6.277, 7.007, 57.537, 56.946, 56.079, 55.990, 55.990, 55.990, 55.133, 54.555, 53.964, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
41.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 52.209, 55.226, 52.890, 54.311, 54.311, 54.311, 55.193, 53.720, 55.258, 11.545, 15.010, 20.459, 22.317, 22.317, 22.317, 24.118, 29.528, 33.852, 15.603, 18.699, 22.596, 23.916, 23.916, 23.916, 25.114, 29.209, 32.740, 4.666, 5.570, 9.200, 5.801, 5.801, 5.801, 3.569, 6.107, 6.853, 57.328, 56.725, 55.795, 55.779, 55.779, 55.779, 54.926, 54.376, 53.751, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
41.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 51.907, 54.964, 52.650, 54.040, 54.040, 54.040, 55.041, 53.412, 54.991, 11.169, 14.489, 19.901, 21.713, 21.713, 21.713, 23.528, 28.965, 33.350, 15.232, 18.272, 22.183, 23.436, 23.436, 23.436, 24.694, 28.780, 32.319, 4.572, 5.417, 9.025, 5.686, 5.686, 5.686, 3.454, 5.994, 6.688, 57.126, 56.508, 55.534, 55.566, 55.566, 55.566, 54.712, 54.194, 53.533, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
42.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 51.605, 54.717, 52.371, 53.796, 53.796, 53.796, 54.765, 53.171, 54.643, 10.805, 14.032, 19.318, 21.110, 21.110, 21.110, 23.063, 28.477, 32.761, 14.855, 17.903, 21.748, 23.004, 23.004, 23.004, 24.346, 28.314, 31.858, 4.469, 5.254, 8.847, 5.570, 5.570, 5.570, 3.388, 5.865, 6.538, 56.924, 56.289, 55.262, 55.349, 55.349, 55.349, 54.501, 53.999, 53.310, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
42.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 51.221, 54.359, 52.079, 53.579, 53.579, 53.579, 54.599, 52.944, 54.389, 10.364, 13.498, 18.773, 20.556, 20.556, 20.556, 22.398, 27.913, 32.124, 14.457, 17.492, 21.335, 22.576, 22.576, 22.576, 23.847, 27.880, 31.325, 4.338, 5.118, 8.655, 5.391, 5.391, 5.391, 3.307, 5.707, 6.421, 56.702, 56.066, 55.000, 55.135, 55.135, 55.135, 54.307, 53.796, 53.086, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
43.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 50.947, 54.167, 51.813, 53.322, 53.322, 53.322, 54.406, 52.689, 54.094, 9.818, 13.067, 18.228, 19.977, 19.977, 19.977, 21.846, 27.438, 31.585, 14.091, 17.139, 20.906, 22.123, 22.123, 22.123, 23.416, 27.487, 30.925, 4.199, 4.983, 8.431, 5.246, 5.246, 5.246, 3.181, 5.582, 6.279, 56.487, 55.849, 54.743, 54.901, 54.901, 54.901, 54.102, 53.597, 52.862, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
43.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 50.672, 53.809, 51.561, 53.037, 53.037, 53.037, 54.102, 52.408, 53.827, 9.351, 12.546, 17.696, 19.537, 19.537, 19.537, 21.306, 26.887, 31.021, 13.726, 16.739, 20.497, 21.753, 21.753, 21.753, 23.037, 27.068, 30.453, 4.105, 4.883, 8.218, 5.144, 5.144, 5.144, 3.056, 5.469, 6.186, 56.268, 55.619, 54.485, 54.679, 54.679, 54.679, 53.892, 53.394, 52.634, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
44.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 50.453, 53.589, 51.123, 52.766, 52.766, 52.766, 53.909, 52.074, 53.479, 9.013, 11.949, 17.290, 18.946, 18.946, 18.946, 20.804, 26.249, 30.518, 13.360, 16.296, 20.136, 21.341, 21.341, 21.341, 22.622, 26.607, 30.007, 3.988, 4.793, 8.058, 5.016, 5.016, 5.016, 2.963, 5.315, 6.037, 56.052, 55.388, 54.222, 54.448, 54.448, 54.448, 53.700, 53.184, 52.415, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
44.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 50.178, 53.218, 50.737, 52.481, 52.481, 52.481, 53.688, 51.967, 53.184, 8.649, 11.505, 16.694, 18.367, 18.367, 18.367, 20.264, 25.723, 29.955, 13.043, 15.917, 19.707, 20.918, 20.918, 20.918, 22.217, 26.199, 29.596, 3.903, 4.671, 7.866, 4.922, 4.922, 4.922, 2.876, 5.198, 5.887, 55.825, 55.154, 53.970, 54.211, 54.211, 54.211, 53.499, 52.972, 52.191, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
45.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 49.986, 52.833, 50.485, 52.196, 52.196, 52.196, 53.384, 51.592, 52.930, 8.247, 11.149, 16.187, 17.826, 17.826, 17.826, 19.724, 25.297, 29.452, 12.704, 15.590, 19.335, 20.517, 20.517, 20.517, 21.817, 25.837, 29.186, 3.826, 4.521, 7.715, 4.789, 4.789, 4.789, 2.777, 5.093, 5.758, 55.603, 54.907, 53.710, 53.985, 53.985, 53.985, 53.304, 52.739, 51.946, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
45.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 49.726, 52.517, 50.046, 51.884, 51.884, 51.884, 53.108, 51.325, 52.689, 7.896, 10.692, 15.743, 17.398, 17.398, 17.398, 19.184, 24.759, 28.839, 12.338, 15.205, 18.922, 20.142, 20.142, 20.142, 21.443, 25.407, 28.724, 3.692, 4.440, 7.586, 4.683, 4.683, 4.683, 2.701, 4.968, 5.640, 55.380, 54.648, 53.470, 53.754, 53.754, 53.754, 53.104, 52.514, 51.709, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
46.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 49.355, 52.228, 49.754, 51.464, 51.464, 51.464, 52.776, 50.963, 52.341, 7.545, 10.083, 15.072, 16.895, 16.895, 16.895, 18.669, 24.233, 28.288, 11.988, 14.784, 18.482, 19.798, 19.798, 19.798, 21.038, 25.030, 28.349, 3.584, 4.332, 7.412, 4.550, 4.550, 4.550, 2.603, 4.867, 5.495, 55.144, 54.397, 53.237, 53.515, 53.515, 53.515, 52.911, 52.285, 51.475, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
46.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 49.067, 51.939, 49.582, 51.220, 51.220, 51.220, 52.555, 50.656, 51.967, 7.117, 9.575, 14.590, 16.329, 16.329, 16.329, 18.142, 23.658, 27.773, 11.655, 14.378, 18.126, 19.349, 19.349, 19.349, 20.633, 24.590, 27.948, 3.508, 4.223, 7.247, 4.439, 4.439, 4.439, 2.532, 4.746, 5.353, 54.924, 54.146, 53.000, 53.265, 53.265, 53.265, 52.711, 52.052, 51.224, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
47.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 48.724, 51.609, 49.236, 50.800, 50.800, 50.800, 52.210, 50.361, 51.753, 6.714, 9.308, 14.235, 15.725, 15.725, 15.725, 17.652, 23.219, 27.136, 11.338, 14.083, 17.802, 18.943, 18.943, 18.943, 20.249, 24.233, 27.462, 3.404, 4.169, 7.087, 4.324, 4.324, 4.324, 2.455, 4.564, 5.252, 54.684, 53.903, 52.773, 53.016, 53.016, 53.016, 52.507, 51.803, 50.980, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
47.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 48.257, 51.251, 48.931, 50.515, 50.515, 50.515, 51.961, 50.054, 51.311, 6.377, 8.863, 13.804, 15.260, 15.260, 15.260, 17.062, 22.706, 26.658, 11.015, 13.714, 17.451, 18.630, 18.630, 18.630, 19.855, 23.835, 27.087, 3.328, 4.038, 6.926, 4.209, 4.209, 4.209, 2.346, 4.511, 5.147, 54.444, 53.663, 52.545, 52.761, 52.761, 52.761, 52.308, 51.555, 50.741, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
48.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 47.887, 50.825, 48.466, 50.244, 50.244, 50.244, 51.727, 49.706, 50.803, 6.078, 8.495, 13.221, 14.807, 14.807, 14.807, 16.623, 22.218, 26.106, 10.698, 13.398, 17.037, 18.260, 18.260, 18.260, 19.465, 23.473, 26.701, 3.256, 3.934, 6.762, 4.132, 4.132, 4.132, 2.297, 4.406, 5.002, 54.204, 53.422, 52.312, 52.503, 52.503, 52.503, 52.108, 51.290, 50.501, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
48.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 47.544, 50.550, 48.107, 49.878, 49.878, 49.878, 51.395, 49.438, 50.455, 5.753, 8.152, 12.714, 14.404, 14.404, 14.404, 16.121, 21.605, 25.591, 10.386, 13.061, 16.629, 17.838, 17.838, 17.838, 19.091, 23.064, 26.301, 3.144, 3.852, 6.559, 4.038, 4.038, 4.038, 2.232, 4.277, 4.888, 53.966, 53.187, 52.074, 52.241, 52.241, 52.241, 51.916, 51.028, 50.267, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
49.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 47.160, 50.083, 47.828, 49.539, 49.539, 49.539, 51.119, 49.104, 50.054, 5.442, 7.708, 12.220, 13.977, 13.977, 13.977, 15.606, 21.204, 25.052, 10.047, 12.677, 16.289, 17.489, 17.489, 17.489, 18.702, 22.697, 25.890, 3.041, 3.735, 6.430, 3.944, 3.944, 3.944, 2.150, 4.152, 4.755, 53.729, 52.945, 51.855, 51.977, 51.977, 51.977, 51.721, 50.766, 50.022, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
49.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 46.913, 49.601, 47.536, 49.241, 49.241, 49.241, 50.870, 48.782, 49.732, 5.065, 7.149, 11.865, 13.335, 13.335, 13.335, 15.041, 20.641, 24.464, 9.756, 12.297, 15.938, 17.077, 17.077, 17.077, 18.271, 22.293, 25.489, 2.951, 3.649, 6.276, 3.855, 3.855, 3.855, 2.079, 4.031, 4.662, 53.474, 52.690, 51.625, 51.712, 51.712, 51.712, 51.514, 50.503, 49.778, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
50.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 46.542, 49.202, 47.230, 48.793, 48.793, 48.793, 50.663, 48.475, 49.398, 4.753, 6.857, 11.472, 12.870, 12.870, 12.870, 14.551, 20.103, 23.961, 9.455, 11.955, 15.619, 16.675, 16.675, 16.675, 17.954, 21.931, 25.124, 2.865, 3.567, 6.130, 3.726, 3.726, 3.726, 2.003, 3.922, 4.561, 53.224, 52.438, 51.398, 51.461, 51.461, 51.461, 51.312, 50.242, 49.524, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
50.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 46.213, 48.762, 46.924, 48.454, 48.454, 48.454, 50.318, 48.207, 48.997, 4.481, 6.590, 10.977, 12.417, 12.417, 12.417, 14.124, 19.677, 23.447, 9.165, 11.675, 15.263, 16.310, 16.310, 16.310, 17.565, 21.585, 24.724, 2.811, 3.491, 5.994, 3.658, 3.658, 3.658, 1.942, 3.869, 4.488, 52.976, 52.175, 51.170, 51.193, 51.193, 51.193, 51.100, 49.978, 49.276, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
51.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 45.856, 48.350, 46.566, 48.102, 48.102, 48.102, 49.931, 47.926, 48.662, 4.221, 6.235, 10.470, 12.090, 12.090, 12.090, 13.660, 19.201, 22.797, 8.890, 11.312, 14.855, 16.092, 16.092, 16.092, 17.165, 21.223, 24.277, 2.695, 3.400, 5.878, 3.551, 3.551, 3.551, 1.888, 3.768, 4.407, 52.722, 51.903, 50.941, 50.933, 50.933, 50.933, 50.890, 49.712, 49.031, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
51.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 45.541, 47.965, 46.180, 47.736, 47.736, 47.736, 49.558, 47.578, 48.287, 3.922, 5.892, 10.077, 11.599, 11.599, 11.599, 13.245, 18.726, 22.245, 8.622, 11.001, 14.483, 15.706, 15.706, 15.706, 16.838, 20.876, 23.882, 2.609, 3.274, 5.756, 3.492, 3.492, 3.492, 1.817, 3.692, 4.286, 52.463, 51.657, 50.701, 50.689, 50.689, 50.689, 50.674, 49.461, 48.802, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
52.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 45.156, 47.566, 45.875, 47.302, 47.302, 47.302, 49.171, 47.163, 47.913, 3.714, 5.663, 9.646, 11.058, 11.058, 11.058, 12.756, 18.225, 21.706, 8.304, 10.706, 14.143, 15.315, 15.315, 15.315, 16.464, 20.462, 23.466, 2.506, 3.192, 5.648, 3.402, 3.402, 3.402, 1.752, 3.587, 4.169, 52.202, 51.403, 50.459, 50.422, 50.422, 50.422, 50.457, 49.199, 48.565, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
52.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 44.745, 47.181, 45.529, 46.950, 46.950, 46.950, 48.895, 46.869, 47.659, 3.494, 5.257, 9.317, 10.630, 10.630, 10.630, 12.241, 17.574, 21.253, 8.057, 10.348, 13.855, 14.992, 14.992, 14.992, 16.085, 20.074, 23.132, 2.439, 3.097, 5.532, 3.317, 3.317, 3.317, 1.691, 3.486, 4.055, 51.953, 51.154, 50.215, 50.179, 50.179, 50.179, 50.243, 48.949, 48.329, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
53.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 44.429, 46.741, 45.157, 46.489, 46.489, 46.489, 48.550, 46.588, 47.271, 3.195, 4.838, 9.000, 10.203, 10.203, 10.203, 11.802, 17.061, 20.762, 7.788, 9.989, 13.567, 14.611, 14.611, 14.611, 15.753, 19.723, 22.766, 2.394, 2.975, 5.389, 3.227, 3.227, 3.227, 1.621, 3.433, 3.930, 51.695, 50.907, 49.961, 49.936, 49.936, 49.936, 50.023, 48.693, 48.098, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
53.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.963, 46.328, 44.759, 46.177, 46.177, 46.177, 48.218, 46.254, 46.789, 3.000, 4.597, 8.467, 9.800, 9.800, 9.800, 11.350, 16.623, 20.174, 7.540, 9.715, 13.185, 14.272, 14.272, 14.272, 15.374, 19.376, 22.330, 2.317, 2.916, 5.274, 3.146, 3.146, 3.146, 1.566, 3.336, 3.869, 51.437, 50.651, 49.690, 49.681, 49.681, 49.681, 49.805, 48.449, 47.863, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000
54.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.620, 45.971, 44.387, 45.824, 45.824, 45.824, 47.873, 45.879, 46.508, 2.792, 4.343, 8.024, 9.423, 9.423, 9.423, 10.873, 16.360, 19.586, 7.229, 9.452, 12.819, 13.928, 13.928, 13.928, 15.010, 19.097, 21.935, 2.214, 2.826, 5.169, 3.069, 3.069, 3.069, 1.506, 3.255, 3.772, 51.171, 50.411, 49.436, 49.437, 49.437, 49.437, 49.582, 48.200, 47.636, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000
54.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.359, 45.613, 44.002, 45.431, 45.431, 45.431, 47.638, 45.424, 46.173, 2.571, 4.000, 7.694, 9.045, 9.045, 9.045, 10.483, 15.909, 19.083, 6.943, 9.078, 12.473, 13.642, 13.642, 13.642, 14.694, 18.724, 21.580, 2.120, 2.767, 5.036, 2.984, 2.984, 2.984, 1.468, 3.199, 3.692, 50.898, 50.165, 49.176, 49.192, 49.192, 49.192, 49.345, 47.946, 47.415, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000
55.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.002, 45.105, 43.696, 45.052, 45.052, 45.052, 47.320, 45.076, 45.866, 2.286, 3.886, 7.453, 8.529, 8.529, 8.529, 10.044, 15.246, 18.617, 6.653, 8.867, 12.232, 13.261, 13.261, 13.261, 14.387, 18.249, 21.220, 2.052, 2.659, 4.918, 2.898, 2.898, 2.898, 1.397, 3.130, 3.611, 50.633, 49.917, 48.902, 48.943, 48.943, 48.943, 49.107, 47.708, 47.189, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000
55.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.687, 44.761, 43.457, 44.767, 44.767, 44.767, 46.754, 44.822, 45.625, 2.156, 3.581, 7.073, 8.102, 8.102, 8.102, 9.517, 14.695, 18.005, 6.470, 8.567, 11.913, 12.954, 12.954, 12.954, 13.977, 17.850, 20.814, 2.021, 2.586, 4.789, 2.839, 2.839, 2.839, 1.331, 3.009, 3.566, 50.358, 49.663, 48.638, 48.698, 48.698, 48.698, 48.873, 47.465, 46.962, 100.000, 100.000, 99.995, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000
56.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.412, 44.334, 43.018, 44.414, 44.414, 44.414, 46.395, 44.541, 45.130, 1.948, 3.276, 6.566, 7.737, 7.737, 7.737, 9.240, 14.220, 17.404, 6.196, 8.240, 11.500, 12.578, 12.578, 12.578, 13.697, 17.550, 20.419, 1.967, 2.514, 4.712, 2.753, 2.753, 2.753, 1.282, 2.932, 3.477, 50.073, 49.418, 48.366, 48.449, 48.449, 48.449, 48.640, 47.221, 46.732, 100.000, 100.000, 99.993, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000
56.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.014, 43.949, 42.567, 44.035, 44.035, 44.035, 46.105, 44.314, 44.728, 1.766, 3.086, 6.224, 7.447, 7.447, 7.447, 8.776, 13.769, 16.975, 5.975, 7.935, 11.170, 12.286, 12.286, 12.286, 13.344, 17.204, 20.064, 1.900, 2.451, 4.603, 2.647, 2.647, 2.647, 1.217, 2.860, 3.376, 49.796, 49.159, 48.101, 48.209, 48.209, 48.209, 48.415, 46.973, 46.505, 100.000, 100.000, 99.992, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000
57.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.671, 43.551, 42.208, 43.669, 43.669, 43.669, 45.718, 43.979, 44.367, 1.649, 2.832, 5.869, 7.007, 7.007, 7.007, 8.399, 13.368, 16.546, 5.771, 7.634, 10.856, 11.906, 11.906, 11.906, 12.996, 16.883, 19.714, 1.801, 2.369, 4.453, 2.582, 2.582, 2.582, 1.179, 2.787, 3.279, 49.514, 48.898, 47.834, 47.965, 47.965, 47.965, 48.166, 46.716, 46.274, 100.000, 100.000, 99.988, 100.000, 100.000, 100.000, 99.997, 100.000, 99.999
