, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
16.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 65.985, 67.602, 66.640, 67.448, 67.448, 67.448, 67.928, 67.568, 68.678, 73.714, 74.768, 74.661, 74.991, 74.991, 74.991, 75.204, 75.842, 76.848, 74.254, 76.091, 75.352, 75.803, 75.803, 75.803, 75.862, 75.788, 77.507, 18.930, 19.840, 25.720, 20.160, 20.160, 20.160, 15.829, 20.865, 21.632, 68.690, 69.063, 68.743, 67.301, 67.301, 67.301, 66.805, 65.649, 66.350, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 65.587, 67.285, 66.228, 67.042, 67.042, 67.042, 67.569, 67.166, 68.357, 73.208, 74.349, 74.306, 74.663, 74.663, 74.663, 74.865, 75.291, 76.431, 73.705, 75.616, 74.933, 75.308, 75.308, 75.308, 75.467, 75.244, 77.026, 18.432, 19.270, 25.067, 19.610, 19.610, 19.610, 15.289, 20.275, 21.058, 68.410, 68.766, 68.402, 66.989, 66.989, 66.989, 66.465, 65.285, 65.985, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 65.121, 67.038, 65.843, 66.703, 66.703, 66.703, 67.182, 66.765, 67.996, 72.662, 73.702, 73.976, 74.060, 74.060, 74.060, 74.639, 74.715, 75.757, 73.237, 75.090, 74.541, 74.750, 74.750, 74.750, 75.171, 74.737, 76.564, 17.852, 18.786, 24.519, 19.136, 19.136, 19.136, 14.771, 19.783, 20.512, 68.139, 68.481, 68.069, 66.694, 66.694, 66.694, 66.136, 64.934, 65.622, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 64.764, 66.735, 65.564, 66.242, 66.242, 66.242, 66.809, 66.377, 67.608, 72.013, 73.130, 73.672, 73.619, 73.619, 73.619, 74.363, 74.227, 75.193, 72.635, 74.626, 74.237, 74.296, 74.296, 74.296, 74.798, 74.319, 76.123, 17.327, 18.285, 23.974, 18.615, 18.615, 18.615, 14.307, 19.290, 20.075, 67.871, 68.202, 67.748, 66.410, 66.410, 66.410, 65.808, 64.582, 65.275, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 64.435, 66.350, 65.245, 65.835, 65.835, 65.835, 66.381, 65.962, 67.180, 71.597, 72.800, 73.457, 73.229, 73.229, 73.229, 74.162, 73.852, 74.801, 72.162, 74.210, 73.949, 73.848, 73.848, 73.848, 74.460, 73.900, 75.763, 16.824, 17.814, 23.468, 18.167, 18.167, 18.167, 13.876, 18.789, 19.586, 67.599, 67.923, 67.433, 66.133, 66.133, 66.133, 65.490, 64.247, 64.931, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 64.064, 65.842, 64.953, 65.645, 65.645, 65.645, 66.036, 65.587, 66.845, 71.286, 72.584, 73.267, 72.839, 72.839, 72.839, 73.810, 73.489, 74.445, 71.769, 73.772, 73.609, 73.405, 73.405, 73.405, 73.894, 73.501, 75.363, 16.343, 17.294, 22.898, 17.655, 17.655, 17.655, 13.417, 18.333, 19.085, 67.318, 67.636, 67.122, 65.860, 65.860, 65.860, 65.190, 63.926, 64.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 63.721, 65.594, 64.594, 65.347, 65.347, 65.347, 65.787, 65.226, 66.404, 70.818, 72.330, 72.988, 72.588, 72.588, 72.588, 73.145, 73.213, 74.249, 71.156, 73.267, 73.117, 72.957, 72.957, 72.957, 73.209, 73.056, 75.068, 15.894, 16.811, 22.399, 17.207, 17.207, 17.207, 13.003, 17.844, 18.591, 67.047, 67.350, 66.818, 65.585, 65.585, 65.585, 64.899, 63.613, 64.273, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 63.378, 65.360, 64.235, 64.995, 64.995, 64.995, 65.525, 64.865, 66.082, 69.935, 71.911, 72.683, 72.236, 72.236, 72.236, 72.505, 72.950, 73.845, 70.166, 72.640, 72.437, 72.388, 72.388, 72.388, 72.466, 72.358, 74.673, 15.414, 16.413, 21.931, 16.801, 16.801, 16.801, 12.583, 17.347, 18.134, 66.774, 67.065, 66.516, 65.315, 65.315, 65.315, 64.607, 63.309, 63.951, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 63.063, 65.058, 63.903, 64.642, 64.642, 64.642, 65.249, 64.410, 65.815, 68.117, 71.517, 71.834, 71.757, 71.757, 71.757, 71.613, 72.224, 73.563, 68.391, 71.670, 71.097, 71.325, 71.325, 71.325, 71.194, 71.215, 73.988, 14.866, 15.983, 21.428, 16.387, 16.387, 16.387, 12.162, 16.939, 17.738, 66.495, 66.771, 66.212, 65.045, 65.045, 65.045, 64.329, 63.014, 63.612, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
21.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 62.692, 64.755, 63.558, 64.276, 64.276, 64.276, 64.945, 63.982, 65.467, 65.688, 70.794, 70.364, 70.864, 70.864, 70.864, 70.571, 71.148, 72.999, 65.772, 69.436, 68.778, 69.391, 69.391, 69.391, 69.185, 69.534, 72.843, 14.466, 15.545, 21.023, 15.977, 15.977, 15.977, 11.780, 16.491, 17.314, 66.202, 66.450, 65.908, 64.755, 64.755, 64.755, 64.033, 62.719, 63.253, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
21.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 62.363, 64.411, 63.199, 63.883, 63.883, 63.883, 64.613, 63.741, 65.132, 61.896, 68.622, 67.892, 68.864, 68.864, 68.864, 68.550, 69.133, 71.663, 61.738, 65.764, 65.166, 66.128, 66.128, 66.128, 66.054, 66.658, 70.926, 14.084, 15.133, 20.527, 15.542, 15.542, 15.542, 11.404, 16.095, 16.893, 65.918, 66.106, 65.582, 64.441, 64.441, 64.441, 63.703, 62.419, 62.866, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
22.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 62.047, 64.095, 62.947, 63.680, 63.680, 63.680, 64.323, 63.540, 64.838, 56.701, 64.013, 63.582, 64.964, 64.964, 64.964, 65.072, 65.815, 68.893, 56.742, 60.722, 60.790, 61.963, 61.963, 61.963, 62.227, 63.249, 67.995, 13.694, 14.726, 20.087, 15.136, 15.136, 15.136, 10.967, 15.707, 16.452, 65.630, 65.723, 65.220, 64.104, 64.104, 64.104, 63.376, 62.093, 62.471, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
22.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 61.759, 63.765, 62.615, 63.368, 63.368, 63.368, 63.992, 63.273, 64.530, 51.234, 57.854, 58.499, 59.882, 59.882, 59.882, 60.879, 61.635, 65.155, 51.788, 55.479, 56.509, 57.767, 57.767, 57.767, 58.494, 59.867, 64.709, 13.271, 14.365, 19.650, 14.769, 14.769, 14.769, 10.635, 15.348, 16.040, 65.301, 65.348, 64.871, 63.763, 63.763, 63.763, 63.020, 61.781, 62.102, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
23.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 61.540, 63.490, 62.375, 63.137, 63.137, 63.137, 63.688, 62.952, 64.276, 46.312, 52.305, 53.872, 54.963, 54.963, 54.963, 56.472, 57.992, 61.662, 47.351, 51.222, 52.934, 54.196, 54.196, 54.196, 55.052, 57.198, 61.875, 12.836, 13.985, 19.241, 14.351, 14.351, 14.351, 10.345, 14.920, 15.700, 64.999, 65.011, 64.538, 63.441, 63.441, 63.441, 62.694, 61.484, 61.739, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
23.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 61.347, 63.298, 62.030, 62.920, 62.920, 62.920, 63.384, 62.550, 64.062, 42.922, 47.937, 50.691, 51.478, 51.478, 51.478, 53.057, 55.226, 58.929, 43.995, 47.666, 50.291, 51.345, 51.345, 51.345, 52.508, 55.129, 59.548, 12.530, 13.646, 18.808, 13.988, 13.988, 13.988, 9.985, 14.520, 15.349, 64.711, 64.657, 64.212, 63.127, 63.127, 63.127, 62.364, 61.207, 61.391, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
24.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 61.004, 63.160, 61.844, 62.527, 62.527, 62.527, 63.122, 62.229, 63.728, 40.351, 45.257, 48.295, 49.113, 49.113, 49.113, 50.308, 53.161, 56.710, 41.268, 44.963, 47.993, 49.223, 49.223, 49.223, 50.254, 53.365, 57.722, 12.193, 13.320, 18.431, 13.655, 13.655, 13.655, 9.696, 14.112, 15.009, 64.423, 64.274, 63.874, 62.754, 62.754, 62.754, 61.990, 60.890, 61.018, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
24.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 60.785, 62.858, 61.605, 62.270, 62.270, 62.270, 62.942, 62.028, 63.487, 38.468, 43.467, 46.622, 47.528, 47.528, 47.528, 48.613, 51.633, 54.970, 39.025, 42.787, 46.187, 47.378, 47.378, 47.378, 48.634, 51.854, 55.932, 11.848, 12.931, 18.036, 13.327, 13.327, 13.327, 9.380, 13.789, 14.621, 64.109, 63.965, 63.527, 62.458, 62.458, 62.458, 61.684, 60.606, 60.753, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
25.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 60.497, 62.638, 61.326, 62.066, 62.066, 62.066, 62.597, 61.680, 63.112, 36.870, 41.956, 45.075, 46.169, 46.169, 46.169, 47.370, 50.382, 53.634, 37.208, 40.917, 44.512, 45.809, 45.809, 45.809, 47.077, 50.530, 54.518, 11.479, 12.592, 17.684, 12.912, 12.912, 12.912, 9.085, 13.502, 14.285, 63.832, 63.704, 63.273, 62.226, 62.226, 62.226, 61.422, 60.376, 60.504, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
25.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 60.236, 62.362, 61.087, 61.822, 61.822, 61.822, 62.307, 61.440, 62.831, 35.390, 40.559, 43.884, 45.050, 45.050, 45.050, 46.265, 49.380, 52.519, 35.653, 39.420, 43.104, 44.407, 44.407, 44.407, 45.618, 49.397, 53.255, 11.152, 12.285, 17.278, 12.631, 12.631, 12.631, 8.681, 13.143, 13.913, 63.598, 63.437, 63.045, 61.986, 61.986, 61.986, 61.171, 60.162, 60.243, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
26.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 59.879, 62.156, 60.741, 61.429, 61.429, 61.429, 62.044, 61.159, 62.644, 33.935, 39.175, 42.946, 44.043, 44.043, 44.043, 45.273, 48.492, 51.624, 34.341, 38.066, 41.858, 43.046, 43.046, 43.046, 44.372, 48.296, 52.130, 10.846, 11.941, 16.943, 12.268, 12.268, 12.268, 8.463, 12.816, 13.586, 63.368, 63.182, 62.809, 61.749, 61.749, 61.749, 60.925, 59.942, 60.001, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
26.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 59.619, 61.826, 60.409, 61.266, 61.266, 61.266, 61.809, 60.904, 62.403, 32.675, 38.044, 41.868, 43.138, 43.138, 43.138, 44.319, 47.703, 50.827, 33.152, 36.976, 40.623, 41.926, 41.926, 41.926, 43.323, 47.354, 51.100, 10.577, 11.688, 16.639, 12.012, 12.012, 12.012, 8.217, 12.569, 13.323, 63.142, 62.933, 62.591, 61.526, 61.526, 61.526, 60.679, 59.731, 59.767, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
27.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 59.481, 61.606, 60.183, 60.995, 60.995, 60.995, 61.588, 60.623, 62.122, 31.403, 36.800, 40.943, 42.169, 42.169, 42.169, 43.427, 46.952, 50.092, 32.130, 35.759, 39.628, 40.883, 40.883, 40.883, 42.233, 46.356, 50.183, 10.267, 11.353, 16.259, 11.713, 11.713, 11.713, 7.966, 12.278, 13.011, 62.919, 62.690, 62.370, 61.308, 61.308, 61.308, 60.439, 59.536, 59.536, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
27.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 59.262, 61.345, 59.918, 60.792, 60.792, 60.792, 61.285, 60.436, 61.828, 30.351, 35.644, 40.145, 41.188, 41.188, 41.188, 42.662, 46.176, 49.271, 31.082, 34.789, 38.712, 39.861, 39.861, 39.861, 41.329, 45.471, 49.204, 9.921, 11.064, 15.913, 11.474, 11.474, 11.474, 7.699, 11.939, 12.753, 62.702, 62.465, 62.162, 61.085, 61.085, 61.085, 60.221, 59.329, 59.318, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
28.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 58.836, 61.084, 59.732, 60.466, 60.466, 60.466, 61.105, 60.128, 61.560, 29.195, 34.590, 39.016, 40.332, 40.332, 40.332, 41.758, 45.488, 48.597, 30.140, 33.862, 37.671, 38.960, 38.960, 38.960, 40.312, 44.597, 48.372, 9.607, 10.842, 15.578, 11.218, 11.218, 11.218, 7.486, 11.604, 12.454, 62.488, 62.240, 61.957, 60.881, 60.881, 60.881, 59.990, 59.128, 59.097, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
28.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 58.658, 60.850, 59.532, 60.304, 60.304, 60.304, 60.953, 59.794, 61.319, 28.273, 33.410, 38.116, 39.401, 39.401, 39.401, 40.942, 44.737, 47.849, 29.237, 32.940, 36.875, 38.089, 38.089, 38.089, 39.418, 43.734, 47.536, 9.328, 10.539, 15.284, 10.932, 10.932, 10.932, 7.333, 11.366, 12.187, 62.283, 62.025, 61.748, 60.669, 60.669, 60.669, 59.777, 58.934, 58.876, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
29.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 58.439, 60.616, 59.267, 59.978, 59.978, 59.978, 60.594, 59.526, 60.998, 27.286, 32.419, 37.292, 38.672, 38.672, 38.672, 40.138, 44.086, 47.163, 28.452, 32.034, 36.006, 37.312, 37.312, 37.312, 38.593, 42.921, 46.704, 9.077, 10.205, 14.980, 10.676, 10.676, 10.676, 7.104, 11.135, 11.948, 62.080, 61.805, 61.540, 60.473, 60.473, 60.473, 59.573, 58.745, 58.666, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
29.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 58.205, 60.451, 59.041, 59.748, 59.748, 59.748, 60.428, 59.312, 60.824, 26.364, 31.429, 36.190, 37.703, 37.703, 37.703, 39.397, 43.460, 46.636, 27.645, 31.307, 35.127, 36.452, 36.452, 36.452, 37.809, 42.166, 45.984, 8.883, 9.920, 14.676, 10.343, 10.343, 10.343, 6.924, 10.937, 11.653, 61.878, 61.578, 61.332, 60.283, 60.283, 60.283, 59.377, 58.549, 58.457, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
30.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 57.917, 60.259, 58.855, 59.477, 59.477, 59.477, 60.138, 58.964, 60.476, 25.377, 30.603, 35.467, 36.948, 36.948, 36.948, 38.694, 42.834, 45.986, 26.849, 30.569, 34.499, 35.738, 35.738, 35.738, 37.087, 41.390, 45.219, 8.686, 9.694, 14.414, 10.091, 10.091, 10.091, 6.733, 10.687, 11.378, 61.679, 61.368, 61.119, 60.080, 60.080, 60.080, 59.181, 58.360, 58.252, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
30.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 57.684, 59.983, 58.536, 59.206, 59.206, 59.206, 59.903, 58.710, 60.249, 24.675, 29.867, 34.630, 36.130, 36.130, 36.130, 37.790, 42.170, 45.410, 26.203, 29.942, 33.787, 34.977, 34.977, 34.977, 36.319, 40.646, 44.534, 8.398, 9.463, 14.139, 9.873, 9.873, 9.873, 6.482, 10.364, 11.119, 61.478, 61.164, 60.907, 59.885, 59.885, 59.885, 58.987, 58.174, 58.049, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
31.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 57.341, 59.791, 58.257, 59.029, 59.029, 59.029, 59.669, 58.563, 60.075, 23.857, 28.838, 33.705, 35.426, 35.426, 35.426, 37.087, 41.632, 44.883, 25.504, 29.231, 33.018, 34.388, 34.388, 34.388, 35.639, 39.937, 43.855, 8.089, 9.219, 13.824, 9.609, 9.609, 9.609, 6.313, 10.118, 10.905, 61.282, 60.953, 60.700, 59.681, 59.681, 59.681, 58.802, 57.986, 57.849, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
31.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 57.190, 59.585, 58.018, 58.907, 58.907, 58.907, 59.392, 58.309, 59.807, 23.039, 28.089, 33.008, 34.608, 34.608, 34.608, 36.296, 40.981, 44.331, 24.891, 28.625, 32.416, 33.684, 33.684, 33.684, 34.927, 39.311, 43.160, 7.868, 9.011, 13.545, 9.387, 9.387, 9.387, 6.128, 9.835, 10.638, 61.084, 60.745, 60.477, 59.480, 59.480, 59.480, 58.608, 57.796, 57.649, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
32.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 56.929, 59.351, 57.739, 58.663, 58.663, 58.663, 59.185, 58.041, 59.526, 22.260, 27.149, 32.247, 33.790, 33.790, 33.790, 35.530, 40.280, 43.829, 24.278, 27.924, 31.782, 33.028, 33.028, 33.028, 34.283, 38.602, 42.526, 7.666, 8.762, 13.314, 9.173, 9.173, 9.173, 5.958, 9.572, 10.408, 60.880, 60.542, 60.262, 59.282, 59.282, 59.282, 58.425, 57.608, 57.450, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
32.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 56.627, 59.090, 57.473, 58.406, 58.406, 58.406, 58.978, 57.827, 59.286, 21.390, 26.387, 31.563, 32.973, 32.973, 32.973, 34.852, 39.604, 43.253, 23.595, 27.271, 31.112, 32.386, 32.386, 32.386, 33.692, 37.935, 41.908, 7.478, 8.541, 13.045, 8.930, 8.930, 8.930, 5.784, 9.358, 10.125, 60.671, 60.341, 60.036, 59.095, 59.095, 59.095, 58.232, 57.425, 57.251, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
33.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 56.408, 58.897, 57.247, 58.134, 58.134, 58.134, 58.812, 57.519, 59.031, 20.727, 25.625, 30.777, 32.419, 32.419, 32.419, 34.149, 39.054, 42.554, 23.025, 26.675, 30.537, 31.844, 31.844, 31.844, 33.105, 37.371, 41.238, 7.280, 8.347, 12.769, 8.712, 8.712, 8.712, 5.664, 9.168, 9.886, 60.474, 60.120, 59.814, 58.895, 58.895, 58.895, 58.036, 57.236, 57.058, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
33.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 56.161, 58.663, 57.061, 57.890, 57.890, 57.890, 58.508, 57.399, 58.831, 20.052, 24.940, 30.055, 31.639, 31.639, 31.639, 33.396, 38.440, 42.101, 22.433, 26.138, 30.003, 31.219, 31.219, 31.219, 32.508, 36.689, 40.655, 7.033, 8.089, 12.521, 8.473, 8.473, 8.473, 5.495, 8.926, 9.716, 60.281, 59.919, 59.585, 58.694, 58.694, 58.694, 57.842, 57.053, 56.861, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
34.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 55.955, 58.430, 56.862, 57.701, 57.701, 57.701, 58.246, 57.212, 58.630, 19.519, 24.089, 29.281, 30.897, 30.897, 30.897, 32.806, 37.752, 41.427, 21.987, 25.548, 29.453, 30.640, 30.640, 30.640, 31.973, 36.135, 39.955, 6.862, 7.903, 12.273, 8.273, 8.273, 8.273, 5.358, 8.716, 9.490, 60.087, 59.715, 59.357, 58.506, 58.506, 58.506, 57.659, 56.870, 56.658, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
34.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 55.708, 58.223, 56.676, 57.457, 57.457, 57.457, 57.970, 56.998, 58.376, 18.831, 23.314, 28.546, 30.343, 30.343, 30.343, 32.141, 37.126, 40.949, 21.487, 24.968, 28.788, 30.129, 30.129, 30.129, 31.443, 35.509, 39.382, 6.669, 7.718, 12.001, 8.068, 8.068, 8.068, 5.200, 8.506, 9.255, 59.894, 59.512, 59.109, 58.304, 58.304, 58.304, 57.470, 56.689, 56.466, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 55.543, 57.962, 56.304, 57.267, 57.267, 57.267, 57.762, 56.703, 58.095, 17.935, 22.540, 27.849, 29.689, 29.689, 29.689, 31.362, 36.563, 40.458, 20.868, 24.420, 28.291, 29.639, 29.639, 29.639, 30.867, 34.987, 38.825, 6.440, 7.519, 11.763, 7.871, 7.871, 7.871, 5.069, 8.308, 9.005, 59.700, 59.305, 58.875, 58.114, 58.114, 58.114, 57.280, 56.511, 56.264, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 55.310, 57.715, 55.972, 56.982, 56.982, 56.982, 57.528, 56.449, 57.894, 17.325, 21.917, 27.240, 28.934, 28.934, 28.934, 30.722, 36.025, 39.956, 20.346, 23.909, 27.752, 29.087, 29.087, 29.087, 30.348, 34.563, 38.333, 6.301, 7.311, 11.522, 7.628, 7.628, 7.628, 4.938, 8.126, 8.814, 59.515, 59.100, 58.633, 57.926, 57.926, 57.926, 57.088, 56.330, 56.057, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 55.022, 57.426, 55.680, 56.752, 56.752, 56.752, 57.389, 56.168, 57.693, 16.922, 21.397, 26.569, 28.293, 28.293, 28.293, 30.119, 35.424, 39.453, 19.954, 23.530, 27.228, 28.555, 28.555, 28.555, 29.834, 34.030, 37.856, 6.108, 7.130, 11.295, 7.393, 7.393, 7.393, 4.813, 7.896, 8.641, 59.316, 58.894, 58.394, 57.741, 57.741, 57.741, 56.897, 56.149, 55.862, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 54.693, 57.219, 55.308, 56.562, 56.562, 56.562, 57.224, 55.847, 57.319, 16.351, 20.635, 25.935, 27.689, 27.689, 27.689, 29.404, 34.823, 38.865, 19.470, 22.966, 26.784, 28.060, 28.060, 28.060, 29.299, 33.487, 37.243, 5.933, 6.945, 11.061, 7.210, 7.210, 7.210, 4.698, 7.714, 8.447, 59.127, 58.689, 58.157, 57.556, 57.556, 57.556, 56.708, 55.973, 55.668, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
