Dose [%], DIBH_CTV_bridge, DIBH_PTV_bridge, DIBH_Esophagus, DIBH_Heart, DIBH_Medulla, Lungs, PRV_SpinalCord
33.000, 100.000, 100.000, 25.473, 0.943, 13.887, 17.622, 12.901
33.100, 100.000, 100.000, 25.444, 0.940, 13.787, 17.610, 12.849
33.200, 100.000, 100.000, 25.432, 0.934, 13.724, 17.598, 12.800
33.300, 100.000, 100.000, 25.414, 0.928, 13.683, 17.585, 12.746
33.400, 100.000, 100.000, 25.408, 0.925, 13.625, 17.573, 12.695
33.500, 100.000, 100.000, 25.402, 0.921, 13.583, 17.560, 12.658
33.600, 100.000, 100.000, 25.390, 0.917, 13.531, 17.548, 12.614
33.700, 100.000, 100.000, 25.372, 0.912, 13.463, 17.536, 12.567
33.800, 100.000, 100.000, 25.348, 0.910, 13.400, 17.524, 12.509
33.900, 100.000, 100.000, 25.330, 0.907, 13.326, 17.511, 12.466
34.000, 100.000, 100.000, 25.313, 0.902, 13.274, 17.499, 12.421
34.100, 100.000, 100.000, 25.283, 0.900, 13.216, 17.486, 12.379
34.200, 100.000, 100.000, 25.265, 0.896, 13.148, 17.474, 12.326
34.300, 100.000, 100.000, 25.235, 0.891, 13.101, 17.463, 12.285
34.400, 100.000, 100.000, 25.211, 0.888, 13.054, 17.452, 12.250
34.500, 100.000, 100.000, 25.194, 0.883, 12.975, 17.440, 12.194
