Dose [%], DIBH_CTV_bridge, DIBH_PTV_bridge, DIBH_Esophagus, DIBH_Heart, DIBH_Medulla, Lungs, PRV_SpinalCord
34.300, 100.000, 100.000, 25.640, 0.959, 16.637, 17.871, 14.879
34.400, 100.000, 100.000, 25.610, 0.955, 16.553, 17.860, 14.813
34.500, 100.000, 100.000, 25.575, 0.951, 16.511, 17.851, 14.776
34.600, 100.000, 100.000, 25.551, 0.945, 16.443, 17.841, 14.724
34.700, 100.000, 100.000, 25.509, 0.940, 16.396, 17.831, 14.685
34.800, 100.000, 100.000, 25.473, 0.936, 16.354, 17.819, 14.638
34.900, 100.000, 100.000, 25.444, 0.933, 16.307, 17.809, 14.592
35.000, 100.000, 100.000, 25.408, 0.929, 16.270, 17.800, 14.543
35.100, 100.000, 100.000, 25.390, 0.923, 16.223, 17.790, 14.498
35.200, 100.000, 100.000, 25.366, 0.919, 16.113, 17.780, 14.436
35.300, 100.000, 100.000, 25.354, 0.913, 16.056, 17.770, 14.386
35.400, 100.000, 100.000, 25.342, 0.910, 15.987, 17.760, 14.339
35.500, 100.000, 100.000, 25.336, 0.907, 15.919, 17.750, 14.283
35.600, 100.000, 100.000, 25.313, 0.904, 15.841, 17.740, 14.226
35.700, 100.000, 100.000, 25.313, 0.900, 15.778, 17.731, 14.180
35.800, 100.000, 100.000, 25.295, 0.895, 15.752, 17.720, 14.139
35.900, 100.000, 100.000, 25.277, 0.892, 15.694, 17.711, 14.086
36.000, 100.000, 100.000, 25.259, 0.888, 15.631, 17.701, 14.038
36.100, 100.000, 100.000, 25.211, 0.885, 15.579, 17.691, 14.001
36.200, 100.000, 100.000, 25.194, 0.880, 15.532, 17.681, 13.964
36.300, 100.000, 100.000, 25.176, 0.877, 15.500, 17.671, 13.929
36.400, 100.000, 100.000, 25.170, 0.870, 15.453, 17.660, 13.880
36.500, 100.000, 100.000, 25.140, 0.866, 15.432, 17.651, 13.855
36.600, 100.000, 100.000, 25.116, 0.861, 15.385, 17.641, 13.799
36.700, 100.000, 100.000, 25.074, 0.855, 15.322, 17.630, 13.748
36.800, 100.000, 100.000, 25.057, 0.854, 15.249, 17.621, 13.702
36.900, 100.000, 100.000, 25.051, 0.850, 15.149, 17.611, 13.640
37.000, 100.000, 100.000, 25.027, 0.845, 15.086, 17.600, 13.591
37.100, 100.000, 100.000, 24.991, 0.841, 15.055, 17.590, 13.556
37.200, 100.000, 100.000, 24.973, 0.836, 15.024, 17.580, 13.527
37.300, 100.000, 100.000, 24.955, 0.830, 14.966, 17.570, 13.476
37.400, 100.000, 100.000, 24.932, 0.824, 14.924, 17.559, 13.434
37.500, 100.000, 100.000, 24.926, 0.821, 14.882, 17.549, 13.408
37.600, 100.000, 100.000, 24.920, 0.820, 14.851, 17.539, 13.364
37.700, 100.000, 100.000, 24.890, 0.818, 14.819, 17.529, 13.331
37.800, 100.000, 100.000, 24.878, 0.815, 14.751, 17.519, 13.290
37.900, 100.000, 100.000, 24.830, 0.810, 14.715, 17.508, 13.255
38.000, 100.000, 100.000, 24.824, 0.806, 14.657, 17.497, 13.202
38.100, 100.000, 100.000, 24.789, 0.804, 14.589, 17.486, 13.162
38.200, 100.000, 100.000, 24.759, 0.799, 14.521, 17.477, 13.119
38.300, 100.000, 100.000, 24.723, 0.795, 14.463, 17.467, 13.076
38.400, 100.000, 100.000, 24.705, 0.792, 14.400, 17.456, 13.033
38.500, 100.000, 100.000, 24.664, 0.788, 14.301, 17.445, 12.961
38.600, 100.000, 100.000, 24.664, 0.784, 14.233, 17.436, 12.923
38.700, 100.000, 100.000, 24.658, 0.781, 14.180, 17.424, 12.880
38.800, 100.000, 100.000, 24.628, 0.777, 14.112, 17.413, 12.837
38.900, 100.000, 100.000, 24.598, 0.773, 14.086, 17.401, 12.806
39.000, 100.000, 100.000, 24.568, 0.770, 14.044, 17.389, 12.777
39.100, 100.000, 100.000, 24.550, 0.768, 13.997, 17.376, 12.738
39.200, 100.000, 100.000, 24.521, 0.766, 13.924, 17.365, 12.693
39.300, 100.000, 100.000, 24.485, 0.761, 13.876, 17.354, 12.654
39.400, 100.000, 100.000, 24.455, 0.757, 13.861, 17.343, 12.618
39.500, 100.000, 100.000, 24.396, 0.754, 13.787, 17.330, 12.567
39.600, 100.000, 100.000, 24.372, 0.750, 13.740, 17.319, 12.534
39.700, 100.000, 100.000, 24.348, 0.746, 13.709, 17.307, 12.489
39.800, 100.000, 100.000, 24.330, 0.744, 13.677, 17.295, 12.462
39.900, 100.000, 100.000, 24.282, 0.741, 13.635, 17.284, 12.423
40.000, 100.000, 100.000, 24.259, 0.738, 13.588, 17.273, 12.384
40.100, 100.000, 100.000, 24.247, 0.731, 13.499, 17.261, 12.328
40.200, 100.000, 100.000, 24.229, 0.729, 13.431, 17.247, 12.283
40.300, 100.000, 100.000, 24.205, 0.726, 13.394, 17.236, 12.250
40.400, 100.000, 100.000, 24.205, 0.723, 13.358, 17.224, 12.219
40.500, 100.000, 100.000, 24.193, 0.719, 13.295, 17.213, 12.169
40.600, 100.000, 100.000, 24.181, 0.715, 13.253, 17.200, 12.136
40.700, 100.000, 100.000, 24.157, 0.711, 13.201, 17.189, 12.091
40.800, 100.000, 100.000, 24.104, 0.709, 13.153, 17.177, 12.050
40.900, 100.000, 100.000, 24.062, 0.705, 13.101, 17.165, 12.009
41.000, 100.000, 100.000, 24.044, 0.703, 13.028, 17.153, 11.959
41.100, 100.000, 100.000, 24.032, 0.700, 12.965, 17.141, 11.912
41.200, 100.000, 100.000, 24.032, 0.698, 12.918, 17.131, 11.868
41.300, 100.000, 100.000, 24.026, 0.693, 12.855, 17.118, 11.831
41.400, 100.000, 100.000, 24.003, 0.690, 12.803, 17.105, 11.796
41.500, 100.000, 100.000, 23.985, 0.685, 12.729, 17.093, 11.745
41.600, 100.000, 100.000, 23.973, 0.681, 12.656, 17.081, 11.702
41.700, 100.000, 100.000, 23.955, 0.677, 12.635, 17.069, 11.677
41.800, 100.000, 100.000, 23.919, 0.674, 12.562, 17.057, 11.629
41.900, 100.000, 100.000, 23.907, 0.671, 12.514, 17.045, 11.592
42.000, 100.000, 100.000, 23.884, 0.667, 12.488, 17.032, 11.570
42.100, 100.000, 100.000, 23.866, 0.663, 12.452, 17.019, 11.537
42.200, 100.000, 100.000, 23.848, 0.659, 12.399, 17.007, 11.491
42.300, 100.000, 100.000, 23.818, 0.656, 12.368, 16.994, 11.475
42.400, 100.000, 100.000, 23.794, 0.653, 12.331, 16.982, 11.436
42.500, 100.000, 100.000, 23.758, 0.650, 12.268, 16.971, 11.390
42.600, 100.000, 100.000, 23.735, 0.647, 12.211, 16.958, 11.347
42.700, 100.000, 100.000, 23.711, 0.646, 12.169, 16.944, 11.312
42.800, 100.000, 100.000, 23.693, 0.642, 12.090, 16.931, 11.261
42.900, 100.000, 100.000, 23.663, 0.640, 12.064, 16.918, 11.219
43.000, 100.000, 100.000, 23.639, 0.637, 12.027, 16.905, 11.191
43.100, 100.000, 100.000, 23.598, 0.632, 11.975, 16.891, 11.153
43.200, 100.000, 100.000, 23.574, 0.629, 11.917, 16.878, 11.114
43.300, 100.000, 100.000, 23.550, 0.627, 11.844, 16.866, 11.067
43.400, 100.000, 100.000, 23.532, 0.624, 11.797, 16.851, 11.040
43.500, 100.000, 100.000, 23.526, 0.621, 11.729, 16.838, 10.999
43.600, 100.000, 100.000, 23.496, 0.618, 11.687, 16.824, 10.960
43.700, 100.000, 100.000, 23.461, 0.616, 11.608, 16.811, 10.910
43.800, 100.000, 100.000, 23.425, 0.614, 11.535, 16.796, 10.867
43.900, 100.000, 100.000, 23.383, 0.611, 11.461, 16.781, 10.820
44.000, 100.000, 100.000, 23.365, 0.609, 11.414, 16.768, 10.783
44.100, 100.000, 100.000, 23.330, 0.606, 11.383, 16.754, 10.754
44.200, 100.000, 100.000, 23.300, 0.603, 11.299, 16.741, 10.704
44.300, 100.000, 100.000, 23.282, 0.600, 11.257, 16.726, 10.667
44.400, 100.000, 100.000, 23.258, 0.599, 11.226, 16.712, 10.636
44.500, 100.000, 100.000, 23.234, 0.596, 11.184, 16.697, 10.601
44.600, 100.000, 100.000, 23.217, 0.594, 11.131, 16.683, 10.570
44.700, 100.000, 100.000, 23.163, 0.593, 11.084, 16.669, 10.537
44.800, 100.000, 100.000, 23.151, 0.591, 11.053, 16.657, 10.511
44.900, 100.000, 100.000, 23.109, 0.588, 11.011, 16.644, 10.480
45.000, 100.000, 100.000, 23.074, 0.584, 10.953, 16.632, 10.436
45.100, 100.000, 100.000, 23.044, 0.581, 10.932, 16.618, 10.410
45.200, 100.000, 100.000, 22.990, 0.578, 10.864, 16.607, 10.362
45.300, 100.000, 100.000, 22.955, 0.574, 10.812, 16.594, 10.321
45.400, 100.000, 100.000, 22.925, 0.571, 10.781, 16.581, 10.302
45.500, 100.000, 100.000, 22.895, 0.570, 10.697, 16.568, 10.255
45.600, 100.000, 100.000, 22.853, 0.566, 10.644, 16.557, 10.212
45.700, 100.000, 100.000, 22.800, 0.562, 10.623, 16.545, 10.181
45.800, 100.000, 100.000, 22.776, 0.562, 10.545, 16.532, 10.138
45.900, 100.000, 100.000, 22.734, 0.558, 10.487, 16.518, 10.105
46.000, 100.000, 100.000, 22.710, 0.555, 10.430, 16.506, 10.059
46.100, 100.000, 100.000, 22.681, 0.552, 10.372, 16.494, 10.014
46.200, 100.000, 100.000, 22.663, 0.548, 10.351, 16.482, 9.991
46.300, 100.000, 100.000, 22.645, 0.546, 10.278, 16.469, 9.938
46.400, 100.000, 100.000, 22.633, 0.542, 10.241, 16.457, 9.919
46.500, 100.000, 100.000, 22.621, 0.539, 10.194, 16.445, 9.882
46.600, 100.000, 100.000, 22.591, 0.536, 10.168, 16.432, 9.851
46.700, 100.000, 100.000, 22.591, 0.536, 10.126, 16.419, 9.822
46.800, 100.000, 100.000, 22.538, 0.533, 10.089, 16.406, 9.785
46.900, 100.000, 100.000, 22.514, 0.532, 10.037, 16.393, 9.736
47.000, 100.000, 100.000, 22.484, 0.528, 9.969, 16.380, 9.695
47.100, 100.000, 100.000, 22.460, 0.526, 9.921, 16.370, 9.662
47.200, 100.000, 100.000, 22.431, 0.523, 9.853, 16.358, 9.625
47.300, 100.000, 100.000, 22.413, 0.520, 9.806, 16.346, 9.596
47.400, 100.000, 100.000, 22.389, 0.518, 9.775, 16.334, 9.567
47.500, 100.000, 100.000, 22.341, 0.515, 9.717, 16.322, 9.524
47.600, 100.000, 100.000, 22.329, 0.514, 9.675, 16.309, 9.497
47.700, 100.000, 100.000, 22.312, 0.512, 9.654, 16.296, 9.460
47.800, 100.000, 100.000, 22.282, 0.511, 9.597, 16.283, 9.423
47.900, 100.000, 100.000, 22.246, 0.509, 9.534, 16.272, 9.379
48.000, 100.000, 100.000, 22.198, 0.508, 9.492, 16.259, 9.346
48.100, 100.000, 100.000, 22.163, 0.505, 9.455, 16.247, 9.324
48.200, 100.000, 100.000, 22.145, 0.502, 9.377, 16.236, 9.270
48.300, 100.000, 100.000, 22.109, 0.500, 9.303, 16.224, 9.237
48.400, 100.000, 100.000, 22.061, 0.497, 9.267, 16.212, 9.210
48.500, 100.000, 100.000, 22.044, 0.494, 9.209, 16.201, 9.175
48.600, 100.000, 100.000, 22.008, 0.491, 9.136, 16.187, 9.122
48.700, 100.000, 100.000, 21.978, 0.488, 9.068, 16.175, 9.079
48.800, 100.000, 100.000, 21.942, 0.485, 9.015, 16.164, 9.044
48.900, 100.000, 100.000, 21.919, 0.481, 8.979, 16.151, 9.015
49.000, 100.000, 100.000, 21.901, 0.476, 8.937, 16.139, 8.980
49.100, 100.000, 100.000, 21.865, 0.475, 8.895, 16.128, 8.940
49.200, 100.000, 100.000, 21.841, 0.472, 8.863, 16.117, 8.914
49.300, 100.000, 100.000, 21.817, 0.471, 8.821, 16.105, 8.885
49.400, 100.000, 100.000, 21.782, 0.470, 8.764, 16.094, 8.854
49.500, 100.000, 100.000, 21.746, 0.467, 8.743, 16.082, 8.840
49.600, 100.000, 100.000, 21.728, 0.467, 8.717, 16.070, 8.819
49.700, 100.000, 100.000, 21.704, 0.466, 8.664, 16.059, 8.776
49.800, 100.000, 100.000, 21.680, 0.464, 8.601, 16.047, 8.737
49.900, 100.000, 100.000, 21.657, 0.464, 8.575, 16.035, 8.720
50.000, 100.000, 100.000, 21.621, 0.464, 8.539, 16.024, 8.687
50.100, 100.000, 100.000, 21.585, 0.463, 8.486, 16.011, 8.640
50.200, 100.000, 100.000, 21.579, 0.461, 8.439, 15.999, 8.605
50.300, 100.000, 100.000, 21.567, 0.460, 8.392, 15.987, 8.574
50.400, 100.000, 100.000, 21.526, 0.458, 8.371, 15.974, 8.551
50.500, 100.000, 100.000, 21.508, 0.454, 8.266, 15.962, 8.491
50.600, 100.000, 100.000, 21.472, 0.452, 8.224, 15.949, 8.460
50.700, 100.000, 100.000, 21.412, 0.450, 8.182, 15.938, 8.429
50.800, 100.000, 100.000, 21.383, 0.448, 8.114, 15.926, 8.386
50.900, 100.000, 100.000, 21.365, 0.444, 8.062, 15.914, 8.355
51.000, 100.000, 100.000, 21.335, 0.441, 8.009, 15.901, 8.320
51.100, 100.000, 100.000, 21.270, 0.437, 7.957, 15.889, 8.291
51.200, 100.000, 100.000, 21.258, 0.435, 7.926, 15.877, 8.267
51.300, 100.000, 100.000, 21.234, 0.432, 7.863, 15.864, 8.228
51.400, 100.000, 100.000, 21.198, 0.430, 7.842, 15.852, 8.197
51.500, 100.000, 100.000, 21.168, 0.427, 7.805, 15.840, 8.168
51.600, 100.000, 100.000, 21.150, 0.424, 7.768, 15.826, 8.141
51.700, 100.000, 100.000, 21.139, 0.423, 7.716, 15.813, 8.106
51.800, 100.000, 100.000, 21.103, 0.420, 7.674, 15.800, 8.073
51.900, 100.000, 100.000, 21.055, 0.419, 7.611, 15.786, 8.022
52.000, 100.000, 100.000, 21.013, 0.417, 7.559, 15.773, 7.986
52.100, 100.000, 100.000, 20.996, 0.414, 7.522, 15.761, 7.956
52.200, 100.000, 100.000, 20.966, 0.411, 7.480, 15.747, 7.927
52.300, 100.000, 100.000, 20.912, 0.408, 7.438, 15.734, 7.894
52.400, 100.000, 100.000, 20.888, 0.407, 7.391, 15.721, 7.850
52.500, 100.000, 100.000, 20.865, 0.406, 7.360, 15.707, 7.828
52.600, 100.000, 100.000, 20.829, 0.405, 7.313, 15.694, 7.787
52.700, 100.000, 100.000, 20.787, 0.404, 7.271, 15.682, 7.750
52.800, 100.000, 100.000, 20.769, 0.402, 7.234, 15.667, 7.723
52.900, 100.000, 100.000, 20.734, 0.400, 7.177, 15.654, 7.684
53.000, 100.000, 100.000, 20.710, 0.399, 7.119, 15.642, 7.653
53.100, 100.000, 100.000, 20.686, 0.396, 7.030, 15.628, 7.607
53.200, 100.000, 100.000, 20.662, 0.392, 6.998, 15.613, 7.583
53.300, 100.000, 100.000, 20.626, 0.390, 6.930, 15.600, 7.548
53.400, 100.000, 100.000, 20.597, 0.387, 6.894, 15.587, 7.517
53.500, 100.000, 100.000, 20.579, 0.386, 6.857, 15.573, 7.484
53.600, 100.000, 100.000, 20.567, 0.385, 6.831, 15.559, 7.453
53.700, 100.000, 100.000, 20.543, 0.384, 6.784, 15.545, 7.407
53.800, 100.000, 100.000, 20.507, 0.382, 6.731, 15.531, 7.368
53.900, 100.000, 100.000, 20.460, 0.379, 6.679, 15.518, 7.344
54.000, 100.000, 100.000, 20.430, 0.377, 6.616, 15.504, 7.307
54.100, 100.000, 100.000, 20.406, 0.374, 6.579, 15.490, 7.274
54.200, 100.000, 100.000, 20.364, 0.371, 6.553, 15.477, 7.243
54.300, 100.000, 100.000, 20.329, 0.367, 6.511, 15.463, 7.214
54.400, 100.000, 100.000, 20.293, 0.366, 6.459, 15.449, 7.181
54.500, 100.000, 100.000, 20.275, 0.365, 6.427, 15.434, 7.162
54.600, 100.000, 100.000, 20.245, 0.363, 6.396, 15.420, 7.138
54.700, 100.000, 100.000, 20.198, 0.362, 6.349, 15.406, 7.109
54.800, 100.000, 100.000, 20.162, 0.361, 6.291, 15.392, 7.082
54.900, 100.000, 100.000, 20.120, 0.359, 6.255, 15.378, 7.053
55.000, 100.000, 100.000, 20.102, 0.358, 6.234, 15.363, 7.024
55.100, 100.000, 100.000, 20.085, 0.355, 6.160, 15.349, 6.977
55.200, 100.000, 100.000, 20.031, 0.354, 6.108, 15.334, 6.944
55.300, 100.000, 100.000, 20.001, 0.353, 6.076, 15.320, 6.921
55.400, 100.000, 100.000, 19.965, 0.352, 6.040, 15.305, 6.894
55.500, 100.000, 100.000, 19.954, 0.348, 6.019, 15.290, 6.874
55.600, 100.000, 100.000, 19.930, 0.348, 5.987, 15.276, 6.837
55.700, 100.000, 100.000, 19.900, 0.347, 5.914, 15.261, 6.796
55.800, 100.000, 100.000, 19.882, 0.344, 5.836, 15.245, 6.752
55.900, 100.000, 100.000, 19.846, 0.341, 5.783, 15.230, 6.715
56.000, 100.000, 100.000, 19.811, 0.339, 5.746, 15.216, 6.692
56.100, 100.000, 100.000, 19.757, 0.337, 5.731, 15.201, 6.655
56.200, 100.000, 100.000, 19.727, 0.335, 5.678, 15.186, 6.618
56.300, 100.000, 100.000, 19.715, 0.333, 5.642, 15.172, 6.587
56.400, 100.000, 100.000, 19.674, 0.331, 5.584, 15.157, 6.546
56.500, 100.000, 100.000, 19.650, 0.328, 5.537, 15.143, 6.519
56.600, 100.000, 100.000, 19.644, 0.326, 5.500, 15.128, 6.489
56.700, 100.000, 100.000, 19.632, 0.325, 5.458, 15.113, 6.462
56.800, 100.000, 100.000, 19.596, 0.324, 5.411, 15.097, 6.429
56.900, 100.000, 100.000, 19.572, 0.322, 5.380, 15.080, 6.398
57.000, 100.000, 100.000, 19.507, 0.321, 5.343, 15.065, 6.359
57.100, 100.000, 100.000, 19.471, 0.319, 5.280, 15.049, 6.317
57.200, 100.000, 100.000, 19.441, 0.318, 5.244, 15.033, 6.293
57.300, 100.000, 100.000, 19.418, 0.315, 5.202, 15.018, 6.262
57.400, 100.000, 100.000, 19.370, 0.314, 5.160, 15.003, 6.225
57.500, 100.000, 100.000, 19.334, 0.313, 5.139, 14.987, 6.194
57.600, 100.000, 100.000, 19.305, 0.311, 5.092, 14.972, 6.163
57.700, 100.000, 100.000, 19.251, 0.310, 5.024, 14.957, 6.124
57.800, 100.000, 100.000, 19.227, 0.309, 4.971, 14.941, 6.087
57.900, 100.000, 100.000, 19.209, 0.306, 4.940, 14.926, 6.060
58.000, 100.000, 100.000, 19.185, 0.306, 4.919, 14.911, 6.039
58.100, 100.000, 100.000, 19.156, 0.305, 4.866, 14.893, 6.000
58.200, 100.000, 100.000, 19.120, 0.302, 4.830, 14.879, 5.967
58.300, 100.000, 100.000, 19.066, 0.300, 4.809, 14.864, 5.942
58.400, 100.000, 100.000, 19.025, 0.297, 4.746, 14.848, 5.910
58.500, 100.000, 100.000, 18.995, 0.296, 4.704, 14.834, 5.879
58.600, 100.000, 100.000, 18.977, 0.294, 4.646, 14.818, 5.848
58.700, 100.000, 100.000, 18.941, 0.292, 4.620, 14.802, 5.819
58.800, 100.000, 100.000, 18.929, 0.290, 4.599, 14.787, 5.802
58.900, 100.000, 100.000, 18.882, 0.289, 4.521, 14.772, 5.751
59.000, 100.000, 100.000, 18.846, 0.286, 4.468, 14.757, 5.714
59.100, 100.000, 100.000, 18.804, 0.286, 4.426, 14.741, 5.679
59.200, 100.000, 100.000, 18.775, 0.284, 4.411, 14.726, 5.662
59.300, 100.000, 100.000, 18.757, 0.282, 4.353, 14.710, 5.625
59.400, 100.000, 100.000, 18.745, 0.280, 4.327, 14.695, 5.607
59.500, 100.000, 100.000, 18.721, 0.279, 4.274, 14.680, 5.557
59.600, 100.000, 100.000, 18.697, 0.277, 4.238, 14.664, 5.522
59.700, 100.000, 100.000, 18.644, 0.275, 4.201, 14.647, 5.502
59.800, 100.000, 100.000, 18.632, 0.272, 4.154, 14.631, 5.458
59.900, 100.000, 100.000, 18.596, 0.271, 4.091, 14.616, 5.429
60.000, 100.000, 100.000, 18.560, 0.270, 4.054, 14.600, 5.396
60.100, 100.000, 100.000, 18.536, 0.269, 4.023, 14.584, 5.370
60.200, 100.000, 100.000, 18.513, 0.267, 3.986, 14.568, 5.339
60.300, 100.000, 100.000, 18.495, 0.265, 3.971, 14.551, 5.306
60.400, 100.000, 100.000, 18.489, 0.263, 3.918, 14.535, 5.277
60.500, 100.000, 100.000, 18.459, 0.261, 3.897, 14.518, 5.260
60.600, 100.000, 100.000, 18.411, 0.259, 3.861, 14.501, 5.223
60.700, 100.000, 100.000, 18.370, 0.259, 3.814, 14.485, 5.197
60.800, 100.000, 100.000, 18.322, 0.258, 3.751, 14.468, 5.159
60.900, 100.000, 100.000, 18.292, 0.257, 3.704, 14.453, 5.120
61.000, 100.000, 100.000, 18.286, 0.255, 3.672, 14.436, 5.094
61.100, 100.000, 100.000, 18.251, 0.255, 3.620, 14.419, 5.061
61.200, 100.000, 100.000, 18.215, 0.254, 3.546, 14.401, 5.015
61.300, 100.000, 100.000, 18.167, 0.254, 3.494, 14.384, 4.978
61.400, 100.000, 100.000, 18.143, 0.252, 3.452, 14.367, 4.941
61.500, 100.000, 100.000, 18.120, 0.249, 3.400, 14.350, 4.892
61.600, 100.000, 100.000, 18.096, 0.247, 3.368, 14.331, 4.861
61.700, 100.000, 100.000, 18.060, 0.245, 3.342, 14.315, 4.832
61.800, 100.000, 100.000, 18.048, 0.244, 3.300, 14.298, 4.803
61.900, 100.000, 100.000, 18.012, 0.242, 3.253, 14.280, 4.776
62.000, 100.000, 100.000, 17.971, 0.241, 3.211, 14.262, 4.739
62.100, 100.000, 100.000, 17.941, 0.241, 3.169, 14.246, 4.704
62.200, 100.000, 100.000, 17.899, 0.240, 3.106, 14.227, 4.661
62.300, 100.000, 100.000, 17.858, 0.240, 3.070, 14.210, 4.638
62.400, 100.000, 100.000, 17.834, 0.239, 3.033, 14.193, 4.601
62.500, 100.000, 100.000, 17.798, 0.237, 2.996, 14.175, 4.574
62.600, 100.000, 100.000, 17.762, 0.234, 2.949, 14.158, 4.537
62.700, 100.000, 100.000, 17.715, 0.233, 2.913, 14.140, 4.512
62.800, 100.000, 100.000, 17.685, 0.231, 2.871, 14.123, 4.482
62.900, 100.000, 100.000, 17.661, 0.229, 2.844, 14.105, 4.453
63.000, 100.000, 100.000, 17.625, 0.228, 2.792, 14.088, 4.416
63.100, 100.000, 100.000, 17.602, 0.227, 2.713, 14.071, 4.368
63.200, 100.000, 100.000, 17.590, 0.226, 2.687, 14.051, 4.344
63.300, 100.000, 100.000, 17.572, 0.225, 2.645, 14.032, 4.308
63.400, 100.000, 100.000, 17.548, 0.222, 2.603, 14.015, 4.276
63.500, 100.000, 100.000, 17.500, 0.220, 2.556, 13.997, 4.245
63.600, 100.000, 100.000, 17.488, 0.219, 2.514, 13.980, 4.216
63.700, 100.000, 100.000, 17.441, 0.218, 2.499, 13.961, 4.179
63.800, 100.000, 100.000, 17.423, 0.216, 2.452, 13.943, 4.142
63.900, 100.000, 100.000, 17.399, 0.215, 2.425, 13.925, 4.115
64.000, 100.000, 100.000, 17.387, 0.215, 2.383, 13.907, 4.080
64.100, 100.000, 100.000, 17.357, 0.213, 2.347, 13.890, 4.041
64.200, 100.000, 100.000, 17.340, 0.210, 2.289, 13.872, 4.001
64.300, 100.000, 100.000, 17.292, 0.208, 2.221, 13.855, 3.964
64.400, 100.000, 100.000, 17.262, 0.208, 2.200, 13.836, 3.938
64.500, 100.000, 100.000, 17.244, 0.207, 2.163, 13.818, 3.909
64.600, 100.000, 100.000, 17.197, 0.206, 2.111, 13.799, 3.870
64.700, 100.000, 100.000, 17.137, 0.204, 2.069, 13.779, 3.830
64.800, 100.000, 100.000, 17.107, 0.202, 2.032, 13.760, 3.808
64.900, 100.000, 100.000, 17.072, 0.200, 1.996, 13.742, 3.762
65.000, 100.000, 100.000, 17.048, 0.200, 1.943, 13.722, 3.725
65.100, 100.000, 100.000, 17.018, 0.199, 1.891, 13.702, 3.697
65.200, 100.000, 100.000, 17.012, 0.199, 1.865, 13.684, 3.676
65.300, 100.000, 100.000, 16.982, 0.198, 1.807, 13.664, 3.631
65.400, 100.000, 100.000, 16.970, 0.196, 1.760, 13.646, 3.594
65.500, 100.000, 100.000, 16.935, 0.196, 1.713, 13.625, 3.571
65.600, 100.000, 100.000, 16.899, 0.194, 1.687, 13.606, 3.532
65.700, 100.000, 100.000, 16.869, 0.193, 1.661, 13.587, 3.505
65.800, 100.000, 100.000, 16.804, 0.192, 1.613, 13.566, 3.474
65.900, 100.000, 100.000, 16.756, 0.190, 1.566, 13.548, 3.433
66.000, 100.000, 100.000, 16.732, 0.189, 1.519, 13.528, 3.406
66.100, 100.000, 100.000, 16.714, 0.187, 1.503, 13.509, 3.371
66.200, 100.000, 100.000, 16.702, 0.186, 1.451, 13.490, 3.326
66.300, 100.000, 100.000, 16.690, 0.183, 1.409, 13.470, 3.289
66.400, 100.000, 100.000, 16.655, 0.181, 1.383, 13.451, 3.258
66.500, 100.000, 100.000, 16.631, 0.180, 1.315, 13.434, 3.210
66.600, 100.000, 100.000, 16.613, 0.180, 1.278, 13.416, 3.171
66.700, 100.000, 100.000, 16.601, 0.178, 1.257, 13.397, 3.146
66.800, 100.000, 100.000, 16.577, 0.177, 1.200, 13.378, 3.107
66.900, 100.000, 100.000, 16.542, 0.175, 1.168, 13.359, 3.072
67.000, 100.000, 100.000, 16.524, 0.174, 1.126, 13.340, 3.041
67.100, 100.000, 100.000, 16.524, 0.172, 1.084, 13.322, 2.990
67.200, 100.000, 100.000, 16.488, 0.171, 1.063, 13.302, 2.951
67.300, 100.000, 100.000, 16.452, 0.170, 1.037, 13.283, 2.924
67.400, 100.000, 100.000, 16.446, 0.169, 1.016, 13.267, 2.903
67.500, 100.000, 100.000, 16.428, 0.168, 0.990, 13.248, 2.876
67.600, 100.000, 100.000, 16.375, 0.168, 0.932, 13.230, 2.831
67.700, 100.000, 100.000, 16.351, 0.167, 0.875, 13.211, 2.784
67.800, 100.000, 100.000, 16.315, 0.166, 0.854, 13.192, 2.751
67.900, 100.000, 100.000, 16.280, 0.165, 0.828, 13.173, 2.724
68.000, 100.000, 100.000, 16.256, 0.164, 0.807, 13.154, 2.703
68.100, 100.000, 100.000, 16.214, 0.163, 0.775, 13.137, 2.679
68.200, 100.000, 100.000, 16.172, 0.161, 0.754, 13.117, 2.650
68.300, 100.000, 100.000, 16.149, 0.161, 0.712, 13.098, 2.607
68.400, 100.000, 100.000, 16.119, 0.159, 0.676, 13.080, 2.563
68.500, 100.000, 100.000, 16.089, 0.157, 0.665, 13.062, 2.536
68.600, 100.000, 100.000, 16.071, 0.155, 0.618, 13.042, 2.489
68.700, 100.000, 100.000, 16.024, 0.155, 0.592, 13.025, 2.460
68.800, 100.000, 100.000, 15.994, 0.154, 0.566, 13.006, 2.427
68.900, 100.000, 100.000, 15.970, 0.151, 0.524, 12.986, 2.388
69.000, 100.000, 100.000, 15.958, 0.150, 0.508, 12.967, 2.355
69.100, 100.000, 100.000, 15.946, 0.149, 0.477, 12.948, 2.324
69.200, 100.000, 100.000, 15.922, 0.148, 0.456, 12.930, 2.293
69.300, 100.000, 100.000, 15.899, 0.145, 0.440, 12.910, 2.269
69.400, 100.000, 100.000, 15.875, 0.144, 0.424, 12.893, 2.246
69.500, 100.000, 100.000, 15.845, 0.143, 0.409, 12.874, 2.203
69.600, 100.000, 100.000, 15.839, 0.143, 0.388, 12.855, 2.166
69.700, 100.000, 100.000, 15.815, 0.142, 0.367, 12.838, 2.133
69.800, 100.000, 100.000, 15.803, 0.142, 0.340, 12.820, 2.102
