, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
35.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 53.947, 56.029, 54.945, 55.645, 55.645, 55.645, 56.562, 55.231, 56.309, 22.235, 26.939, 31.303, 32.514, 32.514, 32.514, 33.806, 37.746, 40.492, 22.933, 26.313, 30.105, 31.198, 31.198, 31.198, 32.242, 36.196, 39.773, 4.514, 5.320, 8.711, 5.747, 5.747, 5.747, 3.736, 6.292, 6.855, 58.997, 58.551, 57.859, 57.235, 57.235, 57.235, 56.262, 55.486, 55.079, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 53.712, 55.849, 54.662, 55.495, 55.495, 55.495, 56.282, 55.014, 56.133, 21.666, 26.139, 30.609, 31.838, 31.838, 31.838, 33.148, 37.204, 40.000, 22.441, 25.778, 29.510, 30.622, 30.622, 30.622, 31.743, 35.652, 39.158, 4.385, 5.148, 8.518, 5.571, 5.571, 5.571, 3.622, 6.079, 6.666, 58.780, 58.327, 57.614, 57.016, 57.016, 57.016, 56.069, 55.286, 54.863, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 53.422, 55.669, 54.406, 55.220, 55.220, 55.220, 56.031, 54.823, 55.916, 20.871, 25.545, 30.069, 31.367, 31.367, 31.367, 32.705, 36.813, 39.569, 21.900, 25.259, 28.973, 30.136, 30.136, 30.136, 31.286, 35.203, 38.672, 4.260, 4.990, 8.286, 5.378, 5.378, 5.378, 3.486, 5.924, 6.496, 58.565, 58.113, 57.358, 56.802, 56.802, 56.802, 55.873, 55.083, 54.641, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 53.159, 55.406, 54.217, 55.028, 55.028, 55.028, 55.835, 54.592, 55.685, 20.249, 24.861, 29.363, 30.768, 30.768, 30.768, 32.199, 36.233, 39.200, 21.349, 24.735, 28.436, 29.544, 29.544, 29.544, 30.781, 34.670, 38.211, 4.091, 4.828, 8.043, 5.227, 5.227, 5.227, 3.399, 5.760, 6.373, 58.350, 57.881, 57.093, 56.577, 56.577, 56.577, 55.671, 54.879, 54.414, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 52.855, 55.199, 53.948, 54.726, 54.726, 54.726, 55.611, 54.375, 55.427, 19.680, 24.267, 28.759, 30.144, 30.144, 30.144, 31.503, 35.703, 38.782, 20.900, 24.281, 27.948, 29.069, 29.069, 29.069, 30.172, 34.153, 37.688, 3.966, 4.670, 7.829, 5.090, 5.090, 5.090, 3.257, 5.609, 6.228, 58.129, 57.668, 56.815, 56.370, 56.370, 56.370, 55.469, 54.678, 54.190, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
38.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 52.592, 54.922, 53.638, 54.424, 54.424, 54.424, 55.416, 54.103, 55.183, 19.110, 23.545, 28.103, 29.532, 29.532, 29.532, 30.959, 35.262, 38.326, 20.474, 23.703, 27.485, 28.546, 28.546, 28.546, 29.762, 33.688, 37.135, 3.806, 4.530, 7.660, 4.914, 4.914, 4.914, 3.159, 5.441, 6.075, 57.922, 57.437, 56.545, 56.148, 56.148, 56.148, 55.274, 54.471, 53.966, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
38.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 52.330, 54.673, 53.341, 54.232, 54.232, 54.232, 55.150, 53.872, 54.925, 18.620, 22.912, 27.615, 28.997, 28.997, 28.997, 30.390, 34.745, 37.871, 20.119, 23.254, 27.018, 28.123, 28.123, 28.123, 29.326, 33.198, 36.628, 3.694, 4.390, 7.477, 4.790, 4.790, 4.790, 3.078, 5.273, 5.894, 57.692, 57.211, 56.271, 55.918, 55.918, 55.918, 55.085, 54.253, 53.741, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
39.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 52.067, 54.396, 53.099, 53.958, 53.958, 53.958, 54.913, 53.641, 54.600, 17.945, 22.344, 26.998, 28.373, 28.373, 28.373, 29.947, 34.228, 37.342, 19.562, 22.842, 26.492, 27.616, 27.616, 27.616, 28.879, 32.654, 36.090, 3.578, 4.259, 7.305, 4.670, 4.670, 4.670, 2.969, 5.121, 5.725, 57.461, 56.973, 56.002, 55.693, 55.693, 55.693, 54.892, 54.034, 53.516, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
39.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 51.749, 54.160, 52.735, 53.670, 53.670, 53.670, 54.731, 53.315, 54.355, 17.296, 21.699, 26.446, 27.927, 27.927, 27.927, 29.314, 33.863, 36.874, 19.136, 22.377, 25.998, 27.172, 27.172, 27.172, 28.343, 32.247, 35.624, 3.463, 4.142, 7.136, 4.541, 4.541, 4.541, 2.860, 4.982, 5.592, 57.219, 56.738, 55.740, 55.455, 55.455, 55.455, 54.699, 53.817, 53.288, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
40.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 51.486, 53.953, 52.425, 53.492, 53.492, 53.492, 54.493, 52.908, 54.179, 16.819, 21.157, 25.816, 27.354, 27.354, 27.354, 28.745, 33.220, 36.406, 18.682, 21.998, 25.525, 26.692, 26.692, 26.692, 27.881, 31.730, 35.117, 3.329, 4.016, 6.939, 4.412, 4.412, 4.412, 2.724, 4.851, 5.456, 57.001, 56.500, 55.459, 55.223, 55.223, 55.223, 54.499, 53.599, 53.049, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
40.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 51.224, 53.745, 52.183, 53.231, 53.231, 53.231, 54.256, 52.677, 53.962, 16.276, 20.498, 25.263, 26.730, 26.730, 26.730, 28.087, 32.716, 35.988, 18.261, 21.484, 25.073, 26.190, 26.190, 26.190, 27.371, 31.275, 34.667, 3.213, 3.903, 6.756, 4.262, 4.262, 4.262, 2.654, 4.728, 5.295, 56.772, 56.277, 55.191, 55.007, 55.007, 55.007, 54.305, 53.382, 52.832, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
41.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 50.850, 53.551, 51.832, 53.066, 53.066, 53.066, 54.102, 52.500, 53.786, 15.733, 19.853, 24.711, 26.156, 26.156, 26.156, 27.505, 32.312, 35.569, 17.841, 20.960, 24.675, 25.757, 25.757, 25.757, 26.924, 30.879, 34.165, 3.066, 3.781, 6.605, 4.133, 4.133, 4.133, 2.572, 4.581, 5.155, 56.552, 56.045, 54.930, 54.774, 54.774, 54.774, 54.116, 53.159, 52.603, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
41.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 50.615, 53.330, 51.496, 52.833, 52.833, 52.833, 53.836, 52.337, 53.514, 15.243, 19.169, 24.094, 25.621, 25.621, 25.621, 27.024, 31.783, 35.126, 17.502, 20.463, 24.202, 25.366, 25.366, 25.366, 26.536, 30.445, 33.673, 2.990, 3.673, 6.451, 3.991, 3.991, 3.991, 2.485, 4.430, 5.039, 56.329, 55.818, 54.664, 54.556, 54.556, 54.556, 53.918, 52.955, 52.381, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
42.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 50.339, 53.108, 51.186, 52.586, 52.586, 52.586, 53.613, 52.038, 53.297, 14.687, 18.678, 23.567, 24.997, 24.997, 24.997, 26.442, 31.241, 34.708, 17.048, 20.089, 23.745, 24.933, 24.933, 24.933, 26.084, 29.923, 33.253, 2.892, 3.546, 6.299, 3.897, 3.897, 3.897, 2.360, 4.307, 4.940, 56.113, 55.586, 54.408, 54.324, 54.324, 54.324, 53.728, 52.737, 52.159, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
42.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 49.993, 52.887, 50.984, 52.325, 52.325, 52.325, 53.361, 51.807, 52.944, 14.117, 18.110, 23.092, 24.436, 24.436, 24.436, 25.822, 30.761, 34.166, 16.617, 19.629, 23.330, 24.441, 24.441, 24.441, 25.627, 29.474, 32.705, 2.794, 3.438, 6.131, 3.798, 3.798, 3.798, 2.289, 4.188, 4.788, 55.891, 55.355, 54.140, 54.103, 54.103, 54.103, 53.533, 52.526, 51.930, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
43.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 49.758, 52.624, 50.620, 52.065, 52.065, 52.065, 53.138, 51.522, 52.754, 13.614, 17.478, 22.398, 23.812, 23.812, 23.812, 25.291, 30.156, 33.785, 16.234, 19.239, 22.857, 23.992, 23.992, 23.992, 25.211, 29.050, 32.295, 2.674, 3.370, 5.990, 3.704, 3.704, 3.704, 2.208, 4.065, 4.664, 55.662, 55.126, 53.881, 53.875, 53.875, 53.875, 53.341, 52.315, 51.693, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
43.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 49.440, 52.236, 50.175, 51.667, 51.667, 51.667, 52.858, 51.182, 52.456, 13.177, 16.923, 21.884, 23.264, 23.264, 23.264, 24.734, 29.539, 33.268, 15.824, 18.827, 22.480, 23.559, 23.559, 23.559, 24.775, 28.570, 31.829, 2.562, 3.226, 5.849, 3.571, 3.571, 3.571, 2.148, 3.951, 4.515, 55.438, 54.896, 53.619, 53.657, 53.657, 53.657, 53.145, 52.107, 51.462, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
44.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 49.150, 52.001, 49.838, 51.447, 51.447, 51.447, 52.621, 50.856, 52.225, 12.727, 16.226, 21.318, 22.754, 22.754, 22.754, 24.228, 29.160, 32.825, 15.496, 18.404, 22.071, 23.153, 23.153, 23.153, 24.355, 28.210, 31.394, 2.504, 3.122, 5.688, 3.446, 3.446, 3.446, 2.061, 3.840, 4.416, 55.201, 54.658, 53.368, 53.435, 53.435, 53.435, 52.937, 51.882, 51.231, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
44.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 48.749, 51.751, 49.380, 51.063, 51.063, 51.063, 52.369, 50.625, 51.940, 12.290, 15.722, 20.779, 22.321, 22.321, 22.321, 23.558, 28.719, 32.271, 15.141, 17.929, 21.641, 22.804, 22.804, 22.804, 23.893, 27.802, 30.938, 2.402, 3.037, 5.547, 3.348, 3.348, 3.348, 2.001, 3.725, 4.292, 54.975, 54.423, 53.125, 53.202, 53.202, 53.202, 52.731, 51.659, 51.003, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
45.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 48.362, 51.502, 49.016, 50.830, 50.830, 50.830, 52.159, 50.380, 51.520, 11.787, 15.180, 20.278, 21.672, 21.672, 21.672, 23.039, 28.114, 31.828, 14.693, 17.506, 21.258, 22.387, 22.387, 22.387, 23.467, 27.311, 30.534, 2.331, 2.910, 5.382, 3.245, 3.245, 3.245, 1.898, 3.635, 4.189, 54.746, 54.192, 52.869, 52.963, 52.963, 52.963, 52.520, 51.438, 50.782, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
45.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 48.099, 51.142, 48.693, 50.556, 50.556, 50.556, 51.992, 50.068, 51.085, 11.177, 14.664, 19.674, 21.175, 21.175, 21.175, 22.482, 27.660, 31.311, 14.267, 17.159, 20.812, 21.990, 21.990, 21.990, 23.057, 26.919, 30.042, 2.246, 2.825, 5.273, 3.133, 3.133, 3.133, 1.854, 3.492, 4.074, 54.518, 53.956, 52.622, 52.732, 52.732, 52.732, 52.307, 51.212, 50.553, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
46.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 47.670, 50.879, 48.329, 50.240, 50.240, 50.240, 51.712, 49.769, 50.760, 10.701, 14.199, 19.082, 20.448, 20.448, 20.448, 21.900, 27.181, 30.818, 13.917, 16.747, 20.355, 21.489, 21.489, 21.489, 22.653, 26.538, 29.596, 2.157, 2.748, 5.143, 3.052, 3.052, 3.052, 1.795, 3.386, 3.970, 54.287, 53.720, 52.374, 52.492, 52.492, 52.492, 52.086, 50.974, 50.313, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
46.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 47.339, 50.491, 48.060, 49.925, 49.925, 49.925, 51.363, 49.524, 50.434, 10.356, 13.463, 18.568, 19.862, 19.862, 19.862, 21.394, 26.551, 30.326, 13.628, 16.255, 19.951, 21.050, 21.050, 21.050, 22.285, 26.089, 29.141, 2.063, 2.658, 5.023, 2.936, 2.936, 2.936, 1.746, 3.320, 3.847, 54.047, 53.478, 52.118, 52.263, 52.263, 52.263, 51.870, 50.747, 50.077, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
47.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 47.062, 50.242, 47.629, 49.568, 49.568, 49.568, 51.013, 49.226, 49.932, 9.893, 12.960, 18.093, 19.455, 19.455, 19.455, 20.724, 26.084, 29.858, 13.245, 15.875, 19.606, 20.728, 20.728, 20.728, 21.812, 25.755, 28.757, 2.001, 2.567, 4.862, 2.837, 2.837, 2.837, 1.680, 3.201, 3.776, 53.810, 53.232, 51.873, 52.032, 52.032, 52.032, 51.653, 50.515, 49.859, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
47.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 46.772, 49.730, 47.251, 49.225, 49.225, 49.225, 50.762, 48.736, 49.539, 9.456, 12.521, 17.566, 18.881, 18.881, 18.881, 20.180, 25.542, 29.366, 12.874, 15.469, 19.239, 20.279, 20.279, 20.279, 21.418, 25.295, 28.357, 1.934, 2.486, 4.739, 2.742, 2.742, 2.742, 1.577, 3.083, 3.669, 53.564, 52.980, 51.617, 51.797, 51.797, 51.797, 51.433, 50.268, 49.628, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
48.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 46.578, 49.439, 46.888, 48.827, 48.827, 48.827, 50.454, 48.492, 49.199, 9.058, 12.043, 17.142, 18.448, 18.448, 18.448, 19.749, 25.013, 28.800, 12.524, 15.143, 18.878, 19.925, 19.925, 19.925, 21.060, 24.914, 27.952, 1.845, 2.387, 4.630, 2.665, 2.665, 2.665, 1.528, 2.988, 3.558, 53.320, 52.728, 51.366, 51.544, 51.544, 51.544, 51.219, 50.034, 49.386, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
48.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 46.150, 48.982, 46.537, 48.470, 48.470, 48.470, 50.217, 48.166, 48.725, 8.515, 11.682, 16.500, 17.824, 17.824, 17.824, 19.218, 24.420, 28.222, 12.098, 14.838, 18.447, 19.529, 19.529, 19.529, 20.629, 24.475, 27.445, 1.760, 2.315, 4.486, 2.541, 2.541, 2.541, 1.474, 2.927, 3.422, 53.069, 52.472, 51.130, 51.300, 51.300, 51.300, 51.002, 49.789, 49.151, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
49.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 45.735, 48.456, 46.187, 48.086, 48.086, 48.086, 49.923, 47.785, 48.345, 8.065, 11.114, 15.870, 17.238, 17.238, 17.238, 18.851, 23.916, 27.742, 11.743, 14.346, 17.991, 19.122, 19.122, 19.122, 20.304, 24.047, 27.097, 1.702, 2.256, 4.355, 2.506, 2.506, 2.506, 1.452, 2.812, 3.327, 52.828, 52.229, 50.887, 51.050, 51.050, 51.050, 50.794, 49.544, 48.915, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
49.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 45.348, 48.069, 45.742, 47.675, 47.675, 47.675, 49.700, 47.459, 47.924, 7.668, 10.443, 15.420, 16.677, 16.677, 16.677, 18.168, 23.386, 27.175, 11.426, 13.929, 17.629, 18.763, 18.763, 18.763, 19.852, 23.697, 26.641, 1.609, 2.166, 4.236, 2.416, 2.416, 2.416, 1.381, 2.690, 3.273, 52.589, 51.986, 50.634, 50.800, 50.800, 50.800, 50.588, 49.303, 48.678, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000
50.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 44.947, 47.681, 45.379, 47.222, 47.222, 47.222, 49.462, 47.079, 47.571, 7.350, 10.004, 14.983, 16.066, 16.066, 16.066, 17.472, 22.970, 26.732, 11.141, 13.603, 17.236, 18.287, 18.287, 18.287, 19.353, 23.347, 26.268, 1.560, 2.071, 4.113, 2.322, 2.322, 2.322, 1.338, 2.620, 3.162, 52.350, 51.728, 50.379, 50.552, 50.552, 50.552, 50.357, 49.053, 48.443, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000
50.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 44.477, 47.238, 44.988, 46.755, 46.755, 46.755, 49.154, 46.522, 47.191, 7.045, 9.565, 14.456, 15.569, 15.569, 15.569, 16.903, 22.466, 26.068, 10.857, 13.212, 16.869, 17.870, 17.870, 17.870, 18.990, 22.950, 25.807, 1.502, 2.017, 3.979, 2.249, 2.249, 2.249, 1.305, 2.546, 3.038, 52.106, 51.471, 50.140, 50.300, 50.300, 50.300, 50.133, 48.800, 48.208, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000
51.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 44.076, 46.809, 44.745, 46.412, 46.412, 46.412, 48.707, 46.196, 46.879, 6.542, 9.229, 13.904, 15.085, 15.085, 15.085, 16.334, 21.999, 25.526, 10.431, 12.865, 16.476, 17.506, 17.506, 17.506, 18.549, 22.595, 25.402, 1.435, 1.945, 3.874, 2.172, 2.172, 2.172, 1.245, 2.448, 2.959, 51.850, 51.216, 49.895, 50.039, 50.039, 50.039, 49.906, 48.543, 47.971, 100.000, 100.000, 99.995, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000
51.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.730, 46.393, 44.328, 46.042, 46.042, 46.042, 48.288, 45.788, 46.472, 6.052, 8.687, 13.236, 14.550, 14.550, 14.550, 15.777, 21.293, 25.058, 10.092, 12.480, 15.998, 17.136, 17.136, 17.136, 18.128, 22.135, 25.023, 1.364, 1.886, 3.737, 2.107, 2.107, 2.107, 1.196, 2.342, 2.889, 51.600, 50.949, 49.644, 49.785, 49.785, 49.785, 49.683, 48.289, 47.726, 100.000, 100.000, 99.994, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000
52.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.357, 45.867, 43.856, 45.630, 45.630, 45.630, 47.855, 45.462, 46.052, 5.721, 8.261, 12.837, 13.989, 13.989, 13.989, 15.258, 20.739, 24.443, 9.770, 12.122, 15.642, 16.740, 16.740, 16.740, 17.771, 21.728, 24.618, 1.288, 1.787, 3.656, 2.043, 2.043, 2.043, 1.153, 2.284, 2.802, 51.351, 50.689, 49.389, 49.510, 49.510, 49.510, 49.445, 48.040, 47.478, 100.000, 100.000, 99.992, 100.000, 100.000, 100.000, 99.997, 100.000, 100.000
52.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.928, 45.535, 43.492, 45.205, 45.205, 45.205, 47.519, 45.190, 45.794, 5.443, 7.771, 12.323, 13.365, 13.365, 13.365, 14.765, 20.285, 23.828, 9.486, 11.715, 15.291, 16.359, 16.359, 16.359, 17.408, 21.362, 24.193, 1.239, 1.737, 3.568, 1.948, 1.948, 1.948, 1.098, 2.211, 2.724, 51.092, 50.427, 49.142, 49.247, 49.247, 49.247, 49.217, 47.790, 47.241, 100.000, 100.000, 99.987, 100.000, 100.000, 100.000, 99.996, 100.000, 100.000
53.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.513, 45.203, 43.115, 44.848, 44.848, 44.848, 47.268, 44.823, 45.495, 5.112, 7.371, 11.912, 12.944, 12.944, 12.944, 14.157, 19.692, 23.200, 9.180, 11.405, 14.946, 15.942, 15.942, 15.942, 16.988, 20.960, 23.727, 1.199, 1.651, 3.445, 1.871, 1.871, 1.871, 1.082, 2.141, 2.650, 50.830, 50.174, 48.902, 48.980, 48.980, 48.980, 48.986, 47.540, 47.001, 100.000, 100.000, 99.982, 100.000, 100.000, 100.000, 99.994, 100.000, 100.000
53.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.237, 44.871, 42.711, 44.505, 44.505, 44.505, 46.932, 44.524, 45.129, 4.794, 6.958, 11.449, 12.600, 12.600, 12.600, 13.727, 19.251, 22.646, 8.890, 11.058, 14.574, 15.641, 15.641, 15.641, 16.641, 20.610, 23.313, 1.141, 1.597, 3.340, 1.820, 1.820, 1.820, 1.022, 2.071, 2.551, 50.562, 49.923, 48.648, 48.729, 48.729, 48.729, 48.756, 47.285, 46.782, 100.000, 100.000, 99.975, 100.000, 100.000, 100.000, 99.992, 100.000, 100.000
54.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.795, 44.400, 42.320, 44.108, 44.108, 44.108, 46.653, 44.090, 44.681, 4.384, 6.506, 10.948, 12.027, 12.027, 12.027, 13.234, 18.734, 22.154, 8.551, 10.673, 14.181, 15.229, 15.229, 15.229, 16.268, 20.218, 22.908, 1.083, 1.539, 3.248, 1.773, 1.773, 1.773, 0.968, 1.981, 2.476, 50.302, 49.664, 48.396, 48.477, 48.477, 48.477, 48.526, 47.039, 46.550, 100.000, 100.000, 99.970, 100.000, 100.000, 100.000, 99.991, 100.000, 100.000
54.500, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.490, 43.874, 41.889, 43.669, 43.669, 43.669, 46.387, 43.709, 44.410, 4.105, 6.080, 10.293, 11.505, 11.505, 11.505, 12.715, 18.142, 21.686, 8.235, 10.320, 13.761, 14.849, 14.849, 14.849, 15.848, 19.832, 22.575, 1.038, 1.480, 3.143, 1.695, 1.695, 1.695, 0.930, 1.912, 2.394, 50.021, 49.405, 48.144, 48.236, 48.236, 48.236, 48.292, 46.785, 46.323, 99.999, 100.000, 99.964, 100.000, 100.000, 100.000, 99.990, 100.000, 99.999
55.000, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.076, 43.403, 41.471, 43.353, 43.353, 43.353, 45.954, 43.342, 44.071, 3.788, 5.680, 9.830, 11.071, 11.071, 11.071, 12.158, 17.511, 21.132, 7.890, 9.967, 13.416, 14.495, 14.495, 14.495, 15.475, 19.398, 22.155, 0.976, 1.421, 3.062, 1.614, 1.614, 1.614, 0.914, 1.846, 2.324, 49.746, 49.145, 47.894, 47.978, 47.978, 47.978, 48.060, 46.544, 46.106, 99.998, 100.000, 99.957, 100.000, 100.000, 100.000, 99.987, 100.000, 99.999
55.500, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.689, 43.029, 41.121, 43.037, 43.037, 43.037, 45.479, 43.071, 43.772, 3.430, 5.254, 9.445, 10.434, 10.434, 10.434, 11.602, 17.007, 20.369, 7.584, 9.571, 13.097, 14.046, 14.046, 14.046, 15.075, 19.022, 21.684, 0.931, 1.363, 2.988, 1.554, 1.554, 1.554, 0.870, 1.797, 2.253, 49.476, 48.890, 47.632, 47.741, 47.741, 47.741, 47.818, 46.296, 45.881, 99.998, 100.000, 99.949, 100.000, 100.000, 100.000, 99.983, 100.000, 99.999
