, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
15.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 67.358, 68.559, 67.785, 68.706, 68.706, 68.706, 69.252, 69.117, 69.864, 75.805, 76.288, 76.356, 76.405, 76.405, 76.405, 76.746, 76.740, 77.428, 75.668, 77.361, 76.951, 77.090, 77.090, 77.090, 77.363, 76.956, 78.296, 18.409, 18.910, 24.270, 19.283, 19.283, 19.283, 14.927, 19.904, 20.397, 68.989, 69.336, 68.990, 67.475, 67.475, 67.475, 66.695, 65.678, 66.212, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
15.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 66.736, 68.074, 67.206, 68.171, 68.171, 68.171, 68.763, 68.505, 69.457, 75.394, 75.849, 76.137, 75.793, 75.793, 75.793, 76.594, 76.223, 76.689, 75.209, 76.986, 76.622, 76.599, 76.599, 76.599, 77.069, 76.460, 77.789, 17.741, 18.287, 23.598, 18.704, 18.704, 18.704, 14.394, 19.282, 19.794, 68.696, 69.036, 68.661, 67.168, 67.168, 67.168, 66.367, 65.300, 65.838, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
16.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 66.404, 67.728, 66.761, 67.664, 67.664, 67.664, 68.288, 67.921, 68.942, 75.050, 75.487, 75.803, 75.500, 75.500, 75.500, 76.265, 76.009, 76.431, 74.761, 76.548, 76.191, 76.150, 76.150, 76.150, 76.738, 76.068, 77.410, 17.050, 17.606, 22.867, 18.094, 18.094, 18.094, 13.775, 18.721, 19.254, 68.405, 68.748, 68.330, 66.871, 66.871, 66.871, 66.054, 64.934, 65.471, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
16.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 65.865, 67.271, 66.330, 67.183, 67.183, 67.183, 67.799, 67.473, 68.331, 74.666, 75.203, 75.148, 75.296, 75.296, 75.296, 76.088, 75.782, 76.123, 74.335, 76.142, 75.650, 75.791, 75.791, 75.791, 76.396, 75.666, 77.041, 16.422, 17.028, 22.210, 17.425, 17.425, 17.425, 13.318, 18.173, 18.692, 68.110, 68.461, 68.008, 66.581, 66.581, 66.581, 65.731, 64.573, 65.131, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 65.409, 66.621, 65.710, 66.772, 66.772, 66.772, 67.338, 66.943, 67.938, 74.282, 74.932, 74.518, 75.016, 75.016, 75.016, 75.746, 75.492, 75.815, 73.963, 75.741, 75.139, 75.453, 75.453, 75.453, 75.934, 75.279, 76.754, 15.909, 16.482, 21.732, 16.850, 16.850, 16.850, 12.926, 17.542, 18.003, 67.820, 68.156, 67.713, 66.286, 66.286, 66.286, 65.441, 64.217, 64.796, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 64.911, 66.205, 65.400, 66.388, 66.388, 66.388, 66.932, 66.495, 67.503, 74.030, 74.687, 74.017, 74.838, 74.838, 74.838, 75.291, 75.202, 75.520, 73.559, 75.307, 74.661, 75.078, 75.078, 75.078, 75.409, 74.851, 76.416, 15.303, 15.905, 21.162, 16.339, 16.339, 16.339, 12.426, 16.998, 17.450, 67.527, 67.858, 67.416, 65.998, 65.998, 65.998, 65.152, 63.869, 64.465, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 64.510, 65.845, 65.023, 66.004, 66.004, 66.004, 66.499, 66.060, 67.001, 73.580, 74.326, 73.721, 74.430, 74.430, 74.430, 74.709, 74.735, 75.188, 73.023, 74.864, 74.215, 74.576, 74.576, 74.576, 74.878, 74.298, 76.032, 14.750, 15.409, 20.628, 15.833, 15.833, 15.833, 12.067, 16.433, 16.980, 67.228, 67.570, 67.132, 65.714, 65.714, 65.714, 64.866, 63.548, 64.149, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 64.012, 65.485, 64.619, 65.510, 65.510, 65.510, 66.080, 65.571, 66.526, 72.772, 73.796, 73.542, 73.780, 73.780, 73.780, 74.127, 74.218, 74.646, 72.302, 74.313, 73.838, 74.006, 74.006, 74.006, 74.384, 73.807, 75.566, 14.242, 14.890, 20.122, 15.369, 15.369, 15.369, 11.648, 15.986, 16.493, 66.949, 67.290, 66.851, 65.435, 65.435, 65.435, 64.583, 63.238, 63.848, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 63.597, 65.084, 64.188, 64.920, 64.920, 64.920, 65.702, 65.068, 66.092, 71.752, 73.099, 73.195, 73.194, 73.194, 73.194, 73.596, 73.437, 74.105, 71.586, 73.741, 73.365, 73.393, 73.393, 73.393, 73.596, 73.206, 75.059, 13.708, 14.407, 19.528, 14.807, 14.807, 14.807, 11.251, 15.446, 16.018, 66.682, 67.024, 66.562, 65.164, 65.164, 65.164, 64.304, 62.972, 63.558, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 63.127, 64.738, 63.770, 64.618, 64.618, 64.618, 65.339, 64.728, 65.699, 70.997, 72.325, 72.873, 72.264, 72.264, 72.264, 72.912, 72.693, 73.526, 70.925, 73.078, 72.924, 72.674, 72.674, 72.674, 72.918, 72.626, 74.511, 13.253, 13.920, 19.053, 14.373, 14.373, 14.373, 10.849, 14.926, 15.477, 66.416, 66.752, 66.266, 64.905, 64.905, 64.905, 64.030, 62.696, 63.276, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 62.768, 64.281, 63.460, 64.179, 64.179, 64.179, 64.892, 64.307, 65.237, 70.070, 71.576, 72.244, 71.678, 71.678, 71.678, 71.900, 71.924, 72.985, 69.909, 72.249, 72.153, 71.935, 71.935, 71.935, 71.951, 71.696, 73.912, 12.848, 13.523, 18.614, 13.953, 13.953, 13.953, 10.501, 14.423, 15.032, 66.164, 66.485, 65.982, 64.656, 64.656, 64.656, 63.738, 62.444, 62.996, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 62.533, 63.935, 63.244, 63.836, 63.836, 63.836, 64.584, 63.845, 64.871, 68.521, 70.556, 71.100, 70.659, 70.659, 70.659, 70.458, 70.764, 72.431, 68.433, 71.030, 70.676, 70.709, 70.709, 70.709, 70.732, 70.448, 73.169, 12.415, 13.112, 18.093, 13.446, 13.446, 13.446, 10.120, 14.005, 14.578, 65.911, 66.202, 65.704, 64.414, 64.414, 64.414, 63.469, 62.201, 62.716, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
21.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 62.187, 63.602, 62.813, 63.493, 63.493, 63.493, 64.263, 63.410, 64.478, 65.514, 68.840, 68.376, 68.671, 68.671, 68.671, 68.396, 68.659, 71.335, 65.980, 68.928, 68.307, 68.649, 68.649, 68.649, 68.740, 68.547, 71.761, 12.014, 12.701, 17.657, 13.030, 13.030, 13.030, 9.783, 13.604, 14.185, 65.652, 65.916, 65.408, 64.151, 64.151, 64.151, 63.176, 61.958, 62.431, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
21.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 61.703, 63.201, 62.436, 63.191, 63.191, 63.191, 63.857, 63.125, 64.138, 61.793, 65.574, 64.636, 65.512, 65.512, 65.512, 65.106, 65.595, 69.280, 61.997, 64.945, 64.752, 65.358, 65.358, 65.358, 65.477, 65.841, 68.908, 11.609, 12.327, 17.204, 12.631, 12.631, 12.631, 9.446, 13.207, 13.818, 65.386, 65.585, 65.101, 63.868, 63.868, 63.868, 62.875, 61.702, 62.125, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
22.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 61.413, 62.869, 62.113, 62.780, 62.780, 62.780, 63.522, 62.772, 63.772, 56.615, 60.385, 59.805, 61.282, 61.282, 61.282, 61.260, 62.141, 66.117, 56.991, 59.806, 60.310, 61.106, 61.106, 61.106, 61.426, 62.650, 65.769, 11.243, 11.862, 16.807, 12.270, 12.270, 12.270, 9.114, 12.797, 13.401, 65.093, 65.265, 64.772, 63.563, 63.563, 63.563, 62.553, 61.433, 61.818, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
22.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 61.054, 62.702, 61.843, 62.601, 62.601, 62.601, 63.159, 62.541, 63.514, 51.702, 54.576, 55.230, 56.631, 56.631, 56.631, 57.034, 59.065, 62.658, 52.325, 55.106, 56.293, 57.197, 57.197, 57.197, 57.648, 59.704, 62.850, 10.927, 11.456, 16.399, 11.931, 11.931, 11.931, 8.837, 12.412, 12.993, 64.805, 64.936, 64.452, 63.255, 63.255, 63.255, 62.227, 61.149, 61.511, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
23.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 60.694, 62.343, 61.399, 62.190, 62.190, 62.190, 62.893, 62.188, 63.148, 47.848, 50.342, 52.197, 53.191, 53.191, 53.191, 53.834, 56.178, 59.754, 48.424, 51.422, 53.260, 54.213, 54.213, 54.213, 54.884, 57.109, 60.437, 10.539, 11.199, 15.963, 11.592, 11.592, 11.592, 8.489, 12.155, 12.658, 64.503, 64.603, 64.128, 62.935, 62.935, 62.935, 61.889, 60.864, 61.195, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
23.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 60.335, 62.010, 61.129, 61.819, 61.819, 61.819, 62.642, 61.821, 62.863, 45.001, 47.515, 49.936, 50.745, 50.745, 50.745, 51.594, 54.337, 57.526, 45.314, 48.428, 50.863, 51.846, 51.846, 51.846, 52.625, 55.181, 58.455, 10.214, 10.888, 15.559, 11.275, 11.275, 11.275, 8.179, 11.823, 12.320, 64.203, 64.269, 63.805, 62.634, 62.634, 62.634, 61.562, 60.589, 60.891, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
24.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 60.030, 61.789, 60.806, 61.572, 61.572, 61.572, 62.236, 61.576, 62.456, 43.133, 45.773, 48.034, 49.076, 49.076, 49.076, 49.836, 52.774, 55.840, 42.861, 46.150, 48.860, 49.950, 49.950, 49.950, 50.686, 53.442, 56.827, 9.817, 10.509, 15.197, 11.000, 11.000, 11.000, 7.978, 11.528, 12.035, 63.932, 63.959, 63.500, 62.354, 62.354, 62.354, 61.265, 60.325, 60.612, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
24.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 59.809, 61.456, 60.536, 61.284, 61.284, 61.284, 61.915, 61.128, 62.103, 41.571, 44.391, 46.736, 47.662, 47.662, 47.662, 48.520, 51.589, 54.511, 40.938, 44.321, 47.325, 48.307, 48.307, 48.307, 49.209, 52.027, 55.424, 9.519, 10.206, 14.877, 10.665, 10.665, 10.665, 7.679, 11.176, 11.738, 63.676, 63.698, 63.213, 62.096, 62.096, 62.096, 60.997, 60.082, 60.344, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
25.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 59.560, 61.276, 60.280, 61.051, 61.051, 61.051, 61.663, 60.788, 61.832, 40.339, 43.243, 45.644, 46.554, 46.554, 46.554, 47.432, 50.530, 53.305, 39.391, 42.851, 45.975, 46.949, 46.949, 46.949, 47.859, 50.810, 54.200, 9.242, 9.954, 14.455, 10.425, 10.425, 10.425, 7.407, 10.910, 11.486, 63.443, 63.432, 62.953, 61.858, 61.858, 61.858, 60.748, 59.851, 60.086, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
25.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 59.339, 61.000, 60.051, 60.763, 60.763, 60.763, 61.384, 60.489, 61.506, 38.962, 42.132, 44.821, 45.598, 45.598, 45.598, 46.584, 49.458, 52.283, 37.992, 41.482, 44.854, 45.803, 45.803, 45.803, 46.787, 49.749, 53.098, 8.944, 9.651, 14.093, 10.082, 10.082, 10.082, 7.135, 10.648, 11.218, 63.223, 63.172, 62.707, 61.612, 61.612, 61.612, 60.504, 59.621, 59.830, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
26.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 59.076, 60.695, 59.795, 60.406, 60.406, 60.406, 61.118, 60.190, 61.275, 37.863, 41.203, 43.870, 44.681, 44.681, 44.681, 45.774, 48.601, 51.298, 36.768, 40.327, 43.728, 44.652, 44.652, 44.652, 45.752, 48.840, 52.141, 8.663, 9.349, 13.769, 9.820, 9.820, 9.820, 6.868, 10.374, 10.913, 62.999, 62.918, 62.470, 61.377, 61.377, 61.377, 60.271, 59.406, 59.573, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
26.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 58.772, 60.473, 59.539, 60.200, 60.200, 60.200, 60.839, 60.000, 61.085, 36.790, 40.145, 42.984, 43.942, 43.942, 43.942, 44.914, 47.895, 50.412, 35.708, 39.151, 42.681, 43.680, 43.680, 43.680, 44.764, 47.958, 51.188, 8.360, 9.105, 13.457, 9.515, 9.515, 9.515, 6.640, 10.132, 10.669, 62.792, 62.670, 62.227, 61.143, 61.143, 61.143, 60.052, 59.185, 59.301, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
27.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 58.482, 60.183, 59.135, 59.940, 59.940, 59.940, 60.685, 59.742, 60.746, 35.704, 39.254, 42.161, 43.203, 43.203, 43.203, 44.142, 47.012, 49.686, 34.654, 38.135, 41.709, 42.813, 42.813, 42.813, 43.839, 47.065, 50.399, 8.057, 8.839, 13.066, 9.305, 9.305, 9.305, 6.471, 9.883, 10.388, 62.579, 62.420, 61.993, 60.907, 60.907, 60.907, 59.825, 58.968, 59.027, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
27.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 58.192, 59.961, 58.892, 59.610, 59.610, 59.610, 60.335, 59.552, 60.529, 34.697, 38.415, 41.429, 42.502, 42.502, 42.502, 43.421, 46.394, 49.009, 33.714, 37.178, 40.832, 41.889, 41.889, 41.889, 42.988, 46.328, 49.682, 7.874, 8.550, 12.729, 9.107, 9.107, 9.107, 6.265, 9.625, 10.153, 62.365, 62.173, 61.755, 60.672, 60.672, 60.672, 59.598, 58.752, 58.762, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
28.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 57.832, 59.712, 58.677, 59.377, 59.377, 59.377, 59.986, 59.198, 60.136, 33.717, 37.653, 40.658, 41.852, 41.852, 41.852, 42.700, 45.802, 48.345, 32.758, 36.274, 39.955, 41.075, 41.075, 41.075, 42.100, 45.581, 48.965, 7.625, 8.275, 12.444, 8.858, 8.858, 8.858, 6.074, 9.367, 9.934, 62.146, 61.929, 61.521, 60.449, 60.449, 60.449, 59.372, 58.541, 58.507, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
28.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 57.445, 59.421, 58.354, 59.103, 59.103, 59.103, 59.762, 58.845, 59.864, 32.804, 36.995, 40.015, 40.999, 40.999, 40.999, 42.118, 45.083, 47.717, 31.900, 35.504, 39.057, 40.125, 40.125, 40.125, 41.327, 44.840, 48.228, 7.384, 8.081, 12.198, 8.584, 8.584, 8.584, 5.862, 9.113, 9.641, 61.930, 61.683, 61.291, 60.232, 60.232, 60.232, 59.146, 58.323, 58.253, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
29.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 57.210, 59.214, 58.098, 58.911, 58.911, 58.911, 59.469, 58.587, 59.498, 32.022, 36.014, 39.386, 40.387, 40.387, 40.387, 41.485, 44.541, 46.991, 31.091, 34.536, 38.351, 39.396, 39.396, 39.396, 40.565, 44.119, 47.434, 7.103, 7.883, 11.896, 8.339, 8.339, 8.339, 5.677, 8.880, 9.402, 61.729, 61.457, 61.050, 60.007, 60.007, 60.007, 58.933, 58.120, 58.010, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
29.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 56.933, 58.923, 57.963, 58.677, 58.677, 58.677, 59.259, 58.288, 59.281, 31.254, 35.252, 38.730, 39.725, 39.725, 39.725, 40.840, 44.012, 46.412, 30.233, 33.841, 37.538, 38.614, 38.614, 38.614, 39.782, 43.456, 46.820, 6.823, 7.679, 11.636, 8.082, 8.082, 8.082, 5.454, 8.683, 9.196, 61.507, 61.221, 60.819, 59.791, 59.791, 59.791, 58.708, 57.912, 57.770, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
30.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 56.712, 58.591, 57.761, 58.362, 58.362, 58.362, 59.008, 58.098, 59.091, 30.301, 34.426, 37.959, 39.151, 39.151, 39.151, 40.220, 43.457, 45.871, 29.523, 33.071, 36.773, 37.869, 37.869, 37.869, 39.015, 42.750, 46.179, 6.618, 7.413, 11.347, 7.871, 7.871, 7.871, 5.286, 8.474, 8.973, 61.306, 61.001, 60.593, 59.582, 59.582, 59.582, 58.506, 57.703, 57.539, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
30.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 56.477, 58.272, 57.505, 58.088, 58.088, 58.088, 58.798, 57.758, 58.833, 29.387, 33.794, 37.368, 38.425, 38.425, 38.425, 39.676, 42.877, 45.403, 28.692, 32.371, 36.045, 37.098, 37.098, 37.098, 38.327, 42.134, 45.514, 6.417, 7.201, 11.070, 7.657, 7.657, 7.657, 5.134, 8.278, 8.754, 61.102, 60.781, 60.350, 59.366, 59.366, 59.366, 58.300, 57.509, 57.319, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
31.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 56.242, 58.023, 57.262, 57.786, 57.786, 57.786, 58.463, 57.500, 58.589, 28.764, 33.084, 36.726, 37.814, 37.814, 37.814, 39.006, 42.297, 44.837, 28.124, 31.713, 35.407, 36.459, 36.459, 36.459, 37.539, 41.471, 44.868, 6.181, 6.949, 10.831, 7.425, 7.425, 7.425, 4.987, 8.036, 8.576, 60.897, 60.559, 60.117, 59.151, 59.151, 59.151, 58.093, 57.311, 57.091, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
31.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 55.993, 57.857, 57.006, 57.443, 57.443, 57.443, 58.253, 57.283, 58.385, 27.851, 32.374, 36.135, 37.164, 37.164, 37.164, 38.411, 41.742, 44.431, 27.441, 31.045, 34.690, 35.841, 35.841, 35.841, 36.934, 40.865, 44.341, 5.963, 6.745, 10.613, 7.249, 7.249, 7.249, 4.840, 7.815, 8.387, 60.694, 60.338, 59.878, 58.953, 58.953, 58.953, 57.886, 57.122, 56.870, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
32.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 55.786, 57.649, 56.710, 57.182, 57.182, 57.182, 58.029, 56.957, 58.087, 27.122, 31.703, 35.518, 36.565, 36.565, 36.565, 37.880, 41.301, 43.803, 26.802, 30.387, 34.068, 35.170, 35.170, 35.170, 36.314, 40.249, 43.721, 5.735, 6.556, 10.363, 7.069, 7.069, 7.069, 4.677, 7.594, 8.151, 60.482, 60.115, 59.643, 58.744, 58.744, 58.744, 57.677, 56.923, 56.650, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
32.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 55.496, 57.442, 56.413, 56.963, 56.963, 56.963, 57.862, 56.685, 57.802, 26.328, 30.993, 34.888, 36.043, 36.043, 36.043, 37.298, 40.759, 43.323, 26.163, 29.719, 33.468, 34.520, 34.520, 34.520, 35.715, 39.669, 43.132, 5.566, 6.371, 10.124, 6.811, 6.811, 6.811, 4.530, 7.414, 7.970, 60.281, 59.889, 59.404, 58.514, 58.514, 58.514, 57.472, 56.722, 56.428, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
33.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 55.302, 57.137, 56.144, 56.784, 56.784, 56.784, 57.652, 56.454, 57.503, 25.732, 30.296, 34.348, 35.329, 35.329, 35.329, 36.665, 40.343, 42.745, 25.578, 29.157, 32.899, 33.955, 33.955, 33.955, 35.027, 39.063, 42.513, 5.379, 6.200, 9.885, 6.627, 6.627, 6.627, 4.367, 7.213, 7.763, 60.068, 59.672, 59.161, 58.311, 58.311, 58.311, 57.264, 56.529, 56.195, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
33.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 54.998, 56.957, 55.847, 56.565, 56.565, 56.565, 57.456, 56.264, 57.327, 24.964, 29.457, 33.642, 34.769, 34.769, 34.769, 36.159, 39.700, 42.363, 25.064, 28.484, 32.241, 33.353, 33.353, 33.353, 34.502, 38.410, 41.985, 5.201, 6.010, 9.604, 6.433, 6.433, 6.433, 4.214, 7.000, 7.557, 59.858, 59.437, 58.911, 58.098, 58.098, 58.098, 57.055, 56.324, 55.968, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
34.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 54.721, 56.763, 55.645, 56.331, 56.331, 56.331, 57.205, 55.951, 57.056, 24.222, 28.824, 32.999, 34.208, 34.208, 34.208, 35.665, 39.221, 41.945, 24.474, 27.933, 31.667, 32.809, 32.809, 32.809, 33.971, 37.883, 41.468, 5.013, 5.789, 9.340, 6.215, 6.215, 6.215, 4.122, 6.796, 7.441, 59.651, 59.222, 58.643, 57.886, 57.886, 57.886, 56.849, 56.111, 55.741, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
34.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 54.445, 56.569, 55.403, 56.085, 56.085, 56.085, 56.995, 55.693, 56.811, 23.427, 28.230, 32.395, 33.533, 33.533, 33.533, 35.046, 38.742, 41.465, 23.873, 27.398, 31.119, 32.191, 32.191, 32.191, 33.372, 37.298, 40.853, 4.884, 5.613, 9.091, 6.060, 6.060, 6.060, 3.975, 6.628, 7.231, 59.434, 58.997, 58.382, 57.671, 57.671, 57.671, 56.652, 55.906, 55.521, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 54.155, 56.320, 55.174, 55.892, 55.892, 55.892, 56.771, 55.448, 56.567, 22.911, 27.624, 31.804, 33.023, 33.023, 33.023, 34.337, 38.250, 41.034, 23.452, 26.874, 30.562, 31.662, 31.662, 31.662, 32.783, 36.692, 40.341, 4.710, 5.451, 8.890, 5.906, 5.906, 5.906, 3.861, 6.460, 7.029, 59.218, 58.769, 58.116, 57.454, 57.454, 57.454, 56.454, 55.684, 55.299, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
