, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
3.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.826, 43.862, 45.522, 44.239, 44.239, 44.239, 43.203, 44.617, 44.737, 38.200, 38.997, 39.329, 39.444, 39.444, 39.444, 39.730, 39.897, 40.596, 40.251, 41.006, 41.310, 41.519, 41.519, 41.519, 41.776, 41.954, 42.640, 8.906, 8.881, 11.224, 9.166, 9.166, 9.166, 7.342, 9.573, 9.586, 28.372, 28.686, 29.744, 28.991, 28.991, 28.991, 28.156, 29.478, 29.709, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.778, 43.742, 45.432, 44.168, 44.168, 44.168, 43.125, 44.557, 44.635, 38.138, 38.902, 39.257, 39.376, 39.376, 39.376, 39.636, 39.819, 40.526, 40.162, 40.906, 41.241, 41.456, 41.456, 41.456, 41.682, 41.870, 42.567, 8.814, 8.790, 11.124, 9.073, 9.073, 9.073, 7.250, 9.480, 9.483, 28.288, 28.600, 29.659, 28.902, 28.902, 28.902, 28.062, 29.373, 29.611, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.664, 43.658, 45.276, 44.066, 44.066, 44.066, 42.993, 44.431, 44.551, 38.068, 38.842, 39.176, 39.287, 39.287, 39.287, 39.562, 39.739, 40.452, 40.094, 40.838, 41.173, 41.383, 41.383, 41.383, 41.582, 41.786, 42.472, 8.728, 8.712, 11.019, 8.988, 8.988, 8.988, 7.164, 9.383, 9.389, 28.204, 28.515, 29.572, 28.815, 28.815, 28.815, 27.963, 29.275, 29.513, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.526, 43.580, 45.186, 43.964, 43.964, 43.964, 42.873, 44.341, 44.455, 37.989, 38.764, 39.104, 39.199, 39.199, 39.199, 39.467, 39.669, 40.365, 40.005, 40.739, 41.116, 41.268, 41.268, 41.268, 41.488, 41.723, 42.410, 8.639, 8.630, 10.929, 8.903, 8.903, 8.903, 7.086, 9.297, 9.302, 28.126, 28.436, 29.490, 28.731, 28.731, 28.731, 27.870, 29.178, 29.420, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.425, 43.514, 45.102, 43.880, 43.880, 43.880, 42.796, 44.275, 44.383, 37.907, 38.698, 39.026, 39.143, 39.143, 39.143, 39.403, 39.572, 40.289, 39.890, 40.671, 41.042, 41.200, 41.200, 41.200, 41.414, 41.655, 42.336, 8.573, 8.548, 10.838, 8.815, 8.815, 8.815, 7.004, 9.209, 9.224, 28.039, 28.354, 29.408, 28.645, 28.645, 28.645, 27.782, 29.079, 29.332, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.347, 43.413, 45.012, 43.796, 43.796, 43.796, 42.700, 44.168, 44.275, 37.845, 38.620, 38.960, 39.071, 39.071, 39.071, 39.329, 39.498, 40.223, 39.827, 40.566, 40.953, 41.152, 41.152, 41.152, 41.331, 41.556, 42.263, 8.499, 8.468, 10.742, 8.739, 8.739, 8.739, 6.934, 9.120, 9.155, 27.958, 28.275, 29.329, 28.563, 28.563, 28.563, 27.694, 28.984, 29.243, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.287, 43.359, 44.946, 43.694, 43.694, 43.694, 42.634, 44.096, 44.197, 37.771, 38.552, 38.904, 38.993, 38.993, 38.993, 39.244, 39.436, 40.147, 39.770, 40.487, 40.901, 41.069, 41.069, 41.069, 41.262, 41.488, 42.174, 8.414, 8.401, 10.659, 8.656, 8.656, 8.656, 6.874, 9.035, 9.074, 27.881, 28.198, 29.253, 28.482, 28.482, 28.482, 27.611, 28.891, 29.157, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.197, 43.245, 44.815, 43.622, 43.622, 43.622, 42.556, 43.988, 44.120, 37.705, 38.486, 38.851, 38.923, 38.923, 38.923, 39.166, 39.376, 40.070, 39.680, 40.445, 40.849, 40.990, 40.990, 40.990, 41.173, 41.461, 42.090, 8.341, 8.329, 10.569, 8.570, 8.570, 8.570, 6.803, 8.961, 8.990, 27.804, 28.123, 29.179, 28.406, 28.406, 28.406, 27.532, 28.803, 29.074, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.137, 43.119, 44.737, 43.550, 43.550, 43.550, 42.496, 43.898, 44.030, 37.639, 38.410, 38.776, 38.861, 38.861, 38.861, 39.114, 39.294, 40.021, 39.628, 40.377, 40.775, 40.917, 40.917, 40.917, 41.137, 41.372, 42.022, 8.265, 8.256, 10.486, 8.497, 8.497, 8.497, 6.739, 8.889, 8.914, 27.727, 28.052, 29.105, 28.329, 28.329, 28.329, 27.455, 28.716, 28.993, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 43.029, 43.029, 44.683, 43.455, 43.455, 43.455, 42.400, 43.832, 43.964, 37.569, 38.344, 38.711, 38.797, 38.797, 38.797, 39.042, 39.213, 39.961, 39.576, 40.293, 40.723, 40.833, 40.833, 40.833, 41.058, 41.294, 41.964, 8.198, 8.184, 10.403, 8.432, 8.432, 8.432, 6.675, 8.817, 8.845, 27.656, 27.982, 29.031, 28.255, 28.255, 28.255, 27.381, 28.632, 28.915, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.921, 42.969, 44.593, 43.353, 43.353, 43.353, 42.310, 43.772, 43.880, 37.495, 38.290, 38.636, 38.735, 38.735, 38.735, 38.976, 39.160, 39.895, 39.518, 40.241, 40.634, 40.781, 40.781, 40.781, 40.985, 41.252, 41.922, 8.123, 8.120, 10.326, 8.360, 8.360, 8.360, 6.612, 8.756, 8.776, 27.587, 27.915, 28.956, 28.182, 28.182, 28.182, 27.305, 28.550, 28.847, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.825, 42.867, 44.521, 43.281, 43.281, 43.281, 42.232, 43.652, 43.778, 37.419, 38.228, 38.577, 38.659, 38.659, 38.659, 38.906, 39.090, 39.827, 39.434, 40.183, 40.576, 40.691, 40.691, 40.691, 40.911, 41.200, 41.860, 8.055, 8.054, 10.243, 8.288, 8.288, 8.288, 6.550, 8.678, 8.713, 27.515, 27.850, 28.883, 28.114, 28.114, 28.114, 27.232, 28.472, 28.774, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.760, 42.813, 44.401, 43.215, 43.215, 43.215, 42.154, 43.586, 43.682, 37.365, 38.177, 38.531, 38.605, 38.605, 38.605, 38.832, 39.030, 39.774, 39.387, 40.110, 40.519, 40.650, 40.650, 40.650, 40.859, 41.116, 41.781, 7.995, 7.989, 10.172, 8.223, 8.223, 8.223, 6.483, 8.595, 8.639, 27.448, 27.785, 28.814, 28.043, 28.043, 28.043, 27.161, 28.395, 28.701, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.694, 42.766, 44.305, 43.143, 43.143, 43.143, 42.065, 43.514, 43.634, 37.301, 38.113, 38.476, 38.550, 38.550, 38.550, 38.768, 38.972, 39.706, 39.309, 40.063, 40.450, 40.592, 40.592, 40.592, 40.796, 41.079, 41.697, 7.931, 7.931, 10.098, 8.165, 8.165, 8.165, 6.424, 8.521, 8.572, 27.382, 27.724, 28.744, 27.976, 27.976, 27.976, 27.091, 28.324, 28.632, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.652, 42.706, 44.209, 43.077, 43.077, 43.077, 42.011, 43.467, 43.538, 37.256, 38.064, 38.422, 38.480, 38.480, 38.480, 38.713, 38.919, 39.642, 39.267, 40.000, 40.424, 40.513, 40.513, 40.513, 40.739, 41.016, 41.640, 7.874, 7.871, 10.024, 8.102, 8.102, 8.102, 6.373, 8.454, 8.494, 27.314, 27.662, 28.675, 27.913, 27.913, 27.913, 27.026, 28.254, 28.566, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.556, 42.568, 44.144, 43.011, 43.011, 43.011, 41.915, 43.371, 43.491, 37.188, 37.996, 38.352, 38.439, 38.439, 38.439, 38.645, 38.873, 39.597, 39.204, 39.942, 40.351, 40.450, 40.450, 40.450, 40.681, 40.990, 41.619, 7.812, 7.815, 9.949, 8.035, 8.035, 8.035, 6.313, 8.391, 8.441, 27.253, 27.602, 28.607, 27.848, 27.848, 27.848, 26.956, 28.186, 28.497, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.484, 42.496, 44.054, 42.963, 42.963, 42.963, 41.861, 43.293, 43.425, 37.134, 37.944, 38.286, 38.375, 38.375, 38.375, 38.581, 38.812, 39.553, 39.136, 39.885, 40.267, 40.409, 40.409, 40.409, 40.608, 40.932, 41.572, 7.754, 7.755, 9.874, 7.970, 7.970, 7.970, 6.256, 8.326, 8.372, 27.189, 27.541, 28.542, 27.785, 27.785, 27.785, 26.889, 28.116, 28.430, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.358, 42.430, 43.982, 42.903, 42.903, 42.903, 41.789, 43.233, 43.377, 37.066, 37.897, 38.253, 38.325, 38.325, 38.325, 38.521, 38.737, 39.510, 39.057, 39.832, 40.236, 40.361, 40.361, 40.361, 40.561, 40.859, 41.540, 7.691, 7.695, 9.809, 7.917, 7.917, 7.917, 6.201, 8.269, 8.307, 27.128, 27.481, 28.478, 27.722, 27.722, 27.722, 26.824, 28.046, 28.366, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.274, 42.364, 43.880, 42.819, 42.819, 42.819, 41.735, 43.191, 43.275, 37.019, 37.860, 38.200, 38.268, 38.268, 38.268, 38.461, 38.696, 39.434, 39.015, 39.796, 40.173, 40.299, 40.299, 40.299, 40.498, 40.817, 41.472, 7.635, 7.638, 9.739, 7.852, 7.852, 7.852, 6.145, 8.204, 8.236, 27.068, 27.422, 28.417, 27.660, 27.660, 27.660, 26.760, 27.980, 28.306, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.184, 42.268, 43.796, 42.706, 42.706, 42.706, 41.651, 43.089, 43.221, 36.961, 37.814, 38.152, 38.224, 38.224, 38.224, 38.418, 38.647, 39.370, 38.952, 39.743, 40.126, 40.251, 40.251, 40.251, 40.445, 40.765, 41.420, 7.583, 7.587, 9.669, 7.797, 7.797, 7.797, 6.101, 8.136, 8.173, 27.010, 27.365, 28.353, 27.599, 27.599, 27.599, 26.693, 27.917, 28.244, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.113, 42.202, 43.712, 42.628, 42.628, 42.628, 41.591, 43.005, 43.167, 36.914, 37.748, 38.082, 38.160, 38.160, 38.160, 38.342, 38.605, 39.327, 38.900, 39.686, 40.068, 40.173, 40.173, 40.173, 40.393, 40.707, 41.383, 7.524, 7.523, 9.606, 7.737, 7.737, 7.737, 6.055, 8.075, 8.121, 26.950, 27.308, 28.293, 27.537, 27.537, 27.537, 26.629, 27.855, 28.181, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 42.071, 42.136, 43.628, 42.532, 42.532, 42.532, 41.513, 42.957, 43.101, 36.871, 37.707, 38.024, 38.123, 38.123, 38.123, 38.284, 38.562, 39.279, 38.848, 39.660, 40.005, 40.136, 40.136, 40.136, 40.330, 40.665, 41.315, 7.470, 7.470, 9.548, 7.682, 7.682, 7.682, 6.004, 8.019, 8.070, 26.893, 27.250, 28.233, 27.478, 27.478, 27.478, 26.568, 27.791, 28.121, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.975, 42.053, 43.580, 42.442, 42.442, 42.442, 41.424, 42.873, 43.023, 36.809, 37.645, 37.975, 38.082, 38.082, 38.082, 38.222, 38.502, 39.250, 38.779, 39.602, 39.942, 40.094, 40.094, 40.094, 40.257, 40.613, 41.278, 7.406, 7.411, 9.490, 7.625, 7.625, 7.625, 5.953, 7.968, 8.014, 26.836, 27.194, 28.172, 27.419, 27.419, 27.419, 26.508, 27.731, 28.061, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.873, 41.939, 43.508, 42.370, 42.370, 42.370, 41.370, 42.813, 42.969, 36.749, 37.600, 37.925, 38.037, 38.037, 38.037, 38.177, 38.453, 39.199, 38.738, 39.534, 39.900, 40.052, 40.052, 40.052, 40.215, 40.561, 41.231, 7.358, 7.357, 9.432, 7.571, 7.571, 7.571, 5.889, 7.910, 7.953, 26.778, 27.137, 28.113, 27.360, 27.360, 27.360, 26.444, 27.671, 28.001, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.807, 41.873, 43.407, 42.292, 42.292, 42.292, 41.334, 42.760, 42.927, 36.702, 37.546, 37.874, 37.977, 37.977, 37.977, 38.140, 38.410, 39.154, 38.680, 39.476, 39.832, 39.990, 39.990, 39.990, 40.199, 40.503, 41.189, 7.308, 7.312, 9.360, 7.520, 7.520, 7.520, 5.850, 7.856, 7.902, 26.722, 27.082, 28.057, 27.304, 27.304, 27.304, 26.385, 27.612, 27.946, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.753, 41.807, 43.329, 42.238, 42.238, 42.238, 41.268, 42.688, 42.843, 36.652, 37.518, 37.831, 37.932, 37.932, 37.932, 38.084, 38.377, 39.121, 38.622, 39.450, 39.790, 39.958, 39.958, 39.958, 40.126, 40.461, 41.152, 7.247, 7.261, 9.301, 7.462, 7.462, 7.462, 5.809, 7.806, 7.852, 26.666, 27.025, 27.999, 27.247, 27.247, 27.247, 26.327, 27.555, 27.887, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.657, 41.753, 43.257, 42.166, 42.166, 42.166, 41.184, 42.616, 42.766, 36.611, 37.482, 37.750, 37.886, 37.886, 37.886, 38.047, 38.311, 39.063, 38.591, 39.429, 39.712, 39.900, 39.900, 39.900, 40.079, 40.403, 41.121, 7.192, 7.211, 9.246, 7.416, 7.416, 7.416, 5.764, 7.754, 7.805, 26.610, 26.967, 27.942, 27.189, 27.189, 27.189, 26.269, 27.495, 27.831, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.615, 41.693, 43.197, 42.113, 42.113, 42.113, 41.118, 42.550, 42.676, 36.561, 37.427, 37.707, 37.845, 37.845, 37.845, 37.998, 38.268, 39.011, 38.523, 39.371, 39.654, 39.874, 39.874, 39.874, 40.021, 40.340, 41.074, 7.143, 7.164, 9.189, 7.365, 7.365, 7.365, 5.723, 7.698, 7.751, 26.552, 26.910, 27.885, 27.132, 27.132, 27.132, 26.212, 27.438, 27.773, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.579, 41.633, 43.089, 42.029, 42.029, 42.029, 41.076, 42.466, 42.610, 36.526, 37.394, 37.670, 37.814, 37.814, 37.814, 37.930, 38.224, 38.974, 38.476, 39.340, 39.618, 39.832, 39.832, 39.832, 39.969, 40.309, 41.032, 7.097, 7.115, 9.141, 7.318, 7.318, 7.318, 5.683, 7.641, 7.694, 26.497, 26.854, 27.829, 27.076, 27.076, 27.076, 26.156, 27.382, 27.718, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.501, 41.579, 43.035, 41.945, 41.945, 41.945, 40.992, 42.406, 42.532, 36.477, 37.351, 37.629, 37.757, 37.757, 37.757, 37.870, 38.175, 38.933, 38.434, 39.298, 39.560, 39.759, 39.759, 39.759, 39.906, 40.262, 40.980, 7.053, 7.067, 9.087, 7.269, 7.269, 7.269, 5.637, 7.590, 7.641, 26.443, 26.799, 27.776, 27.021, 27.021, 27.021, 26.102, 27.326, 27.661, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.394, 41.447, 42.963, 41.891, 41.891, 41.891, 40.932, 42.328, 42.472, 36.450, 37.316, 37.569, 37.726, 37.726, 37.726, 37.833, 38.138, 38.890, 38.397, 39.256, 39.481, 39.733, 39.733, 39.733, 39.874, 40.210, 40.932, 7.004, 7.027, 9.034, 7.219, 7.219, 7.219, 5.594, 7.538, 7.589, 26.388, 26.743, 27.722, 26.962, 26.962, 26.962, 26.049, 27.270, 27.607, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.316, 41.412, 42.885, 41.825, 41.825, 41.825, 40.884, 42.268, 42.406, 36.401, 37.264, 37.515, 37.680, 37.680, 37.680, 37.798, 38.084, 38.844, 38.334, 39.199, 39.429, 39.696, 39.696, 39.696, 39.838, 40.147, 40.901, 6.955, 6.981, 8.978, 7.177, 7.177, 7.177, 5.549, 7.486, 7.537, 26.331, 26.690, 27.669, 26.909, 26.909, 26.909, 25.998, 27.210, 27.551, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.244, 41.340, 42.855, 41.777, 41.777, 41.777, 40.794, 42.190, 42.334, 36.341, 37.225, 37.456, 37.627, 37.627, 37.627, 37.752, 38.049, 38.799, 38.261, 39.172, 39.324, 39.654, 39.654, 39.654, 39.796, 40.094, 40.843, 6.906, 6.931, 8.925, 7.130, 7.130, 7.130, 5.510, 7.441, 7.495, 26.280, 26.634, 27.613, 26.853, 26.853, 26.853, 25.945, 27.153, 27.493, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.166, 41.250, 42.754, 41.699, 41.699, 41.699, 40.735, 42.119, 42.268, 36.296, 37.182, 37.414, 37.579, 37.579, 37.579, 37.703, 38.014, 38.764, 38.198, 39.130, 39.314, 39.607, 39.607, 39.607, 39.764, 40.052, 40.796, 6.861, 6.875, 8.878, 7.082, 7.082, 7.082, 5.473, 7.379, 7.439, 26.225, 26.580, 27.561, 26.798, 26.798, 26.798, 25.896, 27.099, 27.441, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.094, 41.190, 42.694, 41.645, 41.645, 41.645, 40.663, 42.059, 42.202, 36.259, 37.153, 37.382, 37.546, 37.546, 37.546, 37.647, 37.971, 38.725, 38.161, 39.089, 39.272, 39.565, 39.565, 39.565, 39.717, 40.026, 40.749, 6.818, 6.829, 8.833, 7.033, 7.033, 7.033, 5.436, 7.329, 7.396, 26.176, 26.529, 27.508, 26.746, 26.746, 26.746, 25.847, 27.043, 27.390, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.040, 41.130, 42.580, 41.579, 41.579, 41.579, 40.579, 42.005, 42.142, 36.226, 37.120, 37.324, 37.503, 37.503, 37.503, 37.602, 37.923, 38.678, 38.119, 39.057, 39.209, 39.518, 39.518, 39.518, 39.654, 39.979, 40.702, 6.776, 6.789, 8.789, 6.991, 6.991, 6.991, 5.395, 7.288, 7.352, 26.126, 26.477, 27.457, 26.698, 26.698, 26.698, 25.795, 26.988, 27.338, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.980, 41.034, 42.514, 41.489, 41.489, 41.489, 40.525, 41.945, 42.089, 36.184, 37.077, 37.278, 37.462, 37.462, 37.462, 37.555, 37.870, 38.640, 38.088, 39.010, 39.146, 39.466, 39.466, 39.466, 39.602, 39.932, 40.676, 6.733, 6.747, 8.745, 6.946, 6.946, 6.946, 5.357, 7.237, 7.308, 26.074, 26.427, 27.405, 26.647, 26.647, 26.647, 25.747, 26.936, 27.289, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.872, 40.962, 42.454, 41.424, 41.424, 41.424, 40.441, 41.879, 42.047, 36.147, 37.056, 37.225, 37.429, 37.429, 37.429, 37.520, 37.822, 38.605, 38.030, 38.989, 39.089, 39.434, 39.434, 39.434, 39.581, 39.890, 40.639, 6.686, 6.705, 8.696, 6.899, 6.899, 6.899, 5.323, 7.193, 7.265, 26.026, 26.377, 27.354, 26.596, 26.596, 26.596, 25.698, 26.883, 27.239, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.776, 40.908, 42.364, 41.334, 41.334, 41.334, 40.393, 41.789, 41.981, 36.100, 37.009, 37.194, 37.384, 37.384, 37.384, 37.482, 37.779, 38.570, 37.983, 38.926, 39.057, 39.377, 39.377, 39.377, 39.534, 39.822, 40.608, 6.646, 6.661, 8.647, 6.849, 6.849, 6.849, 5.287, 7.151, 7.221, 25.979, 26.328, 27.301, 26.547, 26.547, 26.547, 25.650, 26.832, 27.190, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.699, 40.830, 42.292, 41.268, 41.268, 41.268, 40.339, 41.717, 41.909, 36.048, 36.980, 37.143, 37.346, 37.346, 37.346, 37.447, 37.730, 38.540, 37.920, 38.900, 38.984, 39.329, 39.329, 39.329, 39.502, 39.775, 40.561, 6.599, 6.629, 8.590, 6.802, 6.802, 6.802, 5.247, 7.109, 7.174, 25.929, 26.279, 27.252, 26.497, 26.497, 26.497, 25.602, 26.783, 27.142, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
7.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.645, 40.776, 42.208, 41.196, 41.196, 41.196, 40.303, 41.669, 41.837, 36.017, 36.945, 37.103, 37.285, 37.285, 37.285, 37.392, 37.695, 38.507, 37.873, 38.874, 38.942, 39.282, 39.282, 39.282, 39.439, 39.728, 40.540, 6.553, 6.596, 8.545, 6.759, 6.759, 6.759, 5.207, 7.069, 7.131, 25.882, 26.230, 27.202, 26.447, 26.447, 26.447, 25.555, 26.732, 27.094, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
