Spot weight, MU count, T [cm], U [cm], Energy [MeV], Preabsorber, Field
2484.7522, 2484.75, 5.22, -4.48, 91.354, OUT, F1
2483.5796, 2483.58, 0.00, 1.62, 80.970, OUT, F2
2476.4775, 2476.48, 0.78, -0.78, 85.241, OUT, F1
2476.3989, 2476.40, -2.97, -1.78, 126.102, OUT, F2
2474.9438, 2474.94, -6.20, 2.07, 102.725, OUT, F1
2474.6951, 2474.70, 1.19, 2.38, 126.102, OUT, F1
2471.3152, 2471.32, -7.16, -3.30, 142.341, OUT, F2
2468.7900, 2468.79, 5.21, 4.56, 109.793, OUT, F0
2468.5442, 2468.54, -4.75, 2.04, 104.527, OUT, F2
2464.3699, 2464.37, -2.61, -5.21, 109.793, OUT, F0
2460.7896, 2460.79, -3.08, 3.08, 87.315, OUT, F0
2460.5442, 2460.54, 2.80, 0.00, 56.191, OUT, F2
2460.2854, 2460.29, -8.49, -1.13, 136.608, OUT, F0
2453.7598, 2453.76, 4.16, -4.16, 126.102, OUT, F1
2452.7778, 2452.78, -4.08, -0.68, 104.527, OUT, F2
2451.1621, 2451.16, -4.76, 2.97, 122.974, OUT, F0
2450.7715, 2450.77, 1.57, -4.70, 85.241, OUT, F1
2450.5474, 2450.55, -7.59, 0.63, 113.199, OUT, F1
2450.1497, 2450.15, 4.42, 2.94, 93.323, OUT, F1
2446.1431, 2446.14, -3.35, -4.02, 106.304, OUT, F1
2446.0542, 2446.05, -2.72, -0.68, 104.527, OUT, F2
2444.5940, 2444.59, 0.00, 0.89, 64.393, OUT, F1
2442.7693, 2442.77, 2.97, 1.78, 122.974, OUT, F0
2442.1191, 2442.12, 1.75, -3.51, 69.439, OUT, F2
2440.3328, 2440.33, -0.77, 0.77, 87.315, OUT, F0
2440.1431, 2440.14, 2.15, -0.72, 97.168, OUT, F0
2439.4729, 2439.47, -2.07, 3.44, 102.725, OUT, F1
2438.4941, 2438.49, 2.97, -1.19, 122.974, OUT, F0
2436.4080, 2436.41, 0.68, -1.36, 104.527, OUT, F2
2435.7424, 2435.74, 0.59, 2.38, 126.102, OUT, F1
2433.5588, 2433.56, 5.02, 2.87, 97.168, OUT, F0
2433.3008, 2433.30, 0.76, 0.00, 89.352, OUT, F2
2432.7549, 2432.75, 0.95, 1.90, 53.245, OUT, F1
2431.5669, 2431.57, 5.86, 1.30, 109.793, OUT, F0
2431.3389, 2431.34, -2.72, -1.36, 104.527, OUT, F2
2430.5574, 2430.56, 5.02, 0.00, 97.168, OUT, F0
2427.9709, 2427.97, 3.91, 3.26, 109.793, OUT, F0
2427.2747, 2427.27, 6.25, -1.79, 64.393, OUT, F1
2424.9526, 2424.95, 5.35, 1.78, 126.102, OUT, F0
2421.8093, 2421.81, -0.68, 0.68, 104.527, OUT, F2
2419.0967, 2419.10, 1.73, 0.00, 71.858, OUT, F2
2415.0142, 2415.01, 5.86, 3.91, 109.793, OUT, F0
2413.9893, 2413.99, 2.09, 3.49, 100.899, OUT, F2
2413.7864, 2413.79, 4.76, -1.90, 53.245, OUT, F1
2413.6040, 2413.60, -8.49, -1.70, 136.608, OUT, F0
2412.9556, 2412.96, -6.14, -2.46, 116.527, OUT, F1
2412.1221, 2412.12, 4.07, 0.58, 132.184, OUT, F1
2411.7971, 2411.80, 1.57, -1.57, 85.241, OUT, F1
2409.0652, 2409.07, 2.79, -3.49, 100.899, OUT, F2
2407.0090, 2407.01, -7.36, 0.57, 136.608, OUT, F0
2406.4658, 2406.47, 5.15, 2.94, 93.323, OUT, F0
2405.9932, 2405.99, 5.32, -2.36, 129.170, OUT, F1
2399.3318, 2399.33, 5.39, 3.08, 87.315, OUT, F0
2395.6399, 2395.64, 3.40, 1.70, 74.217, OUT, F0
2395.6123, 2395.61, -4.30, 1.43, 97.168, OUT, F0
2394.5881, 2394.59, 0.85, -2.55, 74.217, OUT, F0
2394.5574, 2394.56, -5.66, 0.00, 99.047, OUT, F2
2392.9253, 2392.93, -0.77, 0.00, 87.315, OUT, F0
2392.3931, 2392.39, -0.86, 3.45, 71.858, OUT, F2
2391.0120, 2391.01, -1.68, 3.37, 138.058, OUT, F0
2386.1426, 2386.14, 3.19, -3.98, 83.127, OUT, F1
2385.3279, 2385.33, 3.44, -3.44, 102.725, OUT, F1
2385.2568, 2385.26, -0.78, 0.78, 85.241, OUT, F1
2383.8782, 2383.88, -1.19, -4.16, 122.974, OUT, F0
2381.5327, 2381.53, 3.37, -0.56, 138.058, OUT, F0
2380.5435, 2380.54, 3.79, 3.79, 89.352, OUT, F2
2380.0515, 2380.05, -0.74, 2.94, 93.323, OUT, F2
2379.7708, 2379.77, 2.35, 3.92, 85.241, OUT, F1
2377.2813, 2377.28, 4.69, 2.01, 106.304, OUT, F1
2375.3640, 2375.36, -7.70, -0.64, 111.506, OUT, F1
2375.2996, 2375.30, 5.60, -2.80, 56.191, OUT, F1
2373.2661, 2373.27, -2.04, 2.04, 104.527, OUT, F2
2371.3755, 2371.38, -5.94, -3.57, 122.974, OUT, F2
2369.6704, 2369.67, -0.93, -1.87, 56.191, OUT, F1
2368.8928, 2368.89, 3.08, 5.39, 87.315, OUT, F0
2367.0342, 2367.03, -4.30, 0.72, 97.168, OUT, F0
2363.3442, 2363.34, 2.97, 1.78, 122.974, OUT, F2
2362.2280, 2362.23, -1.73, 2.59, 71.858, OUT, F2
2362.0278, 2362.03, -3.85, -5.78, 111.506, OUT, F0
2361.6775, 2361.68, -4.07, 0.00, 132.184, OUT, F1
2359.4651, 2359.47, -0.69, 3.44, 102.725, OUT, F1
2359.4590, 2359.46, 2.43, -4.86, 80.970, OUT, F2
2357.5220, 2357.52, -5.21, 3.91, 109.793, OUT, F0
2355.7883, 2355.79, 2.01, -2.68, 106.304, OUT, F1
2355.2366, 2355.24, 3.49, -3.49, 100.899, OUT, F2
2353.0986, 2353.10, 1.87, -2.80, 56.191, OUT, F2
2352.8696, 2352.87, 0.00, -0.63, 113.199, OUT, F1
2348.5415, 2348.54, -0.86, 2.59, 71.858, OUT, F2
2346.2598, 2346.26, -0.81, -1.62, 80.970, OUT, F2
2343.8337, 2343.83, 2.94, -1.47, 93.323, OUT, F2
2341.6938, 2341.69, -3.40, -2.72, 104.527, OUT, F2
2336.4355, 2336.44, -4.61, 2.31, 133.671, OUT, F1
2335.5242, 2335.52, 2.80, 1.87, 56.191, OUT, F2
2335.3667, 2335.37, 1.90, -0.95, 53.245, OUT, F1
2333.9622, 2333.96, 5.71, -0.95, 53.245, OUT, F1
2330.9934, 2330.99, -5.86, 3.26, 109.793, OUT, F0
2330.4546, 2330.45, 5.94, 5.94, 74.217, OUT, F0
2329.8608, 2329.86, 2.07, -2.75, 102.725, OUT, F1
2326.3062, 2326.31, 2.86, -4.76, 53.245, OUT, F1
2324.9800, 2324.98, 2.27, 2.27, 89.352, OUT, F2
2324.5830, 2324.58, 4.24, 4.95, 99.047, OUT, F2
2323.4167, 2323.42, 2.39, 3.19, 83.127, OUT, F1
2322.5190, 2322.52, -2.94, -4.42, 93.323, OUT, F2
2322.2185, 2322.22, 3.19, 0.00, 83.127, OUT, F1
2321.5930, 2321.59, -7.70, 0.64, 111.506, OUT, F1
2321.1567, 2321.16, -3.21, 2.57, 111.506, OUT, F1
2320.1787, 2320.18, -0.52, -1.03, 158.565, OUT, F0
2319.3755, 2319.38, 0.89, 0.00, 64.393, OUT, F1
2317.0330, 2317.03, 4.76, 1.19, 122.974, OUT, F2
2313.1167, 2313.12, 5.53, -3.68, 116.527, OUT, F1
2313.0142, 2313.01, -1.59, 3.19, 83.127, OUT, F1
2310.4822, 2310.48, -5.57, 0.56, 139.497, OUT, F2
2308.6931, 2308.69, -0.76, 4.55, 89.352, OUT, F2
2306.7441, 2306.74, 2.31, -0.77, 87.315, OUT, F0
2305.1775, 2305.18, 2.38, 1.78, 122.974, OUT, F2
2305.0566, 2305.06, -7.37, 0.61, 116.527, OUT, F1
2303.7566, 2303.76, -2.26, -1.13, 136.608, OUT, F0
2302.4182, 2302.42, 0.86, 6.90, 71.858, OUT, F2
2296.5320, 2296.53, 5.09, 0.85, 74.217, OUT, F0
2292.7874, 2292.79, 3.73, -0.93, 56.191, OUT, F2
2289.9746, 2289.97, 3.07, -4.91, 116.527, OUT, F1
2288.3931, 2288.39, 5.91, 0.00, 129.170, OUT, F1
2287.7161, 2287.72, -4.73, -2.95, 129.170, OUT, F1
2286.4202, 2286.42, 1.95, 0.00, 109.793, OUT, F0
2281.9653, 2281.97, 0.77, -2.31, 87.315, OUT, F0
2280.2925, 2280.29, 1.32, -3.97, 108.060, OUT, F0
2279.3618, 2279.36, 3.85, -2.31, 87.315, OUT, F0
2278.4282, 2278.43, -1.87, 2.80, 56.191, OUT, F2
2277.1121, 2277.11, 0.70, 2.79, 100.899, OUT, F2
2276.9866, 2276.99, -7.37, 1.84, 116.527, OUT, F1
2276.0217, 2276.02, -2.75, -1.38, 102.725, OUT, F1
2275.4150, 2275.42, -3.68, 2.94, 93.323, OUT, F0
2275.2795, 2275.28, 1.57, 3.13, 85.241, OUT, F1
2275.2244, 2275.22, 3.03, -1.52, 89.352, OUT, F2
2272.8677, 2272.87, 4.30, 5.73, 97.168, OUT, F0
2272.1123, 2272.11, 2.80, 0.93, 56.191, OUT, F0
2270.0630, 2270.06, -1.95, 4.56, 109.793, OUT, F0
2268.3486, 2268.35, -6.03, 1.34, 106.304, OUT, F1
2266.8586, 2266.86, 3.57, 2.68, 64.393, OUT, F1
2264.2083, 2264.21, -2.31, -0.77, 87.315, OUT, F0
2263.0461, 2263.05, 1.78, 1.78, 122.974, OUT, F0
2260.5891, 2260.59, 4.19, -2.09, 100.899, OUT, F2
2258.5535, 2258.55, -0.56, 0.56, 138.058, OUT, F0
2258.5527, 2258.55, -6.13, 2.23, 139.497, OUT, F2
2255.9390, 2255.94, 6.28, 2.09, 100.899, OUT, F2
2254.9944, 2254.99, 0.00, -1.57, 85.241, OUT, F1
2254.1233, 2254.12, 4.47, -1.79, 64.393, OUT, F1
2253.7932, 2253.79, 2.21, 3.68, 93.323, OUT, F2
2252.0532, 2252.05, -2.61, -5.86, 109.793, OUT, F0
2251.1155, 2251.12, 5.13, 4.49, 111.506, OUT, F0
2251.0818, 2251.08, 2.36, 1.77, 129.170, OUT, F1
2249.6145, 2249.61, -5.91, 1.18, 129.170, OUT, F1
2249.3545, 2249.35, -2.94, -2.21, 93.323, OUT, F1
2249.1921, 2249.19, -0.59, 1.78, 126.102, OUT, F1
2246.4429, 2246.44, 6.32, -2.53, 113.199, OUT, F1
2245.7649, 2245.76, 0.00, 1.78, 126.102, OUT, F1
2243.9966, 2244.00, -6.79, 1.70, 136.608, OUT, F0
2240.2249, 2240.22, -0.66, 3.97, 108.060, OUT, F0
2238.8752, 2238.88, 1.47, 1.47, 93.323, OUT, F2
2237.4336, 2237.43, -0.93, -2.80, 56.191, OUT, F2
2235.0146, 2235.01, 5.15, -4.42, 93.323, OUT, F1
2233.8191, 2233.82, 2.57, -2.57, 111.506, OUT, F1
2231.1118, 2231.11, -4.30, 2.87, 97.168, OUT, F0
2230.7441, 2230.74, 1.82, -3.03, 118.164, OUT, F0
2229.9609, 2229.96, 3.49, 0.00, 132.184, OUT, F0
2229.6636, 2229.66, -4.88, -4.19, 100.899, OUT, F2
2228.1577, 2228.16, 3.53, -2.65, 66.953, OUT, F2
2227.6995, 2227.70, 2.86, -3.81, 53.245, OUT, F1
2225.2688, 2225.27, 3.57, -4.47, 64.393, OUT, F1
2224.7141, 2224.71, 3.97, 5.29, 108.060, OUT, F0
2224.0920, 2224.09, 3.13, 2.35, 85.241, OUT, F1
2223.3928, 2223.39, -6.32, 3.16, 113.199, OUT, F1
2222.7493, 2222.75, -1.32, -5.29, 108.060, OUT, F0
2221.8762, 2221.88, -4.61, 3.46, 133.671, OUT, F1
2219.4177, 2219.42, -2.04, -2.72, 104.527, OUT, F2
2218.2949, 2218.29, -2.31, 3.08, 87.315, OUT, F0
2218.1252, 2218.13, -8.14, 0.00, 132.184, OUT, F0
2210.6138, 2210.61, 4.76, 0.95, 53.245, OUT, F1
2209.9817, 2209.98, 0.00, 0.77, 87.315, OUT, F0
2209.0579, 2209.06, 4.38, 5.26, 69.439, OUT, F2
2208.2986, 2208.30, 5.35, 2.38, 126.102, OUT, F0
2207.5298, 2207.53, 4.49, 1.28, 111.506, OUT, F1
2207.4683, 2207.47, 5.39, 1.54, 87.315, OUT, F0
2207.0925, 2207.09, 2.39, 3.98, 83.127, OUT, F1
2205.4324, 2205.43, 3.24, 3.24, 80.970, OUT, F2
2204.3550, 2204.35, -0.77, -0.77, 87.315, OUT, F0
2202.0793, 2202.08, 4.25, 0.85, 74.217, OUT, F0
2201.3464, 2201.35, 4.78, 1.59, 83.127, OUT, F1
2201.1160, 2201.12, 5.35, 0.59, 126.102, OUT, F0
2199.9231, 2199.92, 4.05, 1.62, 80.970, OUT, F2
2199.4304, 2199.43, -0.95, -3.81, 53.245, OUT, F1
2198.0168, 2198.02, 3.07, 1.84, 116.527, OUT, F1
2196.7600, 2196.76, 0.00, 1.79, 64.393, OUT, F1
2194.1160, 2194.12, 0.74, -5.89, 93.323, OUT, F0
2194.0884, 2194.09, 3.07, -2.46, 116.527, OUT, F1
2193.4146, 2193.41, -0.66, 5.29, 108.060, OUT, F0
2192.6997, 2192.70, -0.76, 0.00, 89.352, OUT, F2
2190.1304, 2190.13, 3.08, -2.31, 87.315, OUT, F0
2189.4485, 2189.45, 3.19, 2.39, 83.127, OUT, F1
2189.0339, 2189.03, 0.68, 0.68, 104.527, OUT, F2
2186.9668, 2186.97, -1.75, 2.63, 69.439, OUT, F2
2185.8484, 2185.85, 1.93, 0.00, 111.506, OUT, F0
2185.0002, 2185.00, -7.13, -3.57, 122.974, OUT, F0
2183.0000, 2183.00, 2.35, -1.57, 85.241, OUT, F1
2182.1030, 2182.10, 4.13, 2.07, 102.725, OUT, F1
2182.0854, 2182.09, 1.70, 4.25, 74.217, OUT, F0
2181.5715, 2181.57, 4.73, -2.95, 129.170, OUT, F1
2179.5115, 2179.51, -4.55, 2.27, 89.352, OUT, F2
2172.3828, 2172.38, 4.69, 4.69, 106.304, OUT, F0
2170.0271, 2170.03, 5.13, -1.93, 111.506, OUT, F0
2168.8484, 2168.85, -1.38, 0.00, 102.725, OUT, F1
2168.3328, 2168.33, -6.03, 0.00, 106.304, OUT, F1
2165.4885, 2165.49, -0.76, -4.55, 89.352, OUT, F2
2160.9570, 2160.96, 6.03, 3.35, 106.304, OUT, F0
2160.1399, 2160.14, 2.80, -6.53, 56.191, OUT, F1
2159.8928, 2159.89, 0.56, -0.56, 138.058, OUT, F0
2159.6780, 2159.68, 3.98, 1.59, 83.127, OUT, F1
2159.3381, 2159.34, -4.16, -2.38, 126.102, OUT, F1
2153.0825, 2153.08, 5.86, 1.95, 109.793, OUT, F0
2152.7947, 2152.79, -1.77, 2.65, 66.953, OUT, F2
2152.2339, 2152.23, 5.45, 3.03, 118.164, OUT, F0
2151.4829, 2151.48, -1.36, -0.68, 104.527, OUT, F2
2151.1067, 2151.11, 4.79, 2.40, 119.784, OUT, F2
2149.8728, 2149.87, -6.14, 0.00, 116.527, OUT, F1
2148.0942, 2148.09, -3.21, -0.64, 111.506, OUT, F0
2146.5657, 2146.57, 3.49, -2.79, 100.899, OUT, F2
2143.8152, 2143.82, -6.54, -3.57, 122.974, OUT, F2
2143.7681, 2143.77, 3.68, 4.42, 93.323, OUT, F0
2143.4294, 2143.43, 1.73, -3.45, 71.858, OUT, F2
2143.0205, 2143.02, -4.19, -3.49, 100.899, OUT, F2
2141.6943, 2141.69, 3.24, 0.00, 80.970, OUT, F2
2140.7180, 2140.72, -4.75, 0.68, 104.527, OUT, F2
2140.3899, 2140.39, -6.23, 2.26, 136.608, OUT, F0
2139.5430, 2139.54, 2.68, -1.79, 64.393, OUT, F1
2137.2173, 2137.22, 2.31, 1.54, 87.315, OUT, F0
2135.9661, 2135.97, -0.76, -1.52, 89.352, OUT, F2
2135.2739, 2135.27, 4.02, 2.01, 106.304, OUT, F1
2134.9084, 2134.91, 3.57, 1.78, 122.974, OUT, F0
2133.8945, 2133.89, -5.35, -0.59, 126.102, OUT, F2
2131.9258, 2131.93, -0.66, -5.29, 108.060, OUT, F0
2130.7048, 2130.70, -1.93, 5.13, 111.506, OUT, F0
2128.1431, 2128.14, 2.59, 2.59, 71.858, OUT, F2
2126.2222, 2126.22, 0.00, 3.24, 80.970, OUT, F2
2119.2151, 2119.22, 3.68, -3.68, 93.323, OUT, F2
2119.0938, 2119.09, 0.00, 1.26, 113.199, OUT, F1
2118.8245, 2118.82, 0.00, -5.36, 106.304, OUT, F0
2118.7009, 2118.70, 3.98, -3.19, 83.127, OUT, F1
2117.5859, 2117.59, -4.30, 4.30, 97.168, OUT, F0
2115.5310, 2115.53, 0.00, 2.97, 126.102, OUT, F0
2112.6016, 2112.60, -8.49, -2.26, 136.608, OUT, F0
2111.8831, 2111.88, -4.16, 1.19, 126.102, OUT, F1
2106.5867, 2106.59, -8.48, 0.61, 118.164, OUT, F0
2105.6992, 2105.70, 2.59, 6.90, 71.858, OUT, F2
2103.7175, 2103.72, 0.00, 3.85, 87.315, OUT, F0
2103.3452, 2103.35, 0.86, 0.86, 71.858, OUT, F2
2100.2139, 2100.21, 1.79, -0.89, 64.393, OUT, F1
2099.6533, 2099.65, -5.94, -0.59, 126.102, OUT, F0
2097.1721, 2097.17, 7.06, 0.64, 111.506, OUT, F1
2095.5828, 2095.58, 3.21, -4.49, 111.506, OUT, F1
2095.1086, 2095.11, 4.88, 4.19, 100.899, OUT, F2
2094.9707, 2094.97, 4.56, -1.30, 109.793, OUT, F0
2094.6106, 2094.61, 0.00, -0.76, 89.352, OUT, F2
2094.3606, 2094.36, 3.85, -0.77, 87.315, OUT, F0
2092.5273, 2092.53, 4.62, -3.85, 87.315, OUT, F0
2091.7534, 2091.75, -0.77, 3.08, 87.315, OUT, F0
2090.6650, 2090.67, -2.35, -3.13, 85.241, OUT, F1
2083.5452, 2083.55, 5.29, 3.97, 108.060, OUT, F0
2082.8145, 2082.81, 4.77, 0.00, 121.387, OUT, F0
2081.9041, 2081.90, 4.62, -0.77, 87.315, OUT, F0
2080.4321, 2080.43, -0.59, 2.97, 126.102, OUT, F0
2080.0815, 2080.08, 2.43, 2.43, 80.970, OUT, F2
2079.8879, 2079.89, 3.73, -1.87, 56.191, OUT, F1
2076.6028, 2076.60, -4.07, -0.58, 132.184, OUT, F1
2076.5806, 2076.58, -4.14, 1.18, 129.170, OUT, F1
2076.4421, 2076.44, 2.35, -0.78, 85.241, OUT, F1
2075.5310, 2075.53, -5.99, -0.54, 146.526, OUT, F2
2075.2415, 2075.24, 6.03, 4.02, 106.304, OUT, F0
2075.2073, 2075.21, 0.70, 0.00, 100.899, OUT, F2
2075.0576, 2075.06, 2.21, 2.21, 93.323, OUT, F2
2074.3079, 2074.31, 2.80, -0.93, 56.191, OUT, F2
2071.9314, 2071.93, -2.21, -2.94, 93.323, OUT, F2
2067.5090, 2067.51, 2.87, 4.30, 97.168, OUT, F0
2066.9963, 2067.00, 5.89, 2.94, 93.323, OUT, F2
2065.7251, 2065.73, 5.48, -3.92, 85.241, OUT, F1
2065.5276, 2065.53, -1.07, 0.54, 150.621, OUT, F0
2063.4131, 2063.41, 4.76, -0.59, 122.974, OUT, F2
2057.7097, 2057.71, -6.03, 0.67, 106.304, OUT, F1
2057.0464, 2057.05, 0.74, -5.15, 93.323, OUT, F2
2056.9851, 2056.99, 4.48, 2.98, 91.354, OUT, F1
2056.6370, 2056.64, 1.57, 3.92, 85.241, OUT, F1
2055.6753, 2055.68, 3.74, -1.25, 114.872, OUT, F2
2055.5273, 2055.53, -3.55, 4.73, 129.170, OUT, F1
2054.3447, 2054.34, 0.67, 2.68, 106.304, OUT, F1
2052.3599, 2052.36, -4.69, 0.00, 106.304, OUT, F0
2050.3555, 2050.36, 5.60, 3.73, 56.191, OUT, F2
2048.8762, 2048.88, -1.93, -4.49, 111.506, OUT, F0
2044.3739, 2044.37, -2.40, 1.80, 119.784, OUT, F2
2043.5786, 2043.58, -6.79, 0.68, 104.527, OUT, F2
2041.8906, 2041.89, -2.79, -0.70, 100.899, OUT, F2
2040.0657, 2040.07, 5.78, 1.28, 111.506, OUT, F0
2039.9952, 2040.00, 2.31, -4.62, 87.315, OUT, F0
2039.2323, 2039.23, 3.98, -2.39, 83.127, OUT, F1
2037.8741, 2037.87, -2.80, -2.80, 56.191, OUT, F1
2034.3821, 2034.38, -0.88, -4.38, 69.439, OUT, F2
2031.8157, 2031.82, 3.85, -2.57, 111.506, OUT, F1
2031.2817, 2031.28, 2.68, -2.68, 64.393, OUT, F1
2030.3882, 2030.39, 0.95, -0.95, 53.245, OUT, F1
2028.0452, 2028.05, 5.58, -2.39, 83.127, OUT, F1
2027.2761, 2027.28, 6.16, 1.54, 87.315, OUT, F0
2025.3560, 2025.36, 4.25, -1.70, 74.217, OUT, F0
2024.9003, 2024.90, 4.63, 5.29, 108.060, OUT, F0
2024.6222, 2024.62, 5.39, -3.60, 119.784, OUT, F2
2024.2408, 2024.24, -3.21, -5.13, 111.506, OUT, F0
2023.6648, 2023.66, 3.73, 2.80, 56.191, OUT, F1
2021.9152, 2021.92, 0.81, -4.05, 80.970, OUT, F2
2021.5876, 2021.59, 1.36, -0.68, 104.527, OUT, F2
2020.9122, 2020.91, 3.45, 2.59, 71.858, OUT, F2
2020.6989, 2020.70, -4.75, -3.57, 126.102, OUT, F1
2020.6105, 2020.61, 4.25, 5.94, 74.217, OUT, F0
2017.5903, 2017.59, 5.69, -4.43, 113.199, OUT, F1
2016.8110, 2016.81, -3.26, -0.65, 109.793, OUT, F0
2016.0883, 2016.09, 0.72, -2.15, 97.168, OUT, F0
2011.6392, 2011.64, -7.16, -0.55, 142.341, OUT, F2
2011.0784, 2011.08, -6.06, -0.61, 118.164, OUT, F0
2010.6738, 2010.67, 4.55, 0.00, 89.352, OUT, F2
2010.3538, 2010.35, 0.76, -1.52, 89.352, OUT, F2
2009.4941, 2009.49, 4.19, 0.00, 119.784, OUT, F2
2008.9506, 2008.95, -4.05, -0.81, 80.970, OUT, F2
2006.5226, 2006.52, -7.13, 0.59, 122.974, OUT, F0
2005.9764, 2005.98, 2.04, 0.00, 104.527, OUT, F2
2005.1350, 2005.14, -8.91, -2.97, 126.102, OUT, F0
2003.6694, 2003.67, 1.87, -2.80, 56.191, OUT, F1
2003.4934, 2003.49, -5.02, 1.43, 97.168, OUT, F0
2000.7742, 2000.77, 2.68, 0.89, 64.393, OUT, F1
2000.3551, 2000.36, -0.86, 0.86, 71.858, OUT, F2
1999.2026, 1999.20, 6.14, -2.46, 116.527, OUT, F1
1998.6062, 1998.61, -1.05, -1.05, 154.632, OUT, F0
1998.5106, 1998.51, -3.24, 2.43, 80.970, OUT, F2
1996.7142, 1996.71, 1.70, 2.55, 74.217, OUT, F0
1994.5992, 1994.60, 3.08, -1.54, 87.315, OUT, F0
1992.7926, 1992.79, 4.16, 1.19, 122.974, OUT, F2
1992.6813, 1992.68, 4.25, 1.70, 74.217, OUT, F0
1992.6022, 1992.60, 2.68, 2.01, 106.304, OUT, F1
1992.3142, 1992.31, -2.31, 0.77, 87.315, OUT, F0
1992.2313, 1992.23, 6.03, 0.00, 106.304, OUT, F1
1987.9155, 1987.92, 4.76, -0.95, 53.245, OUT, F1
1987.4294, 1987.43, 0.67, 0.67, 106.304, OUT, F1
1987.1104, 1987.11, -0.78, -1.57, 85.241, OUT, F1
1986.4526, 1986.45, -7.17, 0.65, 109.793, OUT, F0
1986.0625, 1986.06, 5.39, 0.77, 87.315, OUT, F0
1985.6323, 1985.63, -2.72, 2.04, 104.527, OUT, F2
1984.8497, 1984.85, 2.86, 0.00, 53.245, OUT, F1
1984.6309, 1984.63, -0.86, -1.73, 71.858, OUT, F2
1980.2501, 1980.25, -2.07, 4.82, 102.725, OUT, F1
1979.1276, 1979.13, -4.65, 3.49, 132.184, OUT, F1
1978.8824, 1978.88, 1.47, 2.94, 93.323, OUT, F0
1977.8733, 1977.87, 6.51, 0.00, 109.793, OUT, F0
1975.7455, 1975.75, 3.57, 1.19, 122.974, OUT, F2
1975.2948, 1975.29, 4.36, -1.25, 114.872, OUT, F2
1972.2330, 1972.23, -2.53, 3.16, 113.199, OUT, F1
1971.5437, 1971.54, 1.36, 1.36, 104.527, OUT, F2
1970.5890, 1970.59, -5.91, -2.36, 129.170, OUT, F1
1970.5153, 1970.52, 4.78, 0.80, 83.127, OUT, F1
1970.0178, 1970.02, -3.16, 1.90, 113.199, OUT, F1
1968.8385, 1968.84, -3.68, -3.68, 116.527, OUT, F1
1968.4050, 1968.41, 0.93, -1.87, 56.191, OUT, F1
1968.1780, 1968.18, -6.54, 0.59, 126.102, OUT, F2
1965.9963, 1966.00, 1.75, 1.16, 132.184, OUT, F0
1964.4363, 1964.44, -4.61, 0.58, 133.671, OUT, F1
1960.6935, 1960.69, 6.95, 0.00, 113.199, OUT, F1
1960.6855, 1960.69, 3.79, 3.03, 89.352, OUT, F2
1960.3373, 1960.34, 0.86, -3.45, 71.858, OUT, F2
1960.1847, 1960.18, -5.94, 2.97, 126.102, OUT, F1
1959.5553, 1959.56, 0.70, -2.09, 100.899, OUT, F2
1959.3055, 1959.31, 0.77, 3.08, 87.315, OUT, F0
1959.1401, 1959.14, 2.21, 1.47, 93.323, OUT, F0
1958.9095, 1958.91, -5.77, 1.15, 133.671, OUT, F1
1956.3210, 1956.32, 0.85, -1.70, 74.217, OUT, F0
1954.6027, 1954.60, 5.48, -2.35, 85.241, OUT, F1
1953.3256, 1953.33, 2.27, -2.27, 89.352, OUT, F2
1953.0233, 1953.02, -4.75, 1.78, 126.102, OUT, F2
1948.0435, 1948.04, -0.86, 0.00, 71.858, OUT, F2
1945.5118, 1945.51, 2.86, -1.90, 53.245, OUT, F1
1944.5619, 1944.56, 1.90, 0.95, 53.245, OUT, F1
1944.0378, 1944.04, -1.68, 1.68, 138.058, OUT, F0
1941.3995, 1941.40, -3.58, 4.30, 97.168, OUT, F0
1940.5203, 1940.52, -5.35, -0.59, 122.974, OUT, F2
1940.0157, 1940.02, 3.40, 0.85, 74.217, OUT, F0
1938.1278, 1938.13, 5.91, -0.59, 129.170, OUT, F1
1937.9249, 1937.92, 0.75, 2.98, 91.354, OUT, F1
1937.5481, 1937.55, 7.47, 0.00, 56.191, OUT, F0
1937.1809, 1937.18, 4.36, 0.00, 114.872, OUT, F2
1935.0144, 1935.01, 6.54, 0.59, 126.102, OUT, F1
1934.5938, 1934.59, 1.75, 3.51, 69.439, OUT, F2
1932.8063, 1932.81, -0.86, -4.31, 71.858, OUT, F2
1929.8374, 1929.84, 3.40, 0.00, 74.217, OUT, F0
1927.3312, 1927.33, -4.88, 4.19, 100.899, OUT, F2
1926.9789, 1926.98, 0.64, 2.57, 111.506, OUT, F1
1925.5038, 1925.50, 3.21, 0.64, 111.506, OUT, F0
1924.9409, 1924.94, 0.69, 2.75, 102.725, OUT, F1
1924.0227, 1924.02, 5.35, 1.19, 126.102, OUT, F2
1924.0181, 1924.02, 5.96, -1.19, 121.387, OUT, F0
1922.9324, 1922.93, 1.90, -3.81, 53.245, OUT, F1
1917.8564, 1917.86, 2.27, -3.03, 89.352, OUT, F2
1917.7384, 1917.74, 0.66, 5.29, 108.060, OUT, F0
1915.7195, 1915.72, 3.68, -4.91, 116.527, OUT, F1
1911.8116, 1911.81, -6.73, -1.12, 138.058, OUT, F0
1909.5127, 1909.51, -5.91, 1.77, 129.170, OUT, F1
1908.8562, 1908.86, 2.35, -3.13, 85.241, OUT, F1
1908.5753, 1908.58, -6.79, 1.36, 104.527, OUT, F2
