Spot weight, MU count, T [cm], U [cm], Energy [MeV], Preabsorber, Field
5638.1724, 5638.17, -7.99, 0.47, 129.170, OUT, F2
5637.7417, 5637.74, 4.23, -2.82, 104.527, OUT, F2
5637.7188, 5637.72, -1.41, 3.29, 66.953, OUT, F2
5636.3286, 5636.33, 1.88, -4.70, 93.323, OUT, F2
5633.6387, 5633.64, 0.47, -1.88, 102.725, OUT, F1
5631.9414, 5631.94, 4.70, 2.82, 102.725, OUT, F1
5615.9819, 5615.98, 4.23, -3.29, 127.643, OUT, F1
5610.3945, 5610.39, -4.23, 1.88, 136.608, OUT, F1
5609.8525, 5609.85, 1.41, 1.41, 145.141, OUT, F1
5606.1675, 5606.17, -5.17, 1.41, 149.266, OUT, F1
5599.6782, 5599.68, -3.76, 3.29, 132.184, OUT, F1
5587.0205, 5587.02, 2.82, -0.47, 145.141, OUT, F1
5585.5068, 5585.51, -5.17, 2.35, 145.141, OUT, F1
5585.0835, 5585.08, 2.35, -0.94, 140.924, OUT, F1
5583.7837, 5583.78, -2.35, 2.82, 121.387, OUT, F0
5581.9263, 5581.93, 1.41, 0.94, 139.497, OUT, F0
5573.4243, 5573.42, -1.88, -1.41, 102.725, OUT, F1
5571.9932, 5571.99, 5.64, 2.35, 104.527, OUT, F2
5571.5635, 5571.56, 0.94, 0.00, 124.545, OUT, F2
5571.1885, 5571.19, 2.35, -0.47, 145.141, OUT, F1
5565.6084, 5565.61, 3.76, -0.94, 140.924, OUT, F1
5564.0264, 5564.03, 2.35, -4.23, 91.354, OUT, F1
5550.2656, 5550.27, 1.41, 0.47, 149.266, OUT, F1
5550.0186, 5550.02, 0.94, -1.88, 139.497, OUT, F0
5547.8442, 5547.84, 1.88, 2.82, 116.527, OUT, F0
5545.5137, 5545.51, 0.47, -5.17, 78.769, OUT, F1
5544.5508, 5544.55, 4.23, 2.82, 126.102, OUT, F0
5538.8237, 5538.82, -2.35, -1.88, 135.146, OUT, F0
5537.9497, 5537.95, -7.05, 0.94, 143.746, OUT, F0
5537.9233, 5537.92, 3.76, -0.47, 140.924, OUT, F1
5537.3438, 5537.34, 0.94, -1.41, 147.901, OUT, F0
5536.4414, 5536.44, 5.17, -1.41, 138.058, OUT, F2
5534.8423, 5534.84, 4.70, -0.47, 121.387, OUT, F0
5531.6445, 5531.64, 0.94, 0.00, 136.608, OUT, F1
5528.5952, 5528.60, -5.64, -0.94, 138.058, OUT, F2
5528.3315, 5528.33, 4.70, -2.82, 119.784, OUT, F2
5526.6270, 5526.63, 3.29, -2.35, 122.974, OUT, F1
5525.9355, 5525.94, -6.11, 1.41, 150.621, OUT, F2
5523.7378, 5523.74, 0.47, 0.47, 155.952, OUT, F0
5520.2813, 5520.28, -5.64, -0.47, 142.341, OUT, F2
5516.2070, 5516.21, -0.94, -0.47, 155.952, OUT, F0
5515.4331, 5515.43, 1.88, 4.70, 80.970, OUT, F2
5513.6523, 5513.65, 2.82, -3.76, 89.352, OUT, F0
5510.7168, 5510.72, -4.70, 0.94, 133.671, OUT, F2
5510.4473, 5510.45, 2.35, 0.94, 139.497, OUT, F0
5504.6348, 5504.63, 0.94, 4.70, 80.970, OUT, F2
5499.7573, 5499.76, 2.82, 5.17, 80.970, OUT, F2
5497.0483, 5497.05, 2.82, 3.29, 106.304, OUT, F0
5496.5732, 5496.57, -4.70, -4.70, 116.527, OUT, F0
5492.1201, 5492.12, 4.70, -1.88, 140.924, OUT, F1
5489.9932, 5489.99, -4.70, -2.82, 114.872, OUT, F2
5482.9951, 5483.00, 3.76, -2.35, 122.974, OUT, F1
5479.0938, 5479.09, 0.94, 3.29, 109.793, OUT, F2
5478.3306, 5478.33, -7.05, -1.88, 154.632, OUT, F2
5473.6240, 5473.62, -6.11, -3.76, 121.387, OUT, F0
5469.7319, 5469.73, -7.05, 0.00, 146.526, OUT, F2
5465.3584, 5465.36, 0.47, 4.23, 106.304, OUT, F0
5463.4482, 5463.45, 0.94, 4.23, 91.354, OUT, F1
5460.6904, 5460.69, 0.47, 5.17, 87.315, OUT, F2
5458.8330, 5458.83, -4.23, 1.88, 116.527, OUT, F0
5457.3276, 5457.33, -5.17, 2.35, 142.341, OUT, F2
5452.0728, 5452.07, -6.58, -1.41, 154.632, OUT, F2
5451.8682, 5451.87, 3.29, -3.76, 87.315, OUT, F2
5450.6753, 5450.68, 5.17, 3.29, 66.953, OUT, F2
5450.3120, 5450.31, 3.76, -1.41, 114.872, OUT, F2
5448.1235, 5448.12, -6.11, 2.82, 124.545, OUT, F2
5448.0308, 5448.03, 0.47, -0.94, 159.859, OUT, F0
5445.3618, 5445.36, -2.35, 0.47, 129.170, OUT, F2
5444.9443, 5444.94, -3.76, 3.76, 121.387, OUT, F0
5444.8203, 5444.82, -0.47, -3.29, 135.146, OUT, F0
5444.7954, 5444.80, 4.70, 2.82, 130.684, OUT, F0
5440.6953, 5440.70, 6.11, 0.94, 111.506, OUT, F0
5429.7754, 5429.78, -0.47, -3.76, 126.102, OUT, F0
5426.2769, 5426.28, -2.35, -4.70, 111.506, OUT, F0
5423.3779, 5423.38, 3.29, 0.94, 139.497, OUT, F0
5422.5508, 5422.55, -1.88, -2.35, 97.168, OUT, F1
5419.6973, 5419.70, -4.23, 1.41, 136.608, OUT, F1
5416.6929, 5416.69, -5.64, 2.82, 129.170, OUT, F2
5414.3569, 5414.36, -4.23, 0.94, 136.608, OUT, F1
5413.9517, 5413.95, 3.29, 5.17, 80.970, OUT, F2
5407.9707, 5407.97, 5.64, -0.94, 136.608, OUT, F1
5407.3169, 5407.32, -5.64, -2.35, 126.102, OUT, F0
5404.1240, 5404.12, -0.47, 0.00, 124.545, OUT, F2
5401.1392, 5401.14, 0.94, -2.82, 130.684, OUT, F0
5391.2349, 5391.23, -4.70, 1.88, 149.266, OUT, F1
5386.9409, 5386.94, 3.76, 2.35, 102.725, OUT, F1
5381.7095, 5381.71, 2.82, -3.29, 97.168, OUT, F1
5375.0347, 5375.03, -2.35, 1.88, 130.684, OUT, F0
5374.1860, 5374.19, 2.82, 0.94, 149.266, OUT, F1
5373.1807, 5373.18, 3.76, -1.88, 140.924, OUT, F1
5364.0649, 5364.06, -7.52, 0.94, 139.497, OUT, F0
5357.9951, 5358.00, -4.70, 2.82, 140.924, OUT, F1
5357.8643, 5357.86, 3.76, 5.17, 80.970, OUT, F2
5351.5830, 5351.58, 4.23, 1.88, 130.684, OUT, F0
5350.5767, 5350.58, -1.88, 4.23, 99.047, OUT, F2
5337.0620, 5337.06, 2.35, -1.88, 114.872, OUT, F2
5336.8794, 5336.88, -1.41, -2.35, 147.901, OUT, F0
5336.6831, 5336.68, -4.70, 1.41, 133.671, OUT, F2
5336.4771, 5336.48, -0.94, -0.94, 129.170, OUT, F2
5331.9458, 5331.95, -1.41, 0.47, 151.967, OUT, F0
5327.0156, 5327.02, -4.23, 1.88, 133.671, OUT, F2
5324.5410, 5324.54, 0.94, -2.35, 135.146, OUT, F0
5318.4517, 5318.45, -3.29, 3.76, 104.527, OUT, F2
5316.4663, 5316.47, 2.82, -0.94, 124.545, OUT, F2
5316.3198, 5316.32, -6.11, 2.35, 127.643, OUT, F1
5315.5723, 5315.57, 1.88, 0.94, 129.170, OUT, F2
5312.8076, 5312.81, 6.11, 0.47, 132.184, OUT, F1
5311.8130, 5311.81, 3.76, 1.41, 119.784, OUT, F2
5309.8970, 5309.90, -6.11, 0.94, 150.621, OUT, F2
5306.1665, 5306.17, 3.29, -3.76, 89.352, OUT, F0
5305.3784, 5305.38, -3.76, 1.41, 127.643, OUT, F1
5297.9282, 5297.93, 0.47, -1.88, 147.901, OUT, F0
5293.8975, 5293.90, -3.29, 0.00, 138.058, OUT, F2
5291.0518, 5291.05, 4.70, -0.94, 133.671, OUT, F2
5290.1436, 5290.14, -1.88, -1.88, 129.170, OUT, F2
5287.2139, 5287.21, 3.76, 1.88, 113.199, OUT, F1
5286.4014, 5286.40, 4.70, -2.35, 106.304, OUT, F0
5281.3745, 5281.37, -7.99, -0.94, 143.746, OUT, F0
5276.4736, 5276.47, -6.11, -0.47, 130.684, OUT, F0
5273.6440, 5273.64, 2.35, -0.94, 143.746, OUT, F0
5266.6724, 5266.67, 1.41, -0.47, 151.967, OUT, F0
5266.0425, 5266.04, 6.58, 0.47, 89.352, OUT, F0
5264.7700, 5264.77, -7.05, 0.00, 122.974, OUT, F1
5263.3130, 5263.31, -0.47, 0.94, 155.952, OUT, F0
5260.4238, 5260.42, -2.82, 4.23, 116.527, OUT, F0
5256.6489, 5256.65, 3.29, -2.82, 108.060, OUT, F1
5252.8584, 5252.86, 4.70, -2.35, 124.545, OUT, F2
5250.3281, 5250.33, 6.11, 4.23, 95.260, OUT, F0
5249.8052, 5249.81, 1.88, -5.17, 85.241, OUT, F1
5247.3574, 5247.36, -4.70, -1.41, 132.184, OUT, F1
5246.3687, 5246.37, -0.94, 3.29, 130.684, OUT, F0
5236.2788, 5236.28, -0.94, -1.41, 124.545, OUT, F2
5235.8125, 5235.81, -2.35, 2.35, 126.102, OUT, F0
5235.1895, 5235.19, 1.88, 0.00, 143.746, OUT, F0
5228.8501, 5228.85, 0.47, 4.70, 106.304, OUT, F0
5227.6851, 5227.69, 5.17, -1.41, 140.924, OUT, F1
5224.7852, 5224.79, 6.58, 1.41, 100.899, OUT, F0
5224.1743, 5224.17, 1.41, -2.35, 130.684, OUT, F0
5218.6226, 5218.62, 2.35, -1.41, 119.784, OUT, F2
5216.4922, 5216.49, -6.11, -0.94, 126.102, OUT, F0
5215.4629, 5215.46, 4.23, -0.94, 124.545, OUT, F2
5214.3091, 5214.31, -2.35, 0.00, 108.060, OUT, F1
5211.7920, 5211.79, -5.17, 0.47, 145.141, OUT, F1
5207.3682, 5207.37, -5.64, -2.82, 126.102, OUT, F0
5204.1621, 5204.16, -0.47, 3.76, 87.315, OUT, F2
5194.2437, 5194.24, 3.29, -1.41, 114.872, OUT, F2
5187.0830, 5187.08, -3.29, 3.76, 116.527, OUT, F0
5186.8115, 5186.81, -4.23, 0.94, 133.671, OUT, F2
5186.7720, 5186.77, 1.41, -0.47, 136.608, OUT, F1
5179.5884, 5179.59, -2.35, -5.17, 111.506, OUT, F0
5175.5918, 5175.59, 5.64, 3.29, 93.323, OUT, F2
5167.5610, 5167.56, 3.29, -1.41, 140.924, OUT, F1
5167.1382, 5167.14, 4.23, -4.23, 80.970, OUT, F2
5162.1958, 5162.20, 4.70, 2.35, 102.725, OUT, F1
5160.7197, 5160.72, 0.00, 3.76, 106.304, OUT, F0
5159.5830, 5159.58, 3.76, 2.82, 97.168, OUT, F1
5159.0107, 5159.01, 4.23, 4.23, 111.506, OUT, F0
5156.0811, 5156.08, -2.82, -4.23, 85.241, OUT, F1
5151.2373, 5151.24, 0.94, -2.35, 114.872, OUT, F2
5151.2202, 5151.22, 4.23, -0.94, 116.527, OUT, F0
5149.9097, 5149.91, -0.94, 0.94, 122.974, OUT, F1
5147.1494, 5147.15, 1.88, 5.64, 80.970, OUT, F2
5143.9917, 5143.99, 2.35, -5.17, 85.241, OUT, F1
5142.4497, 5142.45, 1.41, 4.23, 80.970, OUT, F2
5138.4204, 5138.42, 2.82, -1.88, 114.872, OUT, F2
5136.4824, 5136.48, -3.76, -2.82, 126.102, OUT, F0
5135.2788, 5135.28, 2.35, 1.88, 119.784, OUT, F2
5134.5151, 5134.52, -4.70, 0.00, 140.924, OUT, F1
5131.0640, 5131.06, 3.76, 0.00, 124.545, OUT, F2
5122.9824, 5122.98, -2.82, -5.64, 111.506, OUT, F0
5118.6157, 5118.62, 3.76, -0.94, 121.387, OUT, F0
5107.0859, 5107.09, 1.41, -2.35, 119.784, OUT, F2
5104.3354, 5104.34, 0.47, -2.35, 109.793, OUT, F2
5101.9927, 5101.99, -5.17, -3.29, 126.102, OUT, F0
5100.8901, 5100.89, 5.64, -1.88, 127.643, OUT, F1
5094.5688, 5094.57, -5.64, -0.94, 130.684, OUT, F0
5093.3521, 5093.35, 2.35, -5.64, 78.769, OUT, F1
5080.9473, 5080.95, 4.70, 4.23, 116.527, OUT, F0
5079.6523, 5079.65, 3.76, -4.23, 80.970, OUT, F2
5068.4126, 5068.41, 0.00, 2.35, 127.643, OUT, F1
5067.7212, 5067.72, -5.64, 2.35, 142.341, OUT, F2
5065.0488, 5065.05, 5.17, -0.47, 121.387, OUT, F0
5064.8105, 5064.81, 2.82, -1.88, 132.184, OUT, F1
5064.1787, 5064.18, 5.64, -0.47, 136.608, OUT, F1
5060.9888, 5060.99, -3.76, -0.94, 122.974, OUT, F1
5055.2993, 5055.30, 3.76, -1.88, 100.899, OUT, F0
5053.2227, 5053.22, 2.35, 0.00, 133.671, OUT, F2
5050.9595, 5050.96, 2.35, -4.23, 89.352, OUT, F0
5046.5249, 5046.52, -0.47, 2.82, 122.974, OUT, F1
5043.3926, 5043.39, 2.35, 5.64, 100.899, OUT, F0
5040.1748, 5040.17, 4.23, 1.88, 108.060, OUT, F1
5035.6509, 5035.65, -5.64, -2.35, 129.170, OUT, F2
5027.7661, 5027.77, 2.35, 0.47, 157.262, OUT, F1
5025.3643, 5025.36, 3.76, -3.29, 108.060, OUT, F1
5022.9712, 5022.97, 3.76, 2.82, 116.527, OUT, F0
5022.6899, 5022.69, -2.82, 2.82, 104.527, OUT, F2
5016.5781, 5016.58, -6.11, 0.47, 150.621, OUT, F2
5003.2642, 5003.26, 0.47, 3.76, 85.241, OUT, F1
5003.1880, 5003.19, -6.11, -4.23, 121.387, OUT, F0
4997.0371, 4997.04, 2.82, -0.94, 140.924, OUT, F1
4994.4927, 4994.49, -1.88, 2.35, 130.684, OUT, F0
4989.0356, 4989.04, 3.29, -3.29, 104.527, OUT, F2
4986.0283, 4986.03, 6.58, 2.35, 80.970, OUT, F2
4985.5845, 4985.58, -6.58, 0.47, 147.901, OUT, F0
4981.7729, 4981.77, -4.23, 0.00, 136.608, OUT, F1
4977.9692, 4977.97, -3.76, 3.76, 109.793, OUT, F2
4974.9014, 4974.90, -6.11, -0.94, 146.526, OUT, F2
4974.5254, 4974.53, -4.70, -0.94, 130.684, OUT, F0
4971.2305, 4971.23, 2.35, 2.82, 116.527, OUT, F0
4967.2627, 4967.26, -5.17, -2.82, 126.102, OUT, F0
4965.8896, 4965.89, 2.35, 4.70, 80.970, OUT, F2
4965.5229, 4965.52, 4.70, -4.23, 99.047, OUT, F2
4965.1938, 4965.19, -1.88, -3.29, 78.769, OUT, F1
4962.0044, 4962.00, 3.29, -0.94, 119.784, OUT, F2
4958.1694, 4958.17, -7.05, -0.47, 118.164, OUT, F1
4953.6348, 4953.63, -6.11, -0.47, 150.621, OUT, F2
4950.2905, 4950.29, 0.94, 3.76, 106.304, OUT, F0
4948.6333, 4948.63, 4.23, -4.23, 127.643, OUT, F1
4946.5684, 4946.57, -2.35, 5.64, 97.168, OUT, F1
4943.4175, 4943.42, 0.47, 0.94, 151.967, OUT, F0
4943.1504, 4943.15, 3.76, -0.94, 119.784, OUT, F2
4932.6558, 4932.66, -3.29, -2.35, 108.060, OUT, F1
4928.6958, 4928.70, -2.82, 1.41, 118.164, OUT, F1
4924.6616, 4924.66, -0.47, -5.64, 106.304, OUT, F0
4923.0557, 4923.06, 3.76, 0.94, 135.146, OUT, F0
4922.9854, 4922.99, 4.23, 0.47, 136.608, OUT, F1
4919.4468, 4919.45, -7.52, 0.47, 139.497, OUT, F0
4916.3828, 4916.38, -1.41, 3.76, 111.506, OUT, F0
4913.4331, 4913.43, -1.88, 0.00, 108.060, OUT, F1
4907.5693, 4907.57, 0.47, -4.23, 111.506, OUT, F0
4904.6855, 4904.69, 0.00, -5.17, 111.506, OUT, F0
4901.3223, 4901.32, 4.70, 1.41, 108.060, OUT, F1
4897.4907, 4897.49, -7.52, 0.00, 113.199, OUT, F1
4895.9590, 4895.96, -4.70, 3.76, 129.170, OUT, F2
4895.0508, 4895.05, -3.29, -2.82, 126.102, OUT, F0
4894.6890, 4894.69, 2.82, 0.47, 129.170, OUT, F2
4890.5659, 4890.57, -6.11, -3.29, 121.387, OUT, F0
4885.5693, 4885.57, -3.76, -3.76, 102.725, OUT, F1
4883.8203, 4883.82, 1.41, 0.00, 147.901, OUT, F0
4881.7954, 4881.80, 0.00, 2.35, 139.497, OUT, F0
4880.2471, 4880.25, 1.88, -3.29, 106.304, OUT, F0
4879.0728, 4879.07, -5.64, 4.23, 119.784, OUT, F2
4876.8784, 4876.88, 1.41, 2.82, 116.527, OUT, F0
4874.5581, 4874.56, -4.70, -1.41, 133.671, OUT, F2
4872.6582, 4872.66, -3.29, 0.00, 127.643, OUT, F1
4868.7378, 4868.74, -6.11, 0.00, 136.608, OUT, F1
4863.3726, 4863.37, -1.88, 3.29, 130.684, OUT, F0
4859.6191, 4859.62, 0.47, 3.29, 97.168, OUT, F1
4858.1147, 4858.11, -2.82, -2.82, 109.793, OUT, F2
4852.2153, 4852.22, -5.17, -2.35, 126.102, OUT, F0
4847.5986, 4847.60, 2.82, 2.82, 114.872, OUT, F2
4846.4146, 4846.41, -0.94, 2.35, 118.164, OUT, F1
4846.2993, 4846.30, 2.35, 2.35, 114.872, OUT, F2
4839.9863, 4839.99, 5.17, 1.41, 66.953, OUT, F2
4824.0288, 4824.03, 6.11, -3.29, 122.974, OUT, F1
4822.6343, 4822.63, 0.47, -2.82, 104.527, OUT, F2
4822.5771, 4822.58, -5.17, 4.70, 119.784, OUT, F2
4817.9243, 4817.92, 6.58, 1.41, 80.970, OUT, F2
4813.0674, 4813.07, 5.17, -0.94, 121.387, OUT, F0
4811.6729, 4811.67, -4.23, 0.47, 121.387, OUT, F0
4810.4434, 4810.44, 5.64, -1.41, 132.184, OUT, F1
4801.2129, 4801.21, 5.64, 0.47, 140.924, OUT, F1
4799.3320, 4799.33, -0.47, -3.29, 78.769, OUT, F1
4794.3564, 4794.36, 5.64, 1.88, 109.793, OUT, F2
4792.5635, 4792.56, 6.11, 2.82, 87.315, OUT, F2
4792.3994, 4792.40, -2.35, 4.70, 102.725, OUT, F1
4789.0576, 4789.06, -2.82, -0.94, 138.058, OUT, F2
4788.4351, 4788.44, 0.94, 1.88, 135.146, OUT, F0
4784.6943, 4784.69, 2.35, -3.76, 99.047, OUT, F2
4783.3667, 4783.37, -1.88, 1.88, 114.872, OUT, F2
4782.2437, 4782.24, 3.29, 2.82, 111.506, OUT, F0
4779.8501, 4779.85, -5.17, -2.82, 136.608, OUT, F1
4769.1436, 4769.14, 6.58, -0.47, 122.974, OUT, F1
4768.0698, 4768.07, -1.88, -5.17, 87.315, OUT, F2
4765.0942, 4765.09, 1.41, -5.64, 78.769, OUT, F1
4764.6724, 4764.67, -4.23, 0.47, 136.608, OUT, F1
4758.7837, 4758.78, -5.64, 1.88, 140.924, OUT, F1
4753.4224, 4753.42, -3.29, -1.88, 135.146, OUT, F0
4746.5938, 4746.59, -2.35, -1.41, 64.393, OUT, F1
4744.5400, 4744.54, -7.05, -1.41, 154.632, OUT, F2
4744.2861, 4744.29, 5.17, 3.76, 99.047, OUT, F2
4738.6421, 4738.64, -0.94, 0.47, 151.967, OUT, F0
4735.1870, 4735.19, 2.35, 3.76, 91.354, OUT, F1
4734.8999, 4734.90, -1.88, -2.82, 91.354, OUT, F1
4732.1289, 4732.13, 1.41, 3.29, 111.506, OUT, F0
4724.8340, 4724.83, 2.82, -2.35, 114.872, OUT, F2
4724.4634, 4724.46, -2.82, 2.82, 122.974, OUT, F1
4721.9990, 4722.00, -1.88, 4.23, 111.506, OUT, F0
4719.2246, 4719.22, 2.82, -3.76, 93.323, OUT, F2
4718.9380, 4718.94, 3.29, -1.88, 114.872, OUT, F2
4715.4482, 4715.45, 0.00, 0.94, 155.952, OUT, F0
4714.9312, 4714.93, -5.64, -4.23, 121.387, OUT, F0
4713.7676, 4713.77, -5.17, 0.94, 133.671, OUT, F2
4703.6475, 4703.65, 2.82, -2.82, 100.899, OUT, F0
4703.2383, 4703.24, -4.70, -4.23, 116.527, OUT, F0
4697.4463, 4697.45, -2.35, -2.82, 126.102, OUT, F0
4694.8018, 4694.80, -6.11, 3.76, 119.784, OUT, F2
4694.6572, 4694.66, 1.88, 5.64, 100.899, OUT, F0
4693.0508, 4693.05, 1.88, -1.88, 119.784, OUT, F2
4690.0249, 4690.02, 1.88, -0.47, 140.924, OUT, F1
4689.7725, 4689.77, -3.76, 4.70, 126.102, OUT, F0
4686.4609, 4686.46, 1.41, -1.41, 127.643, OUT, F1
4683.0576, 4683.06, -7.52, 0.94, 118.164, OUT, F1
4682.1431, 4682.14, -1.41, 2.35, 135.146, OUT, F0
4680.9775, 4680.98, 1.88, 2.82, 97.168, OUT, F1
4660.8911, 4660.89, 0.94, -3.76, 85.241, OUT, F1
4659.9180, 4659.92, 4.70, -1.88, 111.506, OUT, F0
4654.4556, 4654.46, -0.47, 2.82, 93.323, OUT, F2
4650.4185, 4650.42, -4.70, -0.94, 132.184, OUT, F1
4649.8633, 4649.86, 3.29, 1.41, 126.102, OUT, F0
4646.7959, 4646.80, -7.99, 0.00, 129.170, OUT, F2
4640.7139, 4640.71, -4.23, 4.23, 126.102, OUT, F0
4630.5601, 4630.56, -8.93, -1.88, 135.146, OUT, F0
4625.2354, 4625.24, -2.82, 3.29, 122.974, OUT, F1
4623.8101, 4623.81, -8.46, -0.94, 139.497, OUT, F0
4621.8296, 4621.83, 3.76, 1.41, 130.684, OUT, F0
4619.2720, 4619.27, -1.88, -0.47, 143.746, OUT, F0
4618.8062, 4618.81, -4.23, -1.88, 124.545, OUT, F2
4618.4170, 4618.42, -6.11, -1.41, 132.184, OUT, F1
4617.7549, 4617.75, 4.23, 1.88, 114.872, OUT, F2
4614.5034, 4614.50, -5.64, 0.94, 140.924, OUT, F1
4613.2617, 4613.26, -1.88, -3.76, 116.527, OUT, F0
4594.0972, 4594.10, -0.94, 2.35, 104.527, OUT, F2
4586.5854, 4586.59, -5.17, -2.35, 124.545, OUT, F2
4585.8721, 4585.87, 3.29, -0.47, 140.924, OUT, F1
4584.1602, 4584.16, 1.88, -1.88, 127.643, OUT, F1
4581.2285, 4581.23, -4.70, 3.29, 136.608, OUT, F1
4580.1992, 4580.20, 2.82, -1.88, 106.304, OUT, F0
4578.3550, 4578.35, -3.29, -0.47, 122.974, OUT, F1
4578.1484, 4578.15, 3.29, 0.47, 124.545, OUT, F2
4571.3735, 4571.37, 3.76, 1.88, 130.684, OUT, F0
4569.3833, 4569.38, 4.23, 5.17, 106.304, OUT, F0
4568.7153, 4568.72, 0.00, -5.17, 78.769, OUT, F1
4562.7090, 4562.71, -1.41, -3.76, 93.323, OUT, F2
4559.1318, 4559.13, 3.76, 2.35, 109.793, OUT, F2
4557.7759, 4557.78, -7.05, 1.88, 122.974, OUT, F1
4555.9878, 4555.99, 6.58, 3.29, 76.519, OUT, F0
4555.1860, 4555.19, -4.23, 2.82, 116.527, OUT, F0
4551.4946, 4551.49, 4.23, -1.88, 114.872, OUT, F2
4544.5625, 4544.56, -2.82, 2.35, 109.793, OUT, F2
4537.5444, 4537.54, -1.88, 0.00, 129.170, OUT, F2
4535.6689, 4535.67, 4.70, -2.35, 132.184, OUT, F1
4534.5918, 4534.59, 4.70, 0.00, 133.671, OUT, F2
4530.1001, 4530.10, 6.58, 0.00, 89.352, OUT, F0
4529.4438, 4529.44, -3.76, 1.88, 127.643, OUT, F1
4529.1157, 4529.12, 5.64, 2.35, 116.527, OUT, F0
4528.6230, 4528.62, -2.35, -3.29, 56.191, OUT, F1
4527.4971, 4527.50, 6.11, 2.35, 106.304, OUT, F0
4525.1924, 4525.19, -2.35, 0.47, 135.146, OUT, F0
4516.8843, 4516.88, 3.29, 0.47, 149.266, OUT, F1
4510.2666, 4510.27, -3.29, -1.41, 113.199, OUT, F1
4506.7305, 4506.73, 1.41, 3.76, 91.354, OUT, F1
4499.1548, 4499.15, 5.64, -0.47, 130.684, OUT, F0
4498.8438, 4498.84, 5.64, -0.94, 138.058, OUT, F2
4497.8286, 4497.83, 2.35, 1.41, 135.146, OUT, F0
4483.4551, 4483.46, 1.41, -1.41, 143.746, OUT, F0
4480.9575, 4480.96, 4.23, 3.29, 116.527, OUT, F0
4479.9707, 4479.97, -1.88, -2.35, 119.784, OUT, F2
4479.4551, 4479.46, 4.23, -3.29, 100.899, OUT, F0
4473.1167, 4473.12, -4.70, -1.41, 135.146, OUT, F0
4470.3433, 4470.34, 6.58, 0.47, 122.974, OUT, F1
4468.8989, 4468.90, -0.47, -1.88, 91.354, OUT, F1
4467.2144, 4467.21, -1.41, -2.35, 56.191, OUT, F1
4465.4209, 4465.42, -4.23, 2.82, 136.608, OUT, F1
4461.2959, 4461.30, -5.64, -2.82, 136.608, OUT, F1
4458.5078, 4458.51, -7.99, 0.00, 139.497, OUT, F0
4458.3262, 4458.33, -4.23, -1.88, 132.184, OUT, F1
4446.1255, 4446.13, -1.88, 0.94, 139.497, OUT, F0
4443.0688, 4443.07, 0.94, -2.35, 102.725, OUT, F1
4440.5645, 4440.56, 2.35, -2.35, 114.872, OUT, F2
4435.9087, 4435.91, -3.76, 1.88, 121.387, OUT, F0
4435.3086, 4435.31, 0.00, -4.70, 99.047, OUT, F2
4433.9043, 4433.90, -4.70, 2.35, 140.924, OUT, F1
4431.3950, 4431.40, 1.41, -5.17, 78.769, OUT, F1
4430.3545, 4430.35, 6.58, 1.88, 80.970, OUT, F2
4419.5332, 4419.53, 3.29, 2.82, 109.793, OUT, F2
4417.6284, 4417.63, -4.23, 0.47, 133.671, OUT, F2
4415.4434, 4415.44, -0.47, 0.00, 155.952, OUT, F0
4412.2632, 4412.26, 5.64, 0.00, 140.924, OUT, F1
4407.5107, 4407.51, 0.00, -2.82, 56.191, OUT, F1
4404.8984, 4404.90, -5.17, -0.94, 130.684, OUT, F0
4404.6416, 4404.64, 0.47, -0.47, 159.859, OUT, F0
4404.4414, 4404.44, -0.47, 3.29, 87.315, OUT, F2
4398.0327, 4398.03, 2.82, -1.41, 114.872, OUT, F2
4396.0317, 4396.03, -6.58, -2.82, 126.102, OUT, F0
4394.9639, 4394.96, 5.64, 0.47, 133.671, OUT, F2
4390.5176, 4390.52, 2.82, 1.88, 119.784, OUT, F2
4389.5649, 4389.56, -3.29, 2.82, 122.974, OUT, F1
4387.8887, 4387.89, -5.17, -3.76, 121.387, OUT, F0
4383.9253, 4383.93, -2.35, -1.41, 135.146, OUT, F0
4382.7549, 4382.75, 0.00, 3.29, 59.022, OUT, F2
4381.9370, 4381.94, -1.41, -1.41, 151.967, OUT, F0
4381.6777, 4381.68, 4.23, 5.64, 100.899, OUT, F0
4375.5581, 4375.56, -4.23, 3.76, 132.184, OUT, F1
4367.8003, 4367.80, -0.47, -0.47, 108.060, OUT, F1
4367.5820, 4367.58, 1.88, 0.94, 135.146, OUT, F0
4359.4697, 4359.47, -3.29, -3.29, 121.387, OUT, F0
4355.7866, 4355.79, 0.00, 4.70, 87.315, OUT, F2
4352.7026, 4352.70, -0.47, -5.17, 78.769, OUT, F1
4351.2402, 4351.24, -5.17, 0.47, 138.058, OUT, F2
4344.1855, 4344.19, 3.76, -3.76, 89.352, OUT, F0
4342.6880, 4342.69, 0.00, -2.82, 139.497, OUT, F0
4329.9165, 4329.92, 2.35, 4.70, 100.899, OUT, F0
4329.3574, 4329.36, 1.88, -1.41, 124.545, OUT, F2
4328.7109, 4328.71, 2.35, 0.94, 129.170, OUT, F2
4326.0396, 4326.04, 4.70, -0.94, 145.141, OUT, F1
4324.7192, 4324.72, -1.88, 0.47, 108.060, OUT, F1
4316.7993, 4316.80, 5.64, 1.41, 121.387, OUT, F0
4315.1377, 4315.14, 1.88, -2.82, 91.354, OUT, F1
4309.8525, 4309.85, 0.00, 1.88, 143.746, OUT, F0
