, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
3.000, 41.334, 41.573, 43.041, 41.987, 41.987, 41.987, 40.890, 42.550, 42.808, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.728, 41.519, 41.687, 42.095, 42.095, 42.095, 42.352, 42.593, 43.201, 38.556, 39.343, 39.617, 39.821, 39.821, 39.821, 40.062, 40.250, 40.891, 27.670, 27.962, 28.919, 28.258, 28.258, 28.258, 27.354, 28.776, 28.993, 8.005, 7.956, 10.386, 8.309, 8.309, 8.309, 6.438, 8.765, 8.780, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.100, 41.244, 41.441, 42.921, 41.879, 41.879, 41.879, 40.794, 42.442, 42.718, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.660, 41.430, 41.624, 42.017, 42.017, 42.017, 42.247, 42.488, 43.133, 38.490, 39.255, 39.564, 39.722, 39.722, 39.722, 39.967, 40.176, 40.798, 27.584, 27.881, 28.838, 28.168, 28.168, 28.168, 27.263, 28.667, 28.889, 7.911, 7.877, 10.294, 8.218, 8.218, 8.218, 6.358, 8.682, 8.693, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.200, 41.166, 41.388, 42.742, 41.771, 41.771, 41.771, 40.651, 42.334, 42.610, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.529, 41.351, 41.561, 41.933, 41.933, 41.933, 42.190, 42.420, 43.059, 38.389, 39.187, 39.502, 39.638, 39.638, 39.638, 39.897, 40.089, 40.734, 27.500, 27.797, 28.761, 28.079, 28.079, 28.079, 27.171, 28.564, 28.790, 7.830, 7.792, 10.204, 8.127, 8.127, 8.127, 6.291, 8.593, 8.606, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.300, 41.082, 41.274, 42.658, 41.687, 41.687, 41.687, 40.567, 42.256, 42.490, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.482, 41.262, 41.493, 41.833, 41.833, 41.833, 42.090, 42.300, 42.944, 38.317, 39.096, 39.436, 39.574, 39.574, 39.574, 39.803, 39.994, 40.656, 27.419, 27.716, 28.684, 27.994, 27.994, 27.994, 27.087, 28.465, 28.692, 7.753, 7.711, 10.115, 8.050, 8.050, 8.050, 6.228, 8.502, 8.523, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.400, 40.974, 41.148, 42.568, 41.603, 41.603, 41.603, 40.489, 42.154, 42.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.340, 41.142, 41.414, 41.729, 41.729, 41.729, 42.032, 42.247, 42.886, 38.210, 38.993, 39.370, 39.471, 39.471, 39.471, 39.737, 39.943, 40.584, 27.337, 27.635, 28.610, 27.908, 27.908, 27.908, 27.004, 28.368, 28.596, 7.673, 7.638, 10.016, 7.969, 7.969, 7.969, 6.164, 8.411, 8.439, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.500, 40.818, 41.058, 42.460, 41.507, 41.507, 41.507, 40.351, 42.035, 42.334, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.288, 41.058, 41.362, 41.655, 41.655, 41.655, 41.943, 42.158, 42.813, 38.140, 38.919, 39.318, 39.411, 39.411, 39.411, 39.662, 39.848, 40.511, 27.255, 27.556, 28.537, 27.823, 27.823, 27.823, 26.926, 28.271, 28.505, 7.604, 7.568, 9.932, 7.894, 7.894, 7.894, 6.091, 8.327, 8.360, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.600, 40.705, 40.992, 42.388, 41.412, 41.412, 41.412, 40.279, 41.981, 42.256, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.194, 40.974, 41.283, 41.530, 41.530, 41.530, 41.860, 42.080, 42.719, 38.053, 38.849, 39.255, 39.327, 39.327, 39.327, 39.588, 39.776, 40.427, 27.176, 27.476, 28.464, 27.741, 27.741, 27.741, 26.848, 28.179, 28.415, 7.526, 7.490, 9.859, 7.821, 7.821, 7.821, 6.030, 8.255, 8.285, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.700, 40.603, 40.890, 42.292, 41.352, 41.352, 41.352, 40.177, 41.867, 42.166, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.126, 40.859, 41.226, 41.467, 41.467, 41.467, 41.807, 42.001, 42.640, 37.987, 38.762, 39.184, 39.248, 39.248, 39.248, 39.516, 39.724, 40.353, 27.099, 27.398, 28.395, 27.660, 27.660, 27.660, 26.773, 28.089, 28.328, 7.460, 7.420, 9.778, 7.745, 7.745, 7.745, 5.969, 8.173, 8.214, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.800, 40.507, 40.824, 42.172, 41.232, 41.232, 41.232, 40.046, 41.765, 42.047, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.052, 40.796, 41.179, 41.372, 41.372, 41.372, 41.750, 41.938, 42.572, 37.915, 38.711, 39.139, 39.187, 39.187, 39.187, 39.446, 39.654, 40.274, 27.022, 27.321, 28.324, 27.584, 27.584, 27.584, 26.699, 27.999, 28.244, 7.389, 7.360, 9.691, 7.677, 7.677, 7.677, 5.913, 8.101, 8.141, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
3.900, 40.429, 40.693, 42.059, 41.136, 41.136, 41.136, 39.974, 41.669, 41.945, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.953, 40.760, 41.121, 41.283, 41.283, 41.283, 41.676, 41.854, 42.514, 37.845, 38.663, 39.083, 39.125, 39.125, 39.125, 39.378, 39.584, 40.227, 26.944, 27.247, 28.257, 27.499, 27.499, 27.499, 26.627, 27.906, 28.159, 7.325, 7.304, 9.619, 7.597, 7.597, 7.597, 5.857, 8.035, 8.071, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.000, 40.351, 40.567, 41.921, 41.004, 41.004, 41.004, 39.884, 41.525, 41.831, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.921, 40.650, 41.058, 41.241, 41.241, 41.241, 41.624, 41.776, 42.441, 37.794, 38.579, 39.030, 39.071, 39.071, 39.071, 39.323, 39.516, 40.163, 26.869, 27.170, 28.185, 27.420, 27.420, 27.420, 26.556, 27.816, 28.076, 7.254, 7.242, 9.540, 7.526, 7.526, 7.526, 5.801, 7.965, 7.997, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.100, 40.231, 40.477, 41.837, 40.908, 40.908, 40.908, 39.818, 41.441, 41.735, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.817, 40.576, 41.001, 41.142, 41.142, 41.142, 41.572, 41.723, 42.399, 37.701, 38.523, 38.989, 39.005, 39.005, 39.005, 39.263, 39.461, 40.103, 26.795, 27.101, 28.117, 27.345, 27.345, 27.345, 26.487, 27.729, 27.995, 7.178, 7.175, 9.471, 7.459, 7.459, 7.459, 5.743, 7.896, 7.933, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.200, 40.135, 40.369, 41.759, 40.824, 40.824, 40.824, 39.722, 41.364, 41.687, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.780, 40.519, 40.938, 41.079, 41.079, 41.079, 41.488, 41.650, 42.326, 37.654, 38.465, 38.923, 38.945, 38.945, 38.945, 39.205, 39.391, 40.023, 26.723, 27.033, 28.050, 27.272, 27.272, 27.272, 26.421, 27.647, 27.921, 7.119, 7.114, 9.400, 7.395, 7.395, 7.395, 5.683, 7.832, 7.871, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.300, 40.052, 40.255, 41.681, 40.741, 40.741, 40.741, 39.662, 41.280, 41.627, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.712, 40.440, 40.891, 41.006, 41.006, 41.006, 41.441, 41.587, 42.273, 37.583, 38.406, 38.865, 38.890, 38.890, 38.890, 39.158, 39.331, 39.976, 26.655, 26.966, 27.980, 27.202, 27.202, 27.202, 26.356, 27.570, 27.852, 7.057, 7.054, 9.333, 7.329, 7.329, 7.329, 5.634, 7.771, 7.802, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.400, 39.932, 40.165, 41.567, 40.657, 40.657, 40.657, 39.590, 41.226, 41.573, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.649, 40.377, 40.859, 40.943, 40.943, 40.943, 41.367, 41.530, 42.184, 37.520, 38.352, 38.824, 38.828, 38.828, 38.828, 39.059, 39.279, 39.904, 26.590, 26.904, 27.907, 27.132, 27.132, 27.132, 26.290, 27.492, 27.780, 6.997, 6.997, 9.260, 7.265, 7.265, 7.265, 5.589, 7.698, 7.739, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.500, 39.806, 40.117, 41.477, 40.567, 40.567, 40.567, 39.488, 41.124, 41.477, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.586, 40.330, 40.812, 40.870, 40.870, 40.870, 41.315, 41.472, 42.148, 37.460, 38.323, 38.770, 38.760, 38.760, 38.760, 39.007, 39.234, 39.856, 26.523, 26.839, 27.839, 27.060, 27.060, 27.060, 26.226, 27.418, 27.709, 6.955, 6.948, 9.195, 7.218, 7.218, 7.218, 5.532, 7.635, 7.679, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.600, 39.716, 40.022, 41.352, 40.501, 40.501, 40.501, 39.398, 41.040, 41.376, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.539, 40.267, 40.760, 40.822, 40.822, 40.822, 41.236, 41.404, 42.085, 37.414, 38.263, 38.721, 38.715, 38.715, 38.715, 38.954, 39.160, 39.811, 26.460, 26.778, 27.776, 26.996, 26.996, 26.996, 26.163, 27.345, 27.639, 6.895, 6.888, 9.137, 7.161, 7.161, 7.161, 5.483, 7.573, 7.622, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.700, 39.608, 39.920, 41.292, 40.387, 40.387, 40.387, 39.309, 40.944, 41.286, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.481, 40.210, 40.718, 40.791, 40.791, 40.791, 41.179, 41.367, 42.032, 37.363, 38.210, 38.678, 38.665, 38.665, 38.665, 38.906, 39.133, 39.757, 26.401, 26.719, 27.714, 26.936, 26.936, 26.936, 26.103, 27.277, 27.575, 6.843, 6.831, 9.061, 7.106, 7.106, 7.106, 5.426, 7.515, 7.561, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.800, 39.506, 39.812, 41.226, 40.291, 40.291, 40.291, 39.243, 40.860, 41.190, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.429, 40.162, 40.676, 40.739, 40.739, 40.739, 41.131, 41.294, 41.996, 37.318, 38.173, 38.626, 38.618, 38.618, 38.618, 38.869, 39.069, 39.712, 26.344, 26.662, 27.652, 26.876, 26.876, 26.876, 26.041, 27.208, 27.516, 6.791, 6.774, 8.997, 7.044, 7.044, 7.044, 5.382, 7.458, 7.499, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
4.900, 39.410, 39.716, 41.094, 40.195, 40.195, 40.195, 39.141, 40.776, 41.094, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.398, 40.120, 40.613, 40.660, 40.660, 40.660, 41.069, 41.252, 41.938, 37.272, 38.142, 38.570, 38.575, 38.575, 38.575, 38.803, 39.015, 39.665, 26.286, 26.604, 27.592, 26.815, 26.815, 26.815, 25.980, 27.144, 27.454, 6.732, 6.727, 8.936, 6.990, 6.990, 6.990, 5.334, 7.397, 7.438, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.000, 39.285, 39.602, 41.004, 40.111, 40.111, 40.111, 39.063, 40.723, 41.028, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.350, 40.058, 40.561, 40.602, 40.602, 40.602, 41.011, 41.200, 41.865, 37.215, 38.088, 38.511, 38.521, 38.521, 38.521, 38.729, 38.960, 39.619, 26.227, 26.547, 27.532, 26.758, 26.758, 26.758, 25.919, 27.082, 27.393, 6.674, 6.675, 8.872, 6.939, 6.939, 6.939, 5.284, 7.334, 7.386, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.100, 39.213, 39.542, 40.902, 40.046, 40.046, 40.046, 38.985, 40.621, 40.974, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.277, 40.037, 40.519, 40.566, 40.566, 40.566, 40.959, 41.147, 41.812, 37.153, 38.045, 38.469, 38.484, 38.484, 38.484, 38.682, 38.902, 39.586, 26.170, 26.491, 27.473, 26.698, 26.698, 26.698, 25.858, 27.020, 27.333, 6.632, 6.628, 8.816, 6.891, 6.891, 6.891, 5.237, 7.281, 7.336, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.200, 39.159, 39.428, 40.824, 39.968, 39.968, 39.968, 38.907, 40.543, 40.920, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.219, 39.974, 40.450, 40.508, 40.508, 40.508, 40.870, 41.111, 41.776, 37.107, 37.985, 38.412, 38.428, 38.428, 38.428, 38.632, 38.865, 39.541, 26.113, 26.436, 27.417, 26.642, 26.642, 26.642, 25.797, 26.962, 27.271, 6.584, 6.584, 8.756, 6.845, 6.845, 6.845, 5.190, 7.229, 7.282, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.300, 39.057, 39.369, 40.735, 39.908, 39.908, 39.908, 38.799, 40.453, 40.824, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.172, 39.927, 40.409, 40.471, 40.471, 40.471, 40.828, 41.053, 41.734, 37.062, 37.948, 38.371, 38.373, 38.373, 38.373, 38.579, 38.816, 39.502, 26.058, 26.384, 27.363, 26.587, 26.587, 26.587, 25.737, 26.905, 27.213, 6.535, 6.536, 8.691, 6.801, 6.801, 6.801, 5.148, 7.174, 7.238, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.400, 38.955, 39.297, 40.621, 39.818, 39.818, 39.818, 38.715, 40.375, 40.729, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.141, 39.890, 40.382, 40.430, 40.430, 40.430, 40.712, 41.011, 41.676, 37.021, 37.913, 38.315, 38.317, 38.317, 38.317, 38.509, 38.770, 39.442, 26.005, 26.329, 27.308, 26.532, 26.532, 26.532, 25.678, 26.845, 27.157, 6.487, 6.483, 8.626, 6.744, 6.744, 6.744, 5.111, 7.126, 7.186, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.500, 38.883, 39.207, 40.519, 39.716, 39.716, 39.716, 38.650, 40.309, 40.645, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.104, 39.843, 40.330, 40.361, 40.361, 40.361, 40.650, 40.969, 41.624, 36.980, 37.870, 38.276, 38.268, 38.268, 38.268, 38.434, 38.708, 39.393, 25.954, 26.276, 27.256, 26.474, 26.474, 26.474, 25.620, 26.784, 27.104, 6.429, 6.440, 8.564, 6.692, 6.692, 6.692, 5.073, 7.081, 7.136, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.600, 38.787, 39.111, 40.447, 39.614, 39.614, 39.614, 38.572, 40.231, 40.585, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.036, 39.806, 40.272, 40.335, 40.335, 40.335, 40.602, 40.906, 41.582, 36.936, 37.835, 38.230, 38.241, 38.241, 38.241, 38.399, 38.661, 39.358, 25.901, 26.224, 27.203, 26.422, 26.422, 26.422, 25.561, 26.727, 27.050, 6.388, 6.396, 8.508, 6.644, 6.644, 6.644, 5.032, 7.034, 7.092, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.700, 38.686, 39.045, 40.369, 39.506, 39.506, 39.506, 38.506, 40.147, 40.513, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.989, 39.764, 40.225, 40.293, 40.293, 40.293, 40.540, 40.854, 41.551, 36.895, 37.783, 38.195, 38.197, 38.197, 38.197, 38.352, 38.616, 39.331, 25.848, 26.173, 27.153, 26.370, 26.370, 26.370, 25.501, 26.670, 26.996, 6.340, 6.347, 8.455, 6.593, 6.593, 6.593, 4.996, 6.985, 7.042, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.800, 38.596, 38.979, 40.309, 39.440, 39.440, 39.440, 38.434, 40.064, 40.429, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.937, 39.743, 40.152, 40.246, 40.246, 40.246, 40.461, 40.817, 41.488, 36.850, 37.750, 38.119, 38.156, 38.156, 38.156, 38.288, 38.581, 39.279, 25.796, 26.123, 27.107, 26.316, 26.316, 26.316, 25.442, 26.611, 26.941, 6.292, 6.305, 8.404, 6.546, 6.546, 6.546, 4.957, 6.927, 6.992, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
5.900, 38.524, 38.889, 40.195, 39.369, 39.369, 39.369, 38.356, 39.986, 40.351, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.895, 39.712, 40.110, 40.210, 40.210, 40.210, 40.414, 40.775, 41.456, 36.807, 37.717, 38.080, 38.105, 38.105, 38.105, 38.245, 38.535, 39.238, 25.746, 26.070, 27.057, 26.261, 26.261, 26.261, 25.385, 26.556, 26.887, 6.255, 6.262, 8.354, 6.504, 6.504, 6.504, 4.920, 6.875, 6.949, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.000, 38.434, 38.811, 40.081, 39.297, 39.297, 39.297, 38.278, 39.926, 40.315, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.848, 39.649, 40.068, 40.168, 40.168, 40.168, 40.372, 40.718, 41.399, 36.778, 37.680, 38.024, 38.068, 38.068, 38.068, 38.204, 38.469, 39.199, 25.696, 26.019, 27.007, 26.210, 26.210, 26.210, 25.327, 26.499, 26.832, 6.215, 6.218, 8.301, 6.465, 6.465, 6.465, 4.878, 6.830, 6.905, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.100, 38.350, 38.727, 39.986, 39.195, 39.195, 39.195, 38.218, 39.848, 40.237, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.769, 39.607, 40.021, 40.147, 40.147, 40.147, 40.335, 40.681, 41.336, 36.730, 37.643, 37.971, 38.026, 38.026, 38.026, 38.165, 38.432, 39.160, 25.646, 25.968, 26.957, 26.158, 26.158, 26.158, 25.272, 26.446, 26.778, 6.174, 6.176, 8.251, 6.421, 6.421, 6.421, 4.839, 6.790, 6.858, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.200, 38.254, 38.620, 39.926, 39.135, 39.135, 39.135, 38.140, 39.782, 40.153, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.738, 39.586, 39.953, 40.105, 40.105, 40.105, 40.241, 40.629, 41.294, 36.689, 37.616, 37.911, 37.975, 37.975, 37.975, 38.117, 38.401, 39.135, 25.595, 25.916, 26.910, 26.107, 26.107, 26.107, 25.220, 26.394, 26.726, 6.132, 6.136, 8.202, 6.374, 6.374, 6.374, 4.802, 6.741, 6.804, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.300, 38.164, 38.530, 39.830, 39.039, 39.039, 39.039, 38.050, 39.716, 40.099, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.696, 39.539, 39.890, 40.047, 40.047, 40.047, 40.178, 40.602, 41.252, 36.656, 37.583, 37.853, 37.930, 37.930, 37.930, 38.068, 38.364, 39.088, 25.546, 25.865, 26.863, 26.060, 26.060, 26.060, 25.169, 26.339, 26.673, 6.085, 6.093, 8.158, 6.339, 6.339, 6.339, 4.770, 6.688, 6.761, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.400, 38.068, 38.458, 39.752, 38.955, 38.955, 38.955, 37.967, 39.626, 40.004, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.638, 39.487, 39.827, 40.010, 40.010, 40.010, 40.126, 40.550, 41.231, 36.607, 37.534, 37.808, 37.895, 37.895, 37.895, 38.026, 38.317, 39.042, 25.493, 25.816, 26.815, 26.008, 26.008, 26.008, 25.117, 26.284, 26.620, 6.042, 6.048, 8.108, 6.303, 6.303, 6.303, 4.732, 6.638, 6.723, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.500, 38.003, 38.392, 39.680, 38.877, 38.877, 38.877, 37.901, 39.506, 39.866, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.586, 39.455, 39.754, 39.969, 39.969, 39.969, 40.068, 40.529, 41.184, 36.572, 37.493, 37.752, 37.853, 37.853, 37.853, 37.969, 38.286, 39.005, 25.445, 25.763, 26.766, 25.960, 25.960, 25.960, 25.068, 26.233, 26.569, 5.998, 6.016, 8.055, 6.260, 6.260, 6.260, 4.700, 6.594, 6.677, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.600, 37.931, 38.338, 39.602, 38.811, 38.811, 38.811, 37.841, 39.398, 39.782, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.554, 39.403, 39.701, 39.942, 39.942, 39.942, 40.021, 40.487, 41.131, 36.533, 37.450, 37.717, 37.812, 37.812, 37.812, 37.919, 38.241, 38.972, 25.396, 25.712, 26.719, 25.911, 25.911, 25.911, 25.020, 26.183, 26.518, 5.967, 5.978, 8.005, 6.220, 6.220, 6.220, 4.669, 6.557, 6.630, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.700, 37.865, 38.278, 39.530, 38.733, 38.733, 38.733, 37.799, 39.321, 39.698, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.523, 39.387, 39.649, 39.906, 39.906, 39.906, 39.990, 40.445, 41.084, 36.500, 37.431, 37.678, 37.785, 37.785, 37.785, 37.886, 38.191, 38.935, 25.349, 25.660, 26.670, 25.859, 25.859, 25.859, 24.973, 26.133, 26.470, 5.929, 5.947, 7.959, 6.172, 6.172, 6.172, 4.634, 6.511, 6.587, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.800, 37.793, 38.188, 39.416, 38.680, 38.680, 38.680, 37.721, 39.207, 39.638, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.470, 39.356, 39.576, 39.869, 39.869, 39.869, 39.974, 40.398, 41.058, 36.452, 37.398, 37.616, 37.763, 37.763, 37.763, 37.855, 38.160, 38.910, 25.298, 25.612, 26.620, 25.812, 25.812, 25.812, 24.925, 26.081, 26.418, 5.890, 5.913, 7.911, 6.128, 6.128, 6.128, 4.607, 6.478, 6.549, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
6.900, 37.727, 38.116, 39.339, 38.578, 38.578, 38.578, 37.643, 39.171, 39.584, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.439, 39.303, 39.518, 39.843, 39.843, 39.843, 39.921, 40.372, 41.042, 36.413, 37.361, 37.565, 37.717, 37.717, 37.717, 37.812, 38.121, 38.882, 25.249, 25.564, 26.567, 25.762, 25.762, 25.762, 24.878, 26.032, 26.367, 5.853, 5.877, 7.868, 6.091, 6.091, 6.091, 4.577, 6.438, 6.511, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
7.000, 37.649, 38.062, 39.309, 38.452, 38.452, 38.452, 37.547, 39.105, 39.518, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.392, 39.272, 39.471, 39.796, 39.796, 39.796, 39.880, 40.304, 41.001, 36.374, 37.326, 37.532, 37.670, 37.670, 37.670, 37.773, 38.072, 38.838, 25.198, 25.515, 26.519, 25.711, 25.711, 25.711, 24.832, 25.980, 26.319, 5.813, 5.845, 7.828, 6.051, 6.051, 6.051, 4.548, 6.385, 6.478, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
