Spot weight, MU count, T [cm], U [cm], Energy [MeV], Preabsorber, Field
3083.8967, 3083.90, 5.06, -2.53, 97.168, OUT, F0
3079.6216, 3079.62, 4.51, 2.51, 99.047, OUT, F1
3079.0771, 3079.08, 6.41, 0.58, 71.858, OUT, F1
3077.6980, 3077.70, -3.51, -1.50, 99.047, OUT, F0
3070.2227, 3070.22, -1.44, -0.96, 129.170, OUT, F2
3069.8291, 3069.83, -6.51, 0.50, 147.901, OUT, F2
3058.1599, 3058.16, 3.75, -0.47, 122.974, OUT, F0
3051.5874, 3051.59, -4.25, -2.36, 124.545, OUT, F1
3051.0164, 3051.02, 3.75, 0.94, 122.974, OUT, F2
3050.7507, 3050.75, 0.00, -2.89, 133.671, OUT, F0
3048.1665, 3048.17, -4.82, 0.48, 133.671, OUT, F2
3045.1487, 3045.15, 0.00, -0.94, 124.545, OUT, F0
3041.1404, 3041.14, 5.01, -3.01, 99.047, OUT, F1
3041.1040, 3041.10, -5.78, 3.37, 133.671, OUT, F1
3029.4800, 3029.48, 6.52, 0.00, 99.047, OUT, F0
3026.9878, 3026.99, 5.68, 3.97, 76.519, OUT, F2
3019.8821, 3019.88, -6.51, 1.00, 147.901, OUT, F2
3015.5054, 3015.51, 5.19, -2.36, 124.545, OUT, F2
3015.3301, 3015.33, 3.72, 4.78, 87.315, OUT, F2
3006.3193, 3006.32, 4.01, 0.00, 99.047, OUT, F1
3005.5667, 3005.57, 6.57, -0.51, 97.168, OUT, F0
3002.8079, 3002.81, 5.60, 3.92, 78.769, OUT, F2
2999.7715, 2999.77, 3.41, -5.11, 76.519, OUT, F2
2995.7656, 2995.77, 4.31, -3.84, 129.170, OUT, F1
2990.0120, 2990.01, -4.25, 1.42, 124.545, OUT, F1
2989.2957, 2989.30, -5.01, 2.01, 99.047, OUT, F2
2985.4163, 2985.42, -3.51, -2.01, 99.047, OUT, F0
2982.3879, 2982.39, 4.79, -3.36, 129.170, OUT, F1
2978.9819, 2978.98, 3.01, 0.00, 99.047, OUT, F2
2977.0098, 2977.01, 3.37, -1.45, 133.671, OUT, F1
2968.1184, 2968.12, -5.19, 2.36, 124.545, OUT, F0
2966.8889, 2966.89, 0.58, -4.08, 71.858, OUT, F2
2963.6191, 2963.62, -3.01, 1.00, 99.047, OUT, F2
2956.7622, 2956.76, 0.00, -3.28, 83.127, OUT, F1
2950.9143, 2950.91, 3.77, -4.31, 85.241, OUT, F2
2950.0000, 2950.00, 2.34, -1.88, 122.974, OUT, F1
2947.3582, 2947.36, -6.93, -0.99, 145.141, OUT, F0
2947.0088, 2947.01, -1.92, 2.40, 129.170, OUT, F0
2939.9116, 2939.91, 5.06, 5.06, 97.168, OUT, F0
2935.8564, 2935.86, -4.25, 1.89, 124.545, OUT, F1
2930.0708, 2930.07, -7.01, -0.50, 147.901, OUT, F2
2925.4448, 2925.44, 4.81, -1.80, 64.393, OUT, F0
2925.4429, 2925.44, -2.01, 0.00, 99.047, OUT, F0
2920.9626, 2920.96, -3.51, -4.51, 99.047, OUT, F2
2919.7153, 2919.72, 6.57, 2.02, 97.168, OUT, F0
2917.9863, 2917.99, -3.84, 1.92, 129.170, OUT, F1
2917.5393, 2917.54, 0.54, -3.77, 85.241, OUT, F1
2914.4812, 2914.48, 3.82, -4.37, 83.127, OUT, F0
2912.4854, 2912.49, -5.30, -0.48, 133.671, OUT, F2
2911.1702, 2911.17, -4.92, 0.00, 143.746, OUT, F1
2908.5610, 2908.56, -1.14, -3.97, 76.519, OUT, F1
2901.2434, 2901.24, -8.19, 0.00, 133.671, OUT, F0
2900.7820, 2900.78, -3.51, 0.00, 99.047, OUT, F0
2899.2683, 2899.27, 2.84, -5.11, 76.519, OUT, F1
2895.0020, 2895.00, 5.01, -0.50, 147.901, OUT, F1
2893.8389, 2893.84, 4.01, -3.01, 99.047, OUT, F1
2893.4558, 2893.46, 0.96, -2.41, 133.671, OUT, F0
2892.4646, 2892.46, 2.40, -1.92, 129.170, OUT, F1
2892.2676, 2892.27, 6.02, 0.00, 99.047, OUT, F1
2890.9670, 2890.97, 1.93, -1.93, 133.671, OUT, F0
2890.0117, 2890.01, -0.54, -5.38, 85.241, OUT, F2
2886.3032, 2886.30, 0.00, 2.41, 133.671, OUT, F0
2883.7695, 2883.77, 6.52, 0.50, 99.047, OUT, F0
2883.7505, 2883.75, 0.94, -0.94, 124.545, OUT, F2
2883.6829, 2883.68, -4.51, 0.50, 99.047, OUT, F2
2883.0642, 2883.06, -3.50, -2.33, 71.858, OUT, F1
2875.0789, 2875.08, -0.47, 3.75, 122.974, OUT, F0
2870.6396, 2870.64, 1.00, -5.01, 99.047, OUT, F0
2860.4976, 2860.50, 5.19, 1.42, 124.545, OUT, F2
2859.6155, 2859.62, 0.00, 1.44, 129.170, OUT, F1
2854.3896, 2854.39, -0.54, 5.38, 85.241, OUT, F2
2854.3423, 2854.34, -3.78, 1.89, 124.545, OUT, F2
2853.5562, 2853.56, 5.63, -0.94, 122.974, OUT, F0
2850.8428, 2850.84, -3.51, -0.50, 99.047, OUT, F0
2841.5784, 2841.58, -7.01, -1.00, 147.901, OUT, F2
2840.7559, 2840.76, 0.00, -1.17, 71.858, OUT, F1
2840.2285, 2840.23, 4.79, 1.44, 129.170, OUT, F0
2835.6582, 2835.66, 6.38, -1.06, 87.315, OUT, F0
2835.5562, 2835.56, -0.47, -3.30, 124.545, OUT, F0
2832.1458, 2832.15, -0.60, 0.00, 64.393, OUT, F2
2827.8474, 2827.85, 3.28, 3.82, 83.127, OUT, F2
2827.8408, 2827.84, 7.00, 2.69, 85.241, OUT, F0
2826.9731, 2826.97, 1.00, -0.50, 147.901, OUT, F0
2819.7317, 2819.73, -4.51, -1.00, 99.047, OUT, F0
2813.0518, 2813.05, 6.38, 4.25, 87.315, OUT, F0
2811.2231, 2811.22, 6.07, 2.02, 97.168, OUT, F2
2802.7922, 2802.79, -7.03, 1.88, 122.974, OUT, F1
2801.0837, 2801.08, -5.19, -0.94, 124.545, OUT, F2
2800.9658, 2800.97, -4.79, -2.40, 129.170, OUT, F0
2796.5325, 2796.53, -4.72, -0.94, 124.545, OUT, F1
2788.5854, 2788.59, 3.30, 0.94, 124.545, OUT, F2
2786.0898, 2786.09, -0.50, -1.50, 99.047, OUT, F2
2781.5239, 2781.52, 2.66, 3.72, 87.315, OUT, F1
2775.6555, 2775.66, -1.50, -3.01, 99.047, OUT, F0
2774.2141, 2774.21, 4.92, -0.98, 143.746, OUT, F1
2771.3452, 2771.35, -6.14, -2.83, 124.545, OUT, F0
2770.5562, 2770.56, -0.51, -0.51, 97.168, OUT, F2
2770.3816, 2770.38, 4.51, -2.51, 99.047, OUT, F0
2767.1438, 2767.14, 1.20, -2.40, 64.393, OUT, F1
2765.5649, 2765.56, -1.45, -2.89, 133.671, OUT, F0
2765.4355, 2765.44, -7.43, -1.98, 145.141, OUT, F0
2764.1785, 2764.18, 0.51, 0.51, 97.168, OUT, F0
2764.0435, 2764.04, -3.01, -1.00, 99.047, OUT, F0
2763.8804, 2763.88, -5.19, -0.47, 124.545, OUT, F0
2762.4812, 2762.48, -0.58, -2.92, 71.858, OUT, F2
2759.0608, 2759.06, 6.07, 0.51, 97.168, OUT, F0
2753.7114, 2753.71, 3.77, -3.77, 85.241, OUT, F0
2753.3555, 2753.36, -4.34, 3.37, 133.671, OUT, F1
2753.1719, 2753.17, 3.51, 0.00, 99.047, OUT, F0
2748.7241, 2748.72, 6.07, 3.54, 97.168, OUT, F0
2747.2200, 2747.22, -2.01, -1.50, 99.047, OUT, F1
2745.5657, 2745.57, 4.81, 2.40, 64.393, OUT, F1
2743.7251, 2743.73, -2.66, -4.78, 87.315, OUT, F2
2734.9290, 2734.93, 1.00, -1.00, 147.901, OUT, F0
2727.9746, 2727.97, 2.13, 3.72, 87.315, OUT, F1
2727.5112, 2727.51, -3.51, -3.51, 99.047, OUT, F1
2725.1230, 2725.12, -6.97, 0.50, 146.526, OUT, F0
2724.9243, 2724.92, 5.01, 1.00, 99.047, OUT, F0
2722.4209, 2722.42, -7.23, 0.96, 133.671, OUT, F2
2720.9463, 2720.95, 0.96, -1.93, 133.671, OUT, F0
2715.6636, 2715.66, -2.01, 2.01, 99.047, OUT, F0
2705.8999, 2705.90, 4.95, -0.99, 145.141, OUT, F1
2705.2505, 2705.25, 2.89, -1.93, 133.671, OUT, F1
2705.0564, 2705.06, 3.01, -3.01, 99.047, OUT, F1
2702.6533, 2702.65, -6.14, 2.36, 124.545, OUT, F1
2698.9434, 2698.94, -5.63, 0.47, 122.974, OUT, F1
2696.2566, 2696.26, 0.60, 0.00, 64.393, OUT, F2
2696.1572, 2696.16, -5.30, 0.48, 133.671, OUT, F2
2695.9905, 2695.99, 4.55, 2.02, 97.168, OUT, F1
2693.3577, 2693.36, 6.07, 0.00, 97.168, OUT, F0
2692.8474, 2692.85, 6.02, -1.00, 99.047, OUT, F0
2692.7024, 2692.70, 0.00, -5.68, 76.519, OUT, F1
2691.3342, 2691.33, 5.25, 4.08, 71.858, OUT, F2
2691.2432, 2691.24, 4.72, -2.83, 124.545, OUT, F1
2687.0325, 2687.03, -5.16, -2.34, 122.974, OUT, F0
2683.5579, 2683.56, -2.01, 2.51, 99.047, OUT, F0
2683.3735, 2683.37, 1.17, 1.75, 71.858, OUT, F0
2682.8931, 2682.89, -1.09, -5.46, 83.127, OUT, F2
2681.8901, 2681.89, 1.44, -2.40, 129.170, OUT, F0
2681.3904, 2681.39, 2.13, -4.78, 87.315, OUT, F1
2680.7417, 2680.74, 4.48, 5.04, 78.769, OUT, F2
2676.9136, 2676.91, 6.01, 3.00, 64.393, OUT, F2
2675.5396, 2675.54, 5.92, 4.85, 85.241, OUT, F0
2670.6946, 2670.69, 4.34, 0.48, 133.671, OUT, F1
2665.6152, 2665.62, -1.93, 0.96, 133.671, OUT, F0
2664.1523, 2664.15, 2.97, 0.50, 145.141, OUT, F0
2662.7493, 2662.75, 0.00, -3.30, 124.545, OUT, F0
2660.1362, 2660.14, -2.01, 1.50, 99.047, OUT, F0
2659.9536, 2659.95, 1.00, -1.50, 99.047, OUT, F1
2659.3020, 2659.30, 3.61, -1.80, 64.393, OUT, F0
2658.5842, 2658.58, -1.01, 5.56, 97.168, OUT, F1
2657.2292, 2657.23, -5.94, -0.50, 145.141, OUT, F2
2655.6094, 2655.61, 6.57, -1.52, 97.168, OUT, F1
2654.9651, 2654.97, -5.52, 0.50, 99.047, OUT, F2
2652.8896, 2652.89, -1.00, 1.50, 99.047, OUT, F1
2650.3328, 2650.33, -5.52, 2.51, 99.047, OUT, F2
2649.6450, 2649.65, 1.17, -2.92, 71.858, OUT, F2
2649.6372, 2649.64, 2.51, -1.00, 99.047, OUT, F1
2649.2751, 2649.28, 4.04, 5.56, 97.168, OUT, F0
2648.1201, 2648.12, -1.89, 2.83, 124.545, OUT, F0
2641.4434, 2641.44, 1.89, 1.42, 124.545, OUT, F2
2640.3958, 2640.40, -5.94, 1.98, 145.141, OUT, F2
2637.7502, 2637.75, 5.66, -1.89, 124.545, OUT, F2
2637.1780, 2637.18, -6.44, -1.98, 145.141, OUT, F2
2631.4773, 2631.48, 1.08, 3.77, 85.241, OUT, F1
2629.6382, 2629.64, -2.01, 1.00, 99.047, OUT, F0
2627.1226, 2627.12, 5.52, 0.00, 99.047, OUT, F1
2625.5696, 2625.57, -3.78, 0.94, 124.545, OUT, F1
2623.5000, 2623.50, -1.17, -2.92, 71.858, OUT, F2
2621.6855, 2621.69, 4.51, -1.00, 99.047, OUT, F1
2619.2246, 2619.22, -4.95, 2.97, 145.141, OUT, F1
2618.6472, 2618.65, -3.36, 3.36, 129.170, OUT, F1
2617.5613, 2617.56, -1.00, -2.51, 99.047, OUT, F2
2611.7803, 2611.78, 2.80, -5.04, 78.769, OUT, F2
2610.8428, 2610.84, -7.92, -0.50, 145.141, OUT, F0
2607.3696, 2607.37, -2.34, 0.00, 122.974, OUT, F0
2599.7065, 2599.71, 2.40, 4.21, 64.393, OUT, F2
2599.3638, 2599.36, -1.06, 3.19, 87.315, OUT, F2
2596.0339, 2596.03, -3.01, -1.50, 99.047, OUT, F2
2593.8015, 2593.80, 0.54, 3.77, 85.241, OUT, F1
2591.1782, 2591.18, 4.66, 1.75, 71.858, OUT, F1
2586.9419, 2586.94, 0.50, -4.01, 99.047, OUT, F0
2586.9099, 2586.91, 3.44, 0.00, 143.746, OUT, F1
2580.0530, 2580.05, -4.34, -1.93, 133.671, OUT, F0
2570.6160, 2570.62, 0.00, -3.97, 76.519, OUT, F1
2570.4932, 2570.49, 3.77, -3.23, 85.241, OUT, F0
2565.2607, 2565.26, -5.06, 3.54, 97.168, OUT, F0
2564.0728, 2564.07, 1.88, -2.34, 122.974, OUT, F0
2563.8413, 2563.84, -3.51, 0.50, 99.047, OUT, F0
2561.7583, 2561.76, 3.78, -0.47, 124.545, OUT, F2
2561.5991, 2561.60, -1.93, 1.45, 133.671, OUT, F0
2559.5569, 2559.56, 2.73, -4.37, 83.127, OUT, F0
2558.8108, 2558.81, 5.11, 4.54, 76.519, OUT, F2
2550.6738, 2550.67, 0.50, -1.98, 145.141, OUT, F0
2550.1526, 2550.15, 5.01, 4.01, 99.047, OUT, F2
2545.7539, 2545.75, 1.64, 6.00, 83.127, OUT, F2
2538.2498, 2538.25, -1.45, 2.89, 133.671, OUT, F0
2535.9465, 2535.95, 3.36, 3.92, 78.769, OUT, F1
2531.4185, 2531.42, -1.00, 3.01, 99.047, OUT, F0
2529.4822, 2529.48, -1.59, -2.66, 87.315, OUT, F1
2526.6062, 2526.61, 1.75, -2.92, 71.858, OUT, F2
2526.1780, 2526.18, 2.18, -5.46, 83.127, OUT, F1
2525.6418, 2525.64, 1.12, -4.48, 78.769, OUT, F1
2524.8438, 2524.84, 5.63, -1.88, 122.974, OUT, F2
2523.5144, 2523.51, 3.30, 0.00, 124.545, OUT, F1
2514.2024, 2514.20, -0.50, 1.00, 99.047, OUT, F1
2513.1875, 2513.19, 5.01, -4.01, 99.047, OUT, F1
2506.5464, 2506.55, 0.50, -4.51, 99.047, OUT, F2
2506.3013, 2506.30, -7.51, -1.00, 147.901, OUT, F0
2504.2334, 2504.23, 6.57, 1.52, 97.168, OUT, F0
2501.8665, 2501.87, 2.27, 4.54, 76.519, OUT, F2
2501.2336, 2501.23, 4.25, -0.47, 124.545, OUT, F1
2500.7769, 2500.78, 3.00, -0.60, 64.393, OUT, F2
2499.5361, 2499.54, 2.40, -1.80, 64.393, OUT, F2
2497.9255, 2497.93, 1.80, -4.21, 64.393, OUT, F1
2492.1526, 2492.15, 1.08, 3.77, 85.241, OUT, F2
2485.4409, 2485.44, 2.18, 4.37, 83.127, OUT, F1
2482.0820, 2482.08, 0.48, -2.89, 133.671, OUT, F0
2474.3367, 2474.34, 5.46, 3.82, 83.127, OUT, F2
2470.6062, 2470.61, 2.51, -2.51, 99.047, OUT, F1
2469.7212, 2469.72, -5.01, -0.50, 99.047, OUT, F2
2469.1917, 2469.19, -2.18, -3.28, 83.127, OUT, F1
2465.3005, 2465.30, 5.66, -0.94, 124.545, OUT, F0
2459.1335, 2459.13, 1.42, 0.94, 124.545, OUT, F0
2458.9417, 2458.94, 3.28, 4.91, 83.127, OUT, F2
2453.1589, 2453.16, 0.60, -4.21, 64.393, OUT, F1
2452.7798, 2452.78, -4.92, 0.00, 143.746, OUT, F2
2452.0168, 2452.02, -3.01, -0.50, 99.047, OUT, F0
2451.6167, 2451.62, 1.20, -4.21, 64.393, OUT, F1
2447.2952, 2447.30, 1.50, -2.01, 99.047, OUT, F0
2442.9497, 2442.95, 3.28, -3.82, 83.127, OUT, F0
2441.0178, 2441.02, -1.50, 0.00, 99.047, OUT, F2
2440.7639, 2440.76, 2.88, -0.48, 129.170, OUT, F2
2436.4216, 2436.42, -6.93, 0.00, 145.141, OUT, F2
2436.1936, 2436.19, 0.00, -0.60, 64.393, OUT, F1
2435.2571, 2435.26, 0.51, -0.51, 97.168, OUT, F2
2433.2756, 2433.28, -1.00, -0.50, 99.047, OUT, F2
2429.9812, 2429.98, 0.00, 2.88, 129.170, OUT, F0
2427.6033, 2427.60, 3.61, 0.00, 64.393, OUT, F0
2425.6675, 2425.67, -3.37, 0.00, 133.671, OUT, F1
2424.9741, 2424.97, 4.79, 0.96, 129.170, OUT, F0
2422.3564, 2422.36, -2.66, -3.72, 87.315, OUT, F1
2416.7471, 2416.75, 5.83, 4.08, 71.858, OUT, F2
2415.3777, 2415.38, -4.92, 0.49, 143.746, OUT, F1
2415.1836, 2415.18, -0.47, -0.47, 124.545, OUT, F0
2411.4751, 2411.48, 5.63, -3.28, 122.974, OUT, F1
2406.9922, 2406.99, -6.57, -1.52, 97.168, OUT, F1
2406.8982, 2406.90, 1.59, -5.31, 87.315, OUT, F0
2401.3794, 2401.38, -2.41, -1.93, 133.671, OUT, F2
2399.3469, 2399.35, 4.66, 2.92, 71.858, OUT, F0
2393.2576, 2393.26, 1.64, 5.46, 83.127, OUT, F2
2391.1531, 2391.15, 5.01, -2.01, 99.047, OUT, F1
2389.9431, 2389.94, -3.84, -0.96, 129.170, OUT, F1
2389.7700, 2389.77, -4.31, -0.96, 129.170, OUT, F1
2389.7627, 2389.76, 1.09, 6.00, 83.127, OUT, F2
2382.4895, 2382.49, 3.51, -1.50, 99.047, OUT, F1
2378.5898, 2378.59, 6.01, 2.40, 64.393, OUT, F0
2378.5444, 2378.54, -4.72, -0.47, 124.545, OUT, F0
2369.5327, 2369.53, -3.01, 0.50, 99.047, OUT, F0
2369.1292, 2369.13, 0.00, -0.94, 124.545, OUT, F2
2368.7012, 2368.70, 4.81, 0.60, 64.393, OUT, F2
2368.3994, 2368.40, 2.13, -3.19, 87.315, OUT, F1
2366.3884, 2366.39, 1.20, -4.81, 64.393, OUT, F1
2364.0024, 2364.00, -5.56, 3.03, 97.168, OUT, F2
2359.8452, 2359.85, -4.95, 0.00, 145.141, OUT, F2
2356.4707, 2356.47, 4.66, 4.66, 71.858, OUT, F0
2354.4363, 2354.44, 0.53, 3.72, 87.315, OUT, F2
2349.9819, 2349.98, -6.44, 1.49, 145.141, OUT, F2
2345.6865, 2345.69, -1.17, 1.75, 71.858, OUT, F2
2345.0349, 2345.03, 2.40, -2.40, 64.393, OUT, F2
2344.6431, 2344.64, 5.16, -2.34, 122.974, OUT, F2
2343.0366, 2343.04, -1.49, 1.49, 145.141, OUT, F0
2340.8713, 2340.87, -1.50, 5.01, 99.047, OUT, F1
2340.7874, 2340.79, -5.78, 0.96, 133.671, OUT, F1
2337.4414, 2337.44, -1.80, -0.60, 64.393, OUT, F1
2336.3501, 2336.35, -6.74, -2.41, 133.671, OUT, F2
2333.9744, 2333.97, 5.30, -1.45, 133.671, OUT, F1
2328.5537, 2328.55, 4.51, -0.50, 99.047, OUT, F2
2328.2705, 2328.27, 1.80, -3.61, 64.393, OUT, F1
2321.1301, 2321.13, 0.00, -2.46, 143.746, OUT, F0
2320.7493, 2320.75, -4.25, 0.47, 124.545, OUT, F1
2317.2224, 2317.22, 4.66, -1.17, 71.858, OUT, F0
2317.1567, 2317.16, -4.01, 3.01, 99.047, OUT, F0
2315.6899, 2315.69, -5.94, 0.50, 145.141, OUT, F2
2315.2124, 2315.21, -1.14, -5.11, 76.519, OUT, F1
2311.2966, 2311.30, 6.57, 1.52, 97.168, OUT, F1
2311.0876, 2311.09, 6.07, 3.03, 97.168, OUT, F0
2309.8716, 2309.87, 2.40, -2.40, 64.393, OUT, F1
2306.9883, 2306.99, 0.99, -1.49, 145.141, OUT, F0
2305.8000, 2305.80, -3.01, -1.50, 99.047, OUT, F0
2305.4822, 2305.48, -1.49, -1.49, 145.141, OUT, F0
2300.2222, 2300.22, -4.22, 2.34, 122.974, OUT, F1
2299.2969, 2299.30, -6.07, 1.01, 97.168, OUT, F2
2297.5410, 2297.54, 6.91, 1.59, 87.315, OUT, F0
2296.7603, 2296.76, 2.01, -0.50, 99.047, OUT, F1
2295.5747, 2295.57, -1.80, 0.00, 64.393, OUT, F2
2294.2837, 2294.28, -7.03, -3.28, 122.974, OUT, F0
2291.2441, 2291.24, -4.95, 0.50, 145.141, OUT, F1
2289.0938, 2289.09, 3.77, -2.69, 85.241, OUT, F0
2274.0449, 2274.04, 3.41, 3.97, 76.519, OUT, F1
2274.0303, 2274.03, -1.92, -0.48, 129.170, OUT, F2
2272.7009, 2272.70, -5.52, -0.50, 99.047, OUT, F2
2271.7725, 2271.77, 6.52, -2.51, 99.047, OUT, F1
2268.7878, 2268.79, -5.52, 1.00, 99.047, OUT, F2
2268.2610, 2268.26, 6.91, 1.06, 87.315, OUT, F0
2263.4641, 2263.46, 6.07, -1.01, 97.168, OUT, F0
2258.6433, 2258.64, 2.84, -5.11, 76.519, OUT, F2
2258.4783, 2258.48, 5.92, 0.00, 85.241, OUT, F1
2257.6372, 2257.64, 1.44, 1.44, 129.170, OUT, F0
2254.7729, 2254.77, 0.55, 4.37, 83.127, OUT, F2
2254.6421, 2254.64, -6.10, 2.34, 122.974, OUT, F1
2250.8374, 2250.84, 1.50, -2.51, 99.047, OUT, F2
2248.8711, 2248.87, -1.00, -3.51, 99.047, OUT, F0
2246.8579, 2246.86, -2.01, -3.01, 99.047, OUT, F0
2243.4226, 2243.42, 0.94, 2.36, 124.545, OUT, F1
2239.9946, 2239.99, -5.19, 0.47, 124.545, OUT, F0
2234.8872, 2234.89, -3.01, 0.00, 99.047, OUT, F0
2233.9983, 2234.00, 1.64, -4.37, 83.127, OUT, F1
2231.7546, 2231.75, 4.25, -3.78, 124.545, OUT, F1
2227.9751, 2227.98, 2.66, -4.78, 87.315, OUT, F0
2224.0781, 2224.08, 5.41, 3.61, 64.393, OUT, F2
2223.0632, 2223.06, 5.16, -3.75, 122.974, OUT, F1
2221.3262, 2221.33, -0.94, 0.94, 124.545, OUT, F0
2215.4258, 2215.43, 3.01, -1.00, 99.047, OUT, F1
2214.2080, 2214.21, 0.60, 3.00, 64.393, OUT, F2
2214.0295, 2214.03, -5.78, -2.41, 133.671, OUT, F1
2212.6794, 2212.68, 0.00, -0.50, 99.047, OUT, F1
2209.6484, 2209.65, 1.50, 0.50, 99.047, OUT, F0
2203.8394, 2203.84, 7.00, 0.58, 71.858, OUT, F0
2199.7700, 2199.77, 4.43, -0.49, 143.746, OUT, F1
2196.1719, 2196.17, 4.21, 2.40, 64.393, OUT, F1
2192.7385, 2192.74, 6.07, 2.53, 97.168, OUT, F2
2188.3086, 2188.31, -0.54, -2.15, 85.241, OUT, F1
2186.9055, 2186.91, -2.02, 5.56, 97.168, OUT, F1
2186.7153, 2186.72, -2.40, 1.92, 129.170, OUT, F0
2186.3943, 2186.39, -3.51, -3.01, 99.047, OUT, F1
2186.2998, 2186.30, 4.81, -0.60, 64.393, OUT, F0
2186.0515, 2186.05, 1.92, 0.48, 129.170, OUT, F2
2179.9565, 2179.96, -7.01, -2.00, 147.901, OUT, F2
2178.8477, 2178.85, -3.00, -1.80, 64.393, OUT, F1
2177.6882, 2177.69, 2.40, 3.00, 64.393, OUT, F2
2177.4819, 2177.48, -7.43, -0.99, 145.141, OUT, F2
2169.6912, 2169.69, 2.24, 6.16, 78.769, OUT, F2
2168.8472, 2168.85, -4.01, -4.51, 99.047, OUT, F2
2168.7825, 2168.78, -1.50, 1.50, 99.047, OUT, F1
2167.8857, 2167.89, 3.28, -4.37, 83.127, OUT, F0
2165.3267, 2165.33, 3.37, 0.48, 133.671, OUT, F0
2160.7959, 2160.80, -0.50, -2.48, 145.141, OUT, F0
2156.6760, 2156.68, 0.00, 4.78, 87.315, OUT, F1
2151.2998, 2151.30, -3.36, 0.48, 129.170, OUT, F2
2150.8220, 2150.82, -1.64, -5.46, 83.127, OUT, F2
2144.5820, 2144.58, 4.25, 4.78, 87.315, OUT, F2
2143.5667, 2143.57, 1.89, 0.94, 124.545, OUT, F0
2142.3040, 2142.30, -1.75, -1.17, 71.858, OUT, F1
2138.8103, 2138.81, -0.51, 0.51, 97.168, OUT, F0
2136.8176, 2136.82, -6.61, 0.00, 124.545, OUT, F2
2135.7566, 2135.76, 7.21, 0.60, 64.393, OUT, F0
2132.2185, 2132.22, -6.10, 2.34, 122.974, OUT, F0
2129.3589, 2129.36, 5.84, 4.78, 87.315, OUT, F0
2123.3511, 2123.35, 0.00, 0.50, 147.901, OUT, F0
2123.0518, 2123.05, 3.92, -5.04, 78.769, OUT, F2
2122.8523, 2122.85, -6.93, -2.97, 145.141, OUT, F2
2122.3933, 2122.39, -4.51, 4.01, 99.047, OUT, F0
2122.1150, 2122.11, -4.72, 0.94, 124.545, OUT, F2
2118.5894, 2118.59, 3.36, -4.48, 78.769, OUT, F2
2118.5061, 2118.51, 0.00, -4.21, 64.393, OUT, F1
2117.3604, 2117.36, 2.34, 0.00, 122.974, OUT, F0
2115.9883, 2115.99, 4.55, 2.02, 97.168, OUT, F0
2115.9524, 2115.95, 2.51, -1.50, 99.047, OUT, F1
2115.8528, 2115.85, 2.40, -1.20, 64.393, OUT, F1
2112.8042, 2112.80, -3.00, -3.61, 64.393, OUT, F1
2110.4429, 2110.44, 4.51, 1.00, 99.047, OUT, F2
2110.2607, 2110.26, 4.82, 1.45, 133.671, OUT, F2
2104.7688, 2104.77, 0.50, 1.49, 145.141, OUT, F0
2103.8057, 2103.81, 4.55, 1.52, 97.168, OUT, F1
2102.9673, 2102.97, 6.55, 3.82, 83.127, OUT, F0
2101.1997, 2101.20, 0.48, 2.40, 129.170, OUT, F1
2096.2224, 2096.22, 0.50, -1.50, 147.901, OUT, F0
2095.0867, 2095.09, -5.16, -2.34, 122.974, OUT, F2
2093.1404, 2093.14, 4.72, 1.42, 124.545, OUT, F0
2092.2424, 2092.24, 4.66, -0.58, 71.858, OUT, F0
2086.9409, 2086.94, -3.00, -3.00, 64.393, OUT, F1
2086.6931, 2086.69, -4.25, 2.83, 124.545, OUT, F1
2085.5168, 2085.52, 0.94, 2.34, 122.974, OUT, F1
2084.8865, 2084.89, 3.77, 4.31, 85.241, OUT, F2
2082.6489, 2082.65, 4.01, 0.50, 99.047, OUT, F1
2081.6760, 2081.68, -1.49, -1.98, 145.141, OUT, F0
2081.3987, 2081.40, 0.51, -5.56, 97.168, OUT, F0
2077.5149, 2077.51, -0.94, 0.47, 124.545, OUT, F0
2074.9380, 2074.94, 5.56, 2.53, 97.168, OUT, F2
2069.3464, 2069.35, -4.31, 0.96, 129.170, OUT, F2
2069.2705, 2069.27, -5.75, -3.36, 129.170, OUT, F1
2065.8118, 2065.81, 7.08, -0.51, 97.168, OUT, F1
2062.4766, 2062.48, -4.55, 1.52, 97.168, OUT, F0
2061.7178, 2061.72, 1.92, -0.96, 129.170, OUT, F2
2058.0410, 2058.04, 3.61, 2.40, 64.393, OUT, F1
2057.7502, 2057.75, 4.25, -3.72, 87.315, OUT, F0
2056.2327, 2056.23, -5.63, 0.94, 122.974, OUT, F2
2055.4963, 2055.50, 0.56, 0.00, 78.769, OUT, F2
2053.9116, 2053.91, 1.14, -5.11, 76.519, OUT, F1
2053.4922, 2053.49, -4.51, 1.50, 99.047, OUT, F2
2053.0149, 2053.01, 2.97, 0.99, 145.141, OUT, F1
2051.1895, 2051.19, -2.69, -4.85, 85.241, OUT, F1
2046.5355, 2046.54, -5.94, 0.99, 145.141, OUT, F2
2044.7120, 2044.71, -4.01, -0.50, 99.047, OUT, F0
2044.3292, 2044.33, 0.00, -2.13, 87.315, OUT, F1
2043.3925, 2043.39, -4.72, 0.47, 124.545, OUT, F2
2040.2074, 2040.21, -0.57, -5.11, 76.519, OUT, F1
2039.8124, 2039.81, -4.55, 1.01, 97.168, OUT, F0
2039.4688, 2039.47, 4.51, 3.01, 99.047, OUT, F0
